,庫房,料號,品名,數量,帳務日期,週,工作日,年
70,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/2/14,7,TRUE,2019
71,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/14,7,TRUE,2019
72,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/14,7,TRUE,2019
73,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/14,7,TRUE,2019
74,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/15,7,TRUE,2019
75,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/15,7,TRUE,2019
76,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/16,7,FALSE,2019
77,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/17,7,FALSE,2019
78,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/18,8,TRUE,2019
79,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/18,8,TRUE,2019
80,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/18,8,TRUE,2019
81,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/2/18,8,TRUE,2019
82,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/19,8,TRUE,2019
83,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/19,8,TRUE,2019
84,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/2/20,8,TRUE,2019
85,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/21,8,TRUE,2019
86,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/22,8,TRUE,2019
87,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/23,8,FALSE,2019
88,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/23,8,FALSE,2019
89,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/23,8,FALSE,2019
90,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/25,9,TRUE,2019
91,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/25,9,TRUE,2019
92,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/25,9,TRUE,2019
93,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/25,9,TRUE,2019
94,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/26,9,TRUE,2019
95,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/27,9,TRUE,2019
96,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/27,9,TRUE,2019
97,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/2/27,9,TRUE,2019
98,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/1,9,TRUE,2019
99,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/2,9,FALSE,2019
100,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/3,9,FALSE,2019
101,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/4,10,TRUE,2019
102,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/4,10,TRUE,2019
103,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/5,10,TRUE,2019
104,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/5,10,TRUE,2019
105,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/6,10,TRUE,2019
106,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/6,10,TRUE,2019
107,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/6,10,TRUE,2019
108,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/6,10,TRUE,2019
109,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/6,10,TRUE,2019
110,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/7,10,TRUE,2019
111,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/7,10,TRUE,2019
112,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/8,10,TRUE,2019
113,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/8,10,TRUE,2019
114,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/8,10,TRUE,2019
115,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/8,10,TRUE,2019
116,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/10,10,FALSE,2019
117,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/10,10,FALSE,2019
118,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/11,11,TRUE,2019
119,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/11,11,TRUE,2019
120,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/11,11,TRUE,2019
121,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/12,11,TRUE,2019
122,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/12,11,TRUE,2019
123,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/12,11,TRUE,2019
124,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/12,11,TRUE,2019
125,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/13,11,TRUE,2019
126,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/14,11,TRUE,2019
127,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/14,11,TRUE,2019
128,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/15,11,TRUE,2019
129,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/16,11,FALSE,2019
130,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/17,11,FALSE,2019
131,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/17,11,FALSE,2019
132,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/18,12,TRUE,2019
133,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/18,12,TRUE,2019
134,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/19,12,TRUE,2019
135,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/19,12,TRUE,2019
136,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/21,12,TRUE,2019
137,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/21,12,TRUE,2019
138,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/22,12,TRUE,2019
139,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/23,12,FALSE,2019
140,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/23,12,FALSE,2019
141,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/23,12,FALSE,2019
142,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/26,13,TRUE,2019
143,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/28,13,TRUE,2019
144,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/29,13,TRUE,2019
145,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/29,13,TRUE,2019
146,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/29,13,TRUE,2019
147,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/3/30,13,FALSE,2019
148,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/3/31,13,FALSE,2019
149,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/1,14,TRUE,2019
150,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/2,14,TRUE,2019
151,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/5,14,FALSE,2019
152,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/6,14,FALSE,2019
153,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/7,14,FALSE,2019
154,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/8,15,TRUE,2019
155,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/8,15,TRUE,2019
156,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/8,15,TRUE,2019
157,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/9,15,TRUE,2019
158,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/9,15,TRUE,2019
159,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/9,15,TRUE,2019
160,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/4/10,15,TRUE,2019
161,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/10,15,TRUE,2019
162,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/10,15,TRUE,2019
163,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/11,15,TRUE,2019
164,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/4/12,15,TRUE,2019
165,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/12,15,TRUE,2019
166,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/13,15,FALSE,2019
167,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/14,15,FALSE,2019
168,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/14,15,FALSE,2019
169,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/14,15,FALSE,2019
170,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/16,16,TRUE,2019
171,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/16,16,TRUE,2019
172,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/16,16,TRUE,2019
173,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/16,16,TRUE,2019
174,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/17,16,TRUE,2019
175,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/18,16,TRUE,2019
176,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/19,16,TRUE,2019
177,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/19,16,TRUE,2019
178,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/19,16,TRUE,2019
179,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/20,16,FALSE,2019
180,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/20,16,FALSE,2019
181,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/20,16,FALSE,2019
182,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/23,17,TRUE,2019
183,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/24,17,TRUE,2019
184,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/24,17,TRUE,2019
185,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/24,17,TRUE,2019
186,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/24,17,TRUE,2019
187,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/24,17,TRUE,2019
188,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/25,17,TRUE,2019
189,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/25,17,TRUE,2019
190,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/25,17,TRUE,2019
191,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/26,17,TRUE,2019
192,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/26,17,TRUE,2019
193,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/26,17,TRUE,2019
194,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/4/27,17,FALSE,2019
195,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/28,17,TRUE,2019
196,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/28,17,TRUE,2019
197,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/28,17,TRUE,2019
198,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/28,17,TRUE,2019
199,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/29,18,TRUE,2019
200,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/30,18,TRUE,2019
201,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/4/30,18,TRUE,2019
202,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/2,18,FALSE,2019
203,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/2,18,FALSE,2019
204,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/3,18,FALSE,2019
205,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/3,18,FALSE,2019
206,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/3,18,FALSE,2019
207,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/6,19,TRUE,2019
208,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/7,19,TRUE,2019
209,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/7,19,TRUE,2019
210,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/8,19,TRUE,2019
211,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/8,19,TRUE,2019
212,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/9,19,TRUE,2019
213,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/9,19,TRUE,2019
214,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/10,19,TRUE,2019
215,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/10,19,TRUE,2019
216,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/11,19,FALSE,2019
217,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/11,19,FALSE,2019
218,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/11,19,FALSE,2019
219,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/11,19,FALSE,2019
220,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/12,19,FALSE,2019
221,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/12,19,FALSE,2019
222,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/13,20,TRUE,2019
223,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/13,20,TRUE,2019
224,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/13,20,TRUE,2019
225,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/13,20,TRUE,2019
226,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/13,20,TRUE,2019
227,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/14,20,TRUE,2019
228,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/14,20,TRUE,2019
229,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/14,20,TRUE,2019
230,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/14,20,TRUE,2019
231,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/14,20,TRUE,2019
232,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/15,20,TRUE,2019
233,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/15,20,TRUE,2019
234,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/15,20,TRUE,2019
235,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/15,20,TRUE,2019
236,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/16,20,TRUE,2019
237,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/16,20,TRUE,2019
238,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/16,20,TRUE,2019
239,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/16,20,TRUE,2019
240,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/17,20,TRUE,2019
241,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/17,20,TRUE,2019
242,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/17,20,TRUE,2019
243,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/18,20,FALSE,2019
244,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/19,20,FALSE,2019
245,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/20,21,TRUE,2019
246,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/20,21,TRUE,2019
247,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/21,21,TRUE,2019
248,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/21,21,TRUE,2019
249,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/22,21,TRUE,2019
250,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/22,21,TRUE,2019
251,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/22,21,TRUE,2019
252,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/23,21,TRUE,2019
253,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/23,21,TRUE,2019
254,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/23,21,TRUE,2019
255,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/24,21,TRUE,2019
256,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/24,21,TRUE,2019
257,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/25,21,FALSE,2019
258,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/25,21,FALSE,2019
259,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/26,21,FALSE,2019
260,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/26,21,FALSE,2019
261,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/28,22,TRUE,2019
262,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/28,22,TRUE,2019
263,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/29,22,TRUE,2019
264,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/29,22,TRUE,2019
265,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/29,22,TRUE,2019
266,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/30,22,TRUE,2019
267,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/30,22,TRUE,2019
268,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/5/31,22,TRUE,2019
269,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/5/31,22,TRUE,2019
270,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/1,22,FALSE,2019
271,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/2,22,FALSE,2019
272,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/4,23,TRUE,2019
273,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/4,23,TRUE,2019
274,DLN5,A04800036,靜脈輸液套，附Y加葯管,0,2019/6/4,23,TRUE,2019
275,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/4,23,TRUE,2019
276,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/5,23,TRUE,2019
277,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/5,23,TRUE,2019
278,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/5,23,TRUE,2019
279,DLN5,A04800036,靜脈輸液套，附Y加葯管,2,2019/6/6,23,TRUE,2019
280,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/8,23,FALSE,2019
281,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/8,23,FALSE,2019
282,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/9,23,FALSE,2019
283,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/10,24,TRUE,2019
284,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/11,24,TRUE,2019
285,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/11,24,TRUE,2019
286,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/12,24,TRUE,2019
287,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/12,24,TRUE,2019
288,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/13,24,TRUE,2019
289,DLN5,A04800036,靜脈輸液套，附Y加葯管,1,2019/6/13,24,TRUE,2019
