,Unnamed: 0,庫房,料號,品名,數量,帳務日期,週,工作日,年
39,39,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/4,1,TRUE,2019
40,40,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/4,1,TRUE,2019
41,41,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/4,1,TRUE,2019
42,42,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/4,1,TRUE,2019
43,43,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/4,1,TRUE,2019
44,44,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/4,1,TRUE,2019
45,45,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/5,1,FALSE,2019
46,46,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/5,1,FALSE,2019
47,47,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/5,1,FALSE,2019
48,48,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/5,1,FALSE,2019
49,49,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/5,1,FALSE,2019
50,50,DLN5,A00120033,2.5-3cc PVC 注射空針,4,2019/1/5,1,FALSE,2019
51,51,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/5,1,FALSE,2019
52,52,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/5,1,FALSE,2019
53,53,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/6,1,FALSE,2019
54,54,DLN5,A00120033,2.5-3cc PVC 注射空針,5,2019/1/6,1,FALSE,2019
55,55,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/6,1,FALSE,2019
56,56,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/6,1,FALSE,2019
57,57,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/6,1,FALSE,2019
58,58,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/6,1,FALSE,2019
59,59,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/6,1,FALSE,2019
60,60,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/6,1,FALSE,2019
61,61,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/6,1,FALSE,2019
62,62,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/6,1,FALSE,2019
63,63,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/6,1,FALSE,2019
64,64,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/6,1,FALSE,2019
65,65,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/6,1,FALSE,2019
66,66,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
67,67,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
68,68,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
69,69,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
70,70,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
71,71,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/30,1,TRUE,2019
72,72,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
73,73,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
74,74,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/30,1,TRUE,2019
75,75,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
76,76,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
77,77,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
78,78,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
79,79,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/30,1,TRUE,2019
80,80,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
81,81,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
82,82,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
83,83,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/30,1,TRUE,2019
84,84,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/31,1,TRUE,2019
85,85,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/31,1,TRUE,2019
86,86,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/31,1,TRUE,2019
87,87,DLN5,A00120033,2.5-3cc PVC 注射空針,5,2019/12/31,1,TRUE,2019
88,88,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/12/31,1,TRUE,2019
89,89,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/31,1,TRUE,2019
90,90,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/31,1,TRUE,2019
91,91,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/31,1,TRUE,2019
92,92,DLN5,A00120033,2.5-3cc PVC 注射空針,5,2019/12/31,1,TRUE,2019
93,93,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/12/31,1,TRUE,2019
94,94,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/12/31,1,TRUE,2019
95,95,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
96,96,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/7,2,TRUE,2019
97,97,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
98,98,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
99,99,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
100,100,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
101,101,DLN5,A00120033,2.5-3cc PVC 注射空針,6,2019/1/7,2,TRUE,2019
102,102,DLN5,A00120033,2.5-3cc PVC 注射空針,4,2019/1/7,2,TRUE,2019
103,103,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/7,2,TRUE,2019
104,104,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
105,105,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/7,2,TRUE,2019
106,106,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/7,2,TRUE,2019
107,107,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
108,108,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/7,2,TRUE,2019
109,109,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/7,2,TRUE,2019
110,110,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/7,2,TRUE,2019
111,111,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/7,2,TRUE,2019
112,112,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
113,113,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
114,114,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
115,115,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
116,116,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
117,117,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/8,2,TRUE,2019
118,118,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
119,119,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
120,120,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
121,121,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
122,122,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
123,123,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
124,124,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
125,125,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/8,2,TRUE,2019
126,126,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
127,127,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
128,128,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
129,129,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/8,2,TRUE,2019
130,130,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/9,2,TRUE,2019
131,131,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
132,132,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
133,133,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
134,134,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
135,135,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/9,2,TRUE,2019
136,136,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
137,137,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/9,2,TRUE,2019
138,138,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/9,2,TRUE,2019
139,139,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/9,2,TRUE,2019
140,140,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
141,141,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/9,2,TRUE,2019
142,142,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
143,143,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/9,2,TRUE,2019
144,144,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
145,145,DLN5,A00120033,2.5-3cc PVC 注射空針,5,2019/1/9,2,TRUE,2019
146,146,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/9,2,TRUE,2019
147,147,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
148,148,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
149,149,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/9,2,TRUE,2019
150,150,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/10,2,TRUE,2019
151,151,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
152,152,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
153,153,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/10,2,TRUE,2019
154,154,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
155,155,DLN5,A00120033,2.5-3cc PVC 注射空針,5,2019/1/10,2,TRUE,2019
156,156,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
157,157,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/10,2,TRUE,2019
158,158,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
159,159,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
160,160,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
161,161,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
162,162,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/10,2,TRUE,2019
163,163,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
164,164,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/10,2,TRUE,2019
165,165,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/10,2,TRUE,2019
166,166,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
167,167,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
168,168,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/10,2,TRUE,2019
169,169,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/10,2,TRUE,2019
170,170,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
171,171,DLN5,A00120033,2.5-3cc PVC 注射空針,4,2019/1/11,2,TRUE,2019
172,172,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
173,173,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
174,174,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
175,175,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/11,2,TRUE,2019
176,176,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/11,2,TRUE,2019
177,177,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
178,178,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
179,179,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
180,180,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/11,2,TRUE,2019
181,181,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
182,182,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/11,2,TRUE,2019
183,183,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
184,184,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/11,2,TRUE,2019
185,185,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
186,186,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/11,2,TRUE,2019
187,187,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/11,2,TRUE,2019
188,188,DLN5,A00120033,2.5-3cc PVC 注射空針,4,2019/1/11,2,TRUE,2019
189,189,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/12,2,FALSE,2019
190,190,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/12,2,FALSE,2019
191,191,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/12,2,FALSE,2019
192,192,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/12,2,FALSE,2019
193,193,DLN5,A00120033,2.5-3cc PVC 注射空針,5,2019/1/12,2,FALSE,2019
194,194,DLN5,A00120033,2.5-3cc PVC 注射空針,4,2019/1/12,2,FALSE,2019
195,195,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/12,2,FALSE,2019
196,196,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/12,2,FALSE,2019
197,197,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/12,2,FALSE,2019
198,198,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/12,2,FALSE,2019
199,199,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/12,2,FALSE,2019
200,200,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/13,2,FALSE,2019
201,201,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/13,2,FALSE,2019
202,202,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/13,2,FALSE,2019
203,203,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/13,2,FALSE,2019
204,204,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/13,2,FALSE,2019
205,205,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/13,2,FALSE,2019
206,206,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/13,2,FALSE,2019
207,207,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/13,2,FALSE,2019
208,208,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/13,2,FALSE,2019
209,209,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/13,2,FALSE,2019
210,210,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/13,2,FALSE,2019
211,211,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/14,3,TRUE,2019
212,212,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/14,3,TRUE,2019
213,213,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/14,3,TRUE,2019
214,214,DLN5,A00120033,2.5-3cc PVC 注射空針,4,2019/1/14,3,TRUE,2019
215,215,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/14,3,TRUE,2019
216,216,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/14,3,TRUE,2019
217,217,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/14,3,TRUE,2019
218,218,DLN5,A00120033,2.5-3cc PVC 注射空針,5,2019/1/14,3,TRUE,2019
219,219,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/14,3,TRUE,2019
220,220,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/14,3,TRUE,2019
221,221,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/15,3,TRUE,2019
222,222,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/15,3,TRUE,2019
223,223,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/15,3,TRUE,2019
224,224,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/15,3,TRUE,2019
225,225,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/15,3,TRUE,2019
226,226,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/15,3,TRUE,2019
227,227,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/15,3,TRUE,2019
228,228,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/15,3,TRUE,2019
229,229,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/15,3,TRUE,2019
230,230,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/15,3,TRUE,2019
231,231,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/16,3,TRUE,2019
232,232,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/16,3,TRUE,2019
233,233,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/16,3,TRUE,2019
234,234,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/16,3,TRUE,2019
235,235,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/16,3,TRUE,2019
236,236,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/16,3,TRUE,2019
237,237,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/16,3,TRUE,2019
238,238,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/16,3,TRUE,2019
239,239,DLN5,A00120033,2.5-3cc PVC 注射空針,4,2019/1/16,3,TRUE,2019
240,240,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/17,3,TRUE,2019
241,241,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
242,242,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/17,3,TRUE,2019
243,243,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
244,244,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
245,245,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
246,246,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
247,247,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/17,3,TRUE,2019
248,248,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
249,249,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/17,3,TRUE,2019
250,250,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
251,251,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
252,252,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
253,253,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/17,3,TRUE,2019
254,254,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
255,255,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/17,3,TRUE,2019
256,256,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/17,3,TRUE,2019
257,257,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/18,3,TRUE,2019
258,258,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/18,3,TRUE,2019
259,259,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/18,3,TRUE,2019
260,260,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/18,3,TRUE,2019
261,261,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/18,3,TRUE,2019
262,262,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/18,3,TRUE,2019
263,263,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/18,3,TRUE,2019
264,264,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/18,3,TRUE,2019
265,265,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/18,3,TRUE,2019
266,266,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/18,3,TRUE,2019
267,267,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/18,3,TRUE,2019
268,268,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/18,3,TRUE,2019
269,269,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/19,3,FALSE,2019
270,270,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
271,271,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
272,272,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/19,3,FALSE,2019
273,273,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
274,274,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
275,275,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/19,3,FALSE,2019
276,276,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
277,277,DLN5,A00120033,2.5-3cc PVC 注射空針,3,2019/1/19,3,FALSE,2019
278,278,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
279,279,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
280,280,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
281,281,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/19,3,FALSE,2019
282,282,DLN5,A00120033,2.5-3cc PVC 注射空針,2,2019/1/20,3,FALSE,2019
283,283,DLN5,A00120033,2.5-3cc PVC 注射空針,1,2019/1/20,3,FALSE,2019
