,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
32,DLN5,A00120110,10cc塑膠注射空針 無螺紋,205.0,33,2019,173.75,23.67,560.25
33,DLN5,A00120110,10cc塑膠注射空針 無螺紋,93.0,34,2019,184.0,26.72,714.0
34,DLN5,A00120110,10cc塑膠注射空針 無螺紋,151.0,35,2019,155.25,46.69,2180.25
35,DLN5,A00120110,10cc塑膠注射空針 無螺紋,220.0,36,2019,154.5,46.74,2185.0
36,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,37,2019,167.25,57.69,3328.25
37,DLN5,A00120110,10cc塑膠注射空針 無螺紋,144.0,38,2019,160.0,53.0,2808.67
38,DLN5,A00120110,10cc塑膠注射空針 無螺紋,146.0,39,2019,172.75,34.36,1180.92
39,DLN5,A00120110,10cc塑膠注射空針 無螺紋,149.0,40,2019,171.5,35.49,1259.67
40,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,41,2019,153.75,14.97,224.25
41,DLN5,A00120110,10cc塑膠注射空針 無螺紋,109.0,42,2019,153.75,14.97,224.25
42,DLN5,A00120110,10cc塑膠注射空針 無螺紋,167.0,43,2019,145.0,27.53,758.0
43,DLN5,A00120110,10cc塑膠注射空針 無螺紋,203.0,44,2019,150.25,29.7,882.25
44,DLN5,A00120110,10cc塑膠注射空針 無螺紋,140.0,45,2019,163.75,39.58,1566.25
45,DLN5,A00120110,10cc塑膠注射空針 無螺紋,165.0,46,2019,154.75,39.95,1596.25
46,DLN5,A00120110,10cc塑膠注射空針 無螺紋,193.0,47,2019,168.75,25.93,672.25
47,DLN5,A00120110,10cc塑膠注射空針 無螺紋,240.0,48,2019,175.25,28.48,810.92
48,DLN5,A00120110,10cc塑膠注射空針 無螺紋,155.0,49,2019,184.5,42.87,1837.67
49,DLN5,A00120110,10cc塑膠注射空針 無螺紋,140.0,50,2019,188.25,38.06,1448.92
50,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,51,2019,182.0,44.64,1992.67
51,DLN5,A00120110,10cc塑膠注射空針 無螺紋,157.0,52,2019,177.75,44.05,1940.25
52,DLN5,A00120110,10cc塑膠注射空針 無螺紋,94.0,1,2020,157.0,14.76,218.0
53,DLN5,A00120110,10cc塑膠注射空針 無螺紋,132.0,2,2020,141.75,35.07,1229.58
54,DLN5,A00120110,10cc塑膠注射空針 無螺紋,113.0,3,2020,139.75,35.42,1254.92
55,DLN5,A00120110,10cc塑膠注射空針 無螺紋,33.0,4,2020,124.0,26.92,724.67
56,DLN5,A00120110,10cc塑膠注射空針 無螺紋,24.0,5,2020,93.0,42.9,1840.67
57,DLN5,A00120110,10cc塑膠注射空針 無螺紋,184.0,6,2020,75.5,54.95,3019.0
58,DLN5,A00120110,10cc塑膠注射空針 無螺紋,179.0,7,2020,88.5,75.19,5653.67
59,DLN5,A00120110,10cc塑膠注射空針 無螺紋,170.0,8,2020,105.0,88.43,7820.67
60,DLN5,A00120110,10cc塑膠注射空針 無螺紋,148.0,9,2020,139.25,77.05,5936.92
61,DLN5,A00120110,10cc塑膠注射空針 無螺紋,133.0,10,2020,170.25,15.92,253.58
62,DLN5,A00120110,10cc塑膠注射空針 無螺紋,144.0,11,2020,157.5,20.89,436.33
63,DLN5,A00120110,10cc塑膠注射空針 無螺紋,130.0,12,2020,148.75,15.52,240.92
64,DLN5,A00120110,10cc塑膠注射空針 無螺紋,230.0,13,2020,138.75,8.62,74.25
65,DLN5,A00120110,10cc塑膠注射空針 無螺紋,235.0,14,2020,159.25,47.55,2260.92
66,DLN5,A00120110,10cc塑膠注射空針 無螺紋,210.0,15,2020,184.75,55.47,3076.92
67,DLN5,A00120110,10cc塑膠注射空針 無螺紋,235.0,16,2020,201.25,48.71,2372.92
68,DLN5,A00120110,10cc塑膠注射空針 無螺紋,243.0,17,2020,227.5,11.9,141.67
69,DLN5,A00120110,10cc塑膠注射空針 無螺紋,223.0,18,2020,230.75,14.34,205.58
70,DLN5,A00120110,10cc塑膠注射空針 無螺紋,261.0,19,2020,227.75,14.41,207.58
71,DLN5,A00120110,10cc塑膠注射空針 無螺紋,278.0,20,2020,240.5,15.95,254.33
72,DLN5,A00120110,10cc塑膠注射空針 無螺紋,201.0,21,2020,251.25,23.64,558.92
73,DLN5,A00120110,10cc塑膠注射空針 無螺紋,216.0,22,2020,240.75,35.08,1230.92
74,DLN5,A00120110,10cc塑膠注射空針 無螺紋,180.0,23,2020,239.0,36.41,1326.0
75,DLN5,A00120110,10cc塑膠注射空針 無螺紋,216.0,24,2020,218.75,42.17,1778.25
76,DLN5,A00120110,10cc塑膠注射空針 無螺紋,324.0,25,2020,203.25,17.04,290.25
77,DLN5,A00120110,10cc塑膠注射空針 無螺紋,253.0,26,2020,234.0,62.35,3888.0
78,DLN5,A00120110,10cc塑膠注射空針 無螺紋,235.0,27,2020,243.25,61.53,3786.25
79,DLN5,A00120110,10cc塑膠注射空針 無螺紋,260.0,28,2020,257.0,47.15,2223.33
80,DLN5,A00120110,10cc塑膠注射空針 無螺紋,184.0,29,2020,268.0,38.79,1504.67
81,DLN5,A00120110,10cc塑膠注射空針 無螺紋,206.0,30,2020,233.0,34.32,1178.0
82,DLN5,A00120110,10cc塑膠注射空針 無螺紋,204.0,31,2020,221.25,33.22,1103.58
83,DLN5,A00120110,10cc塑膠注射空針 無螺紋,259.0,32,2020,213.5,32.55,1059.67
84,DLN5,A00120110,10cc塑膠注射空針 無螺紋,270.0,33,2020,213.25,32.08,1028.92
85,DLN5,A00120110,10cc塑膠注射空針 無螺紋,183.0,34,2020,234.75,34.65,1200.92
86,DLN5,A00120110,10cc塑膠注射空針 無螺紋,243.0,35,2020,229.0,42.12,1774.0
87,DLN5,A00120110,10cc塑膠注射空針 無螺紋,281.0,36,2020,238.75,38.78,1504.25
88,DLN5,A00120110,10cc塑膠注射空針 無螺紋,244.0,37,2020,244.25,43.84,1922.25
89,DLN5,A00120110,10cc塑膠注射空針 無螺紋,239.0,38,2020,237.75,40.56,1644.92
90,DLN5,A00120110,10cc塑膠注射空針 無螺紋,190.0,39,2020,251.75,19.62,384.92
91,DLN5,A00120110,10cc塑膠注射空針 無螺紋,123.0,40,2020,238.5,37.37,1396.33
92,DLN5,A00120110,10cc塑膠注射空針 無螺紋,99.0,41,2020,199.0,56.22,3160.67
93,DLN5,A00120110,10cc塑膠注射空針 無螺紋,234.0,42,2020,162.75,63.77,4066.92
94,DLN5,A00120110,10cc塑膠注射空針 無螺紋,194.0,43,2020,161.5,61.8,3819.0
95,DLN5,A00120110,10cc塑膠注射空針 無螺紋,207.0,44,2020,162.5,62.44,3899.0
96,DLN5,A00120110,10cc塑膠注射空針 無螺紋,205.0,45,2020,183.5,58.75,3451.0
97,DLN5,A00120110,10cc塑膠注射空針 無螺紋,146.0,46,2020,210.0,16.99,288.67
98,DLN5,A00120110,10cc塑膠注射空針 無螺紋,241.0,47,2020,188.0,28.58,816.67
99,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,48,2020,199.75,39.46,1556.92
100,DLN5,A00120110,10cc塑膠注射空針 無螺紋,212.0,49,2020,190.0,41.82,1748.67
101,DLN5,A00120110,10cc塑膠注射空針 無螺紋,113.0,50,2020,191.75,42.79,1830.92
102,DLN5,A00120110,10cc塑膠注射空針 無螺紋,131.0,51,2020,183.5,55.76,3109.67
103,DLN5,A00120110,10cc塑膠注射空針 無螺紋,132.0,52,2020,156.0,43.79,1918.0
104,DLN5,A00120110,10cc塑膠注射空針 無螺紋,185.0,1,2021,147.0,44.2,1954.0
105,DLN5,A00120110,10cc塑膠注射空針 無螺紋,236.0,2,2021,140.25,31.08,966.25
106,DLN5,A00120110,10cc塑膠注射空針 無螺紋,212.0,3,2021,171.0,50.14,2514.0
107,DLN5,A00120110,10cc塑膠注射空針 無螺紋,157.0,4,2021,191.25,44.66,1994.25
108,DLN5,A00120110,10cc塑膠注射空針 無螺紋,167.0,5,2021,197.5,34.1,1163.0
109,DLN5,A00120110,10cc塑膠注射空針 無螺紋,27.0,6,2021,193.0,37.34,1394.0
110,DLN5,A00120110,10cc塑膠注射空針 無螺紋,142.0,7,2021,140.75,79.52,6322.92
111,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,8,2021,123.25,64.98,4222.92
112,DLN5,A00120110,10cc塑膠注射空針 無螺紋,185.0,9,2021,126.0,67.09,4500.67
113,DLN5,A00120110,10cc塑膠注射空針 無螺紋,166.0,10,2021,130.5,71.23,5073.67
114,DLN5,A00120110,10cc塑膠注射空針 無螺紋,181.0,11,2021,165.25,17.69,312.92
115,DLN5,A00120110,10cc塑膠注射空針 無螺紋,153.0,12,2021,175.0,9.42,88.67
116,DLN5,A00120110,10cc塑膠注射空針 無螺紋,129.0,13,2021,171.25,14.66,214.92
117,DLN5,A00120110,10cc塑膠注射空針 無螺紋,113.0,14,2021,157.25,22.04,485.58
118,DLN5,A00120110,10cc塑膠注射空針 無螺紋,102.0,15,2021,144.0,29.64,878.67
119,DLN5,A00120110,10cc塑膠注射空針 無螺紋,83.0,16,2021,124.25,22.14,490.25
120,DLN5,A00120110,10cc塑膠注射空針 無螺紋,117.0,17,2021,106.75,19.33,373.58
121,DLN5,A00120110,10cc塑膠注射空針 無螺紋,106.0,18,2021,103.75,15.22,231.58
122,DLN5,A00120110,10cc塑膠注射空針 無螺紋,103.0,19,2021,102.0,14.17,200.67
123,DLN5,A00120110,10cc塑膠注射空針 無螺紋,117.0,20,2021,102.25,14.17,200.92
124,DLN5,A00120110,10cc塑膠注射空針 無螺紋,101.0,21,2021,110.75,7.32,53.58
125,DLN5,A00120110,10cc塑膠注射空針 無螺紋,161.0,22,2021,106.75,7.14,50.92
126,DLN5,A00120110,10cc塑膠注射空針 無螺紋,134.0,23,2021,120.5,27.92,779.67
127,DLN5,A00120110,10cc塑膠注射空針 無螺紋,106.0,24,2021,128.25,25.66,658.25
128,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,25,2021,125.5,27.77,771.0
129,DLN5,A00120110,10cc塑膠注射空針 無螺紋,198.0,26,2021,142.25,28.27,798.92
130,DLN5,A00120110,10cc塑膠注射空針 無螺紋,258.0,27,2021,151.5,40.05,1603.67
131,DLN5,A00120110,10cc塑膠注射空針 無螺紋,261.0,28,2021,182.5,63.25,4001.0
132,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,29,2021,221.25,45.85,2102.25
133,DLN5,A00120110,10cc塑膠注射空針 無螺紋,147.0,30,2021,223.25,42.83,1834.25
134,DLN5,A00120110,10cc塑膠注射空針 無螺紋,159.0,31,2021,210.5,57.82,3343.0
135,DLN5,A00120110,10cc塑膠注射空針 無螺紋,87.0,32,2021,185.75,51.56,2658.25
136,DLN5,A00120110,10cc塑膠注射空針 無螺紋,171.0,33,2021,142.25,38.71,1498.25
137,DLN5,A00120110,10cc塑膠注射空針 無螺紋,171.0,34,2021,141.0,37.31,1392.0
138,DLN5,A00120110,10cc塑膠注射空針 無螺紋,157.0,35,2021,147.0,40.4,1632.0
139,DLN5,A00120110,10cc塑膠注射空針 無螺紋,202.0,36,2021,146.5,40.21,1617.0
140,DLN5,A00120110,10cc塑膠注射空針 無螺紋,137.0,37,2021,175.25,19.02,361.58
141,DLN5,A00120110,10cc塑膠注射空針 無螺紋,110.0,38,2021,166.75,27.33,746.92
142,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,39,2021,151.5,38.79,1504.33
143,DLN5,A00120110,10cc塑膠注射空針 無螺紋,127.0,40,2021,154.25,39.69,1574.92
144,DLN5,A00120110,10cc塑膠注射空針 無螺紋,97.0,41,2021,135.5,24.37,593.67
145,DLN5,A00120110,10cc塑膠注射空針 無螺紋,102.0,42,2021,125.5,30.88,953.67
146,DLN5,A00120110,10cc塑膠注射空針 無螺紋,148.0,43,2021,123.5,32.44,1052.33
147,DLN5,A00120110,10cc塑膠注射空針 無螺紋,141.0,44,2021,118.5,23.64,559.0
148,DLN5,A00120110,10cc塑膠注射空針 無螺紋,213.0,45,2021,122.0,26.22,687.33
149,DLN5,A00120110,10cc塑膠注射空針 無螺紋,167.0,46,2021,151.0,46.02,2118.0
150,DLN5,A00120110,10cc塑膠注射空針 無螺紋,190.0,47,2021,167.25,32.42,1050.92
151,DLN5,A00120110,10cc塑膠注射空針 無螺紋,158.0,48,2021,177.75,30.87,952.92
152,DLN5,A00120110,10cc塑膠注射空針 無螺紋,140.0,49,2021,182.0,24.67,608.67
153,DLN5,A00120110,10cc塑膠注射空針 無螺紋,186.0,50,2021,163.75,20.79,432.25
154,DLN5,A00120110,10cc塑膠注射空針 無螺紋,151.0,51,2021,168.5,23.74,563.67
155,DLN5,A00120110,10cc塑膠注射空針 無螺紋,72.0,52,2021,158.75,19.62,384.92
