,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
46,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,55.0,47,2019,46.75,5.44,29.58
47,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,48,2019,47.0,5.89,34.67
48,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,49,2019,48.5,4.43,19.67
49,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,41.0,50,2019,49.25,3.86,14.92
50,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,51,2019,47.75,5.74,32.92
51,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,52,2019,47.25,4.92,24.25
52,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,33.0,1,2020,48.25,5.25,27.58
53,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,31.0,2,2020,44.5,9.29,86.33
54,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,3,2020,42.0,11.6,134.67
55,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,8.0,4,2020,37.75,9.07,82.25
56,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,11.0,5,2020,27.0,12.83,164.67
57,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,6,2020,21.5,14.06,197.67
58,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,59.0,7,2020,27.0,21.4,458.0
59,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,8,2020,32.75,26.99,728.25
60,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,9,2020,45.75,23.37,546.25
61,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,63.0,10,2020,57.5,3.11,9.67
62,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,61.0,11,2020,60.0,2.16,4.67
63,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,100.0,12,2020,60.5,2.08,4.33
64,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,13,2020,70.5,19.77,391.0
65,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,28.0,14,2020,71.0,19.37,375.33
66,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,15,2020,62.25,29.47,868.25
67,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,16,2020,59.75,30.03,901.58
68,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,26.0,17,2020,46.0,13.49,182.0
69,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,18,2020,37.5,12.4,153.67
70,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,19,2020,39.5,10.91,119.0
71,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,20,2020,36.5,7.94,63.0
72,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,21,2020,38.0,10.3,106.0
73,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,22,2020,41.5,6.56,43.0
74,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,23,2020,43.25,5.44,29.58
75,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,24,2020,44.5,4.65,21.67
76,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,25,2020,44.5,4.65,21.67
77,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,26,2020,47.25,4.35,18.92
78,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,27,2020,47.5,4.04,16.33
79,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,28,2020,49.5,3.7,13.67
80,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,29,2020,50.0,4.08,16.67
81,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,30,2020,50.0,4.08,16.67
82,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,31,2020,52.0,0.82,0.67
83,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,32,2020,52.0,0.82,0.67
84,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,33,2020,53.0,2.71,7.33
85,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,34,2020,53.75,2.36,5.58
86,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,35,2020,50.75,7.46,55.58
87,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,36,2020,52.0,8.12,66.0
88,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,29.0,37,2020,48.75,8.06,64.92
89,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,42.0,38,2020,42.5,11.56,133.67
90,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,67.0,39,2020,43.0,11.46,131.33
91,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,38.0,40,2020,45.5,15.8,249.67
92,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,41,2020,44.0,16.27,264.67
93,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,65.0,42,2020,48.5,12.87,165.67
94,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,43,2020,54.25,14.08,198.25
95,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,76.0,44,2020,50.25,11.24,126.25
96,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,67.0,45,2020,59.75,13.3,176.92
97,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,46,2020,64.75,10.34,106.92
98,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,47,2020,60.0,13.93,194.0
99,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,48,2020,61.75,12.82,164.25
100,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,49,2020,54.0,10.49,110.0
101,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,50,2020,50.5,6.14,37.67
102,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,51,2020,49.75,6.99,48.92
103,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,52,2020,44.25,6.99,48.92
104,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,62.0,1,2021,47.5,9.88,97.67
105,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,2,2021,49.75,12.28,150.92
106,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,3,2021,52.5,11.47,131.67
107,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,4,2021,57.75,3.3,10.92
108,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,5,2021,56.0,4.69,22.0
109,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,2.0,6,2021,53.5,2.65,7.0
110,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,7,2021,40.5,25.8,665.67
111,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,8,2021,35.0,23.34,544.67
112,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,9,2021,37.25,25.71,660.92
113,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,38.0,10,2021,39.25,27.49,755.58
114,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,56.0,11,2021,48.25,13.62,185.58
115,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,12,2021,53.5,10.5,110.33
116,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,28.0,13,2021,50.5,9.71,94.33
117,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,14,2021,42.5,12.15,147.67
118,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,34.0,15,2021,45.0,11.94,142.67
119,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,16,2021,39.5,10.12,102.33
120,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,17,2021,35.0,9.02,81.33
121,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,18,2021,37.0,7.75,60.0
122,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,19,2021,37.0,7.75,60.0
123,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,20,2021,40.0,8.49,72.0
124,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,21,2021,42.5,5.51,30.33
125,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,22,2021,42.25,5.91,34.92
126,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,34.0,23,2021,41.0,4.69,22.0
127,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,37.0,24,2021,38.0,4.24,18.0
128,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,28.0,25,2021,37.25,4.03,16.25
129,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,26,2021,35.5,6.24,39.0
130,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,27,2021,32.25,4.03,16.25
131,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,28,2021,35.25,8.14,66.25
132,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,29,2021,36.0,8.49,72.0
133,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,30,2021,36.5,7.9,62.33
134,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,31,2021,40.0,7.12,50.67
135,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,33.0,32,2021,42.0,9.93,98.67
136,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,65.0,33,2021,40.25,10.97,120.25
137,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,50.0,34,2021,49.0,13.69,187.33
138,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,35,2021,50.5,13.28,176.33
139,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,36,2021,51.5,13.77,189.67
140,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,37,2021,55.25,7.8,60.92
141,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,32.0,38,2021,50.25,5.56,30.92
142,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,39,2021,45.75,10.72,114.92
143,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,32.0,40,2021,42.75,7.27,52.92
144,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,41,2021,38.75,7.8,60.92
145,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,42,2021,37.25,6.7,44.92
146,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,43,2021,38.0,6.06,36.67
147,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,33.0,44,2021,37.5,5.2,27.0
148,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,72.0,45,2021,37.75,4.86,23.58
149,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,62.0,46,2021,46.0,17.98,323.33
150,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,47,2021,52.75,17.54,307.58
151,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,31.0,48,2021,52.75,17.54,307.58
152,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,49,2021,52.25,18.3,334.92
153,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,50,2021,41.75,14.93,222.92
154,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,51,2021,37.5,8.1,65.67
155,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,27.0,52,2021,36.25,7.09,50.25
