,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
41,DLN5,A00120067,5cc 塑膠注射空針,114.0,42,2019,119.0,25.52,651.33
42,DLN5,A00120067,5cc 塑膠注射空針,164.0,43,2019,119.75,25.25,637.58
43,DLN5,A00120067,5cc 塑膠注射空針,110.0,44,2019,138.25,23.21,538.92
44,DLN5,A00120067,5cc 塑膠注射空針,84.0,45,2019,134.75,26.85,720.92
45,DLN5,A00120067,5cc 塑膠注射空針,130.0,46,2019,118.0,33.43,1117.33
46,DLN5,A00120067,5cc 塑膠注射空針,146.0,47,2019,122.0,33.74,1138.67
47,DLN5,A00120067,5cc 塑膠注射空針,126.0,48,2019,117.5,26.75,715.67
48,DLN5,A00120067,5cc 塑膠注射空針,118.0,49,2019,121.5,26.45,699.67
49,DLN5,A00120067,5cc 塑膠注射空針,101.0,50,2019,130.0,11.78,138.67
50,DLN5,A00120067,5cc 塑膠注射空針,122.0,51,2019,122.75,18.68,348.92
51,DLN5,A00120067,5cc 塑膠注射空針,147.0,52,2019,116.75,11.0,120.92
52,DLN5,A00120067,5cc 塑膠注射空針,62.0,1,2020,122.0,18.99,360.67
53,DLN5,A00120067,5cc 塑膠注射空針,96.0,2,2020,108.0,35.97,1294.0
54,DLN5,A00120067,5cc 塑膠注射空針,79.0,3,2020,106.75,36.38,1323.58
55,DLN5,A00120067,5cc 塑膠注射空針,41.0,4,2020,96.0,36.72,1348.67
56,DLN5,A00120067,5cc 塑膠注射空針,23.0,5,2020,69.5,23.53,553.67
57,DLN5,A00120067,5cc 塑膠注射空針,150.0,6,2020,59.75,33.6,1128.92
58,DLN5,A00120067,5cc 塑膠注射空針,148.0,7,2020,73.25,56.24,3162.92
59,DLN5,A00120067,5cc 塑膠注射空針,151.0,8,2020,90.5,67.95,4617.67
60,DLN5,A00120067,5cc 塑膠注射空針,105.0,9,2020,118.0,63.35,4012.67
61,DLN5,A00120067,5cc 塑膠注射空針,93.0,10,2020,138.5,22.37,500.33
62,DLN5,A00120067,5cc 塑膠注射空針,156.0,11,2020,124.25,29.59,875.58
63,DLN5,A00120067,5cc 塑膠注射空針,164.0,12,2020,126.25,31.91,1018.25
64,DLN5,A00120067,5cc 塑膠注射空針,139.0,13,2020,129.5,35.71,1275.0
65,DLN5,A00120067,5cc 塑膠注射空針,114.0,14,2020,138.0,31.76,1008.67
66,DLN5,A00120067,5cc 塑膠注射空針,149.0,15,2020,143.25,22.11,488.92
67,DLN5,A00120067,5cc 塑膠注射空針,157.0,16,2020,141.5,21.02,441.67
68,DLN5,A00120067,5cc 塑膠注射空針,94.0,17,2020,139.75,18.68,348.92
69,DLN5,A00120067,5cc 塑膠注射空針,106.0,18,2020,128.5,29.63,877.67
70,DLN5,A00120067,5cc 塑膠注射空針,71.0,19,2020,126.5,31.16,971.0
71,DLN5,A00120067,5cc 塑膠注射空針,90.0,20,2020,107.0,36.36,1322.0
72,DLN5,A00120067,5cc 塑膠注射空針,83.0,21,2020,90.25,14.52,210.92
73,DLN5,A00120067,5cc 塑膠注射空針,102.0,22,2020,87.5,14.62,213.67
74,DLN5,A00120067,5cc 塑膠注射空針,118.0,23,2020,86.5,12.97,168.33
75,DLN5,A00120067,5cc 塑膠注射空針,163.0,24,2020,98.25,15.33,234.92
76,DLN5,A00120067,5cc 塑膠注射空針,189.0,25,2020,116.5,34.14,1165.67
77,DLN5,A00120067,5cc 塑膠注射空針,131.0,26,2020,143.0,40.09,1607.33
78,DLN5,A00120067,5cc 塑膠注射空針,144.0,27,2020,150.25,32.01,1024.92
79,DLN5,A00120067,5cc 塑膠注射空針,114.0,28,2020,156.75,25.2,634.92
80,DLN5,A00120067,5cc 塑膠注射空針,142.0,29,2020,144.5,32.11,1031.0
81,DLN5,A00120067,5cc 塑膠注射空針,160.0,30,2020,132.75,13.74,188.92
82,DLN5,A00120067,5cc 塑膠注射空針,136.0,31,2020,140.0,19.11,365.33
83,DLN5,A00120067,5cc 塑膠注射空針,173.0,32,2020,138.0,18.97,360.0
84,DLN5,A00120067,5cc 塑膠注射空針,169.0,33,2020,152.75,16.92,286.25
85,DLN5,A00120067,5cc 塑膠注射空針,187.0,34,2020,159.5,16.58,275.0
86,DLN5,A00120067,5cc 塑膠注射空針,186.0,35,2020,166.25,21.59,466.25
87,DLN5,A00120067,5cc 塑膠注射空針,130.0,36,2020,178.75,9.11,82.92
88,DLN5,A00120067,5cc 塑膠注射空針,142.0,37,2020,168.0,26.65,710.0
89,DLN5,A00120067,5cc 塑膠注射空針,163.0,38,2020,161.25,29.57,874.25
90,DLN5,A00120067,5cc 塑膠注射空針,208.0,39,2020,155.25,24.62,606.25
91,DLN5,A00120067,5cc 塑膠注射空針,151.0,40,2020,160.75,34.33,1178.25
92,DLN5,A00120067,5cc 塑膠注射空針,118.0,41,2020,166.0,29.29,858.0
93,DLN5,A00120067,5cc 塑膠注射空針,166.0,42,2020,160.0,37.23,1386.0
94,DLN5,A00120067,5cc 塑膠注射空針,162.0,43,2020,160.75,37.34,1394.25
95,DLN5,A00120067,5cc 塑膠注射空針,162.0,44,2020,149.25,21.78,474.25
96,DLN5,A00120067,5cc 塑膠注射空針,197.0,45,2020,152.0,22.74,517.33
97,DLN5,A00120067,5cc 塑膠注射空針,125.0,46,2020,171.75,16.94,286.92
98,DLN5,A00120067,5cc 塑膠注射空針,192.0,47,2020,161.5,29.4,864.33
99,DLN5,A00120067,5cc 塑膠注射空針,160.0,48,2020,169.0,33.16,1099.33
100,DLN5,A00120067,5cc 塑膠注射空針,132.0,49,2020,168.5,33.31,1109.67
101,DLN5,A00120067,5cc 塑膠注射空針,126.0,50,2020,152.25,30.51,930.92
102,DLN5,A00120067,5cc 塑膠注射空針,175.0,51,2020,152.5,30.22,913.0
103,DLN5,A00120067,5cc 塑膠注射空針,179.0,52,2020,148.25,23.19,537.58
104,DLN5,A00120067,5cc 塑膠注射空針,162.0,1,2021,153.0,27.87,776.67
105,DLN5,A00120067,5cc 塑膠注射空針,160.0,2,2021,160.5,24.12,581.67
106,DLN5,A00120067,5cc 塑膠注射空針,103.0,3,2021,169.0,9.42,88.67
107,DLN5,A00120067,5cc 塑膠注射空針,127.0,4,2021,151.0,33.12,1096.67
108,DLN5,A00120067,5cc 塑膠注射空針,135.0,5,2021,138.0,28.32,802.0
109,DLN5,A00120067,5cc 塑膠注射空針,15.0,6,2021,131.25,23.5,552.25
110,DLN5,A00120067,5cc 塑膠注射空針,98.0,7,2021,95.0,55.04,3029.33
111,DLN5,A00120067,5cc 塑膠注射空針,189.0,8,2021,93.75,54.85,3008.92
112,DLN5,A00120067,5cc 塑膠注射空針,154.0,9,2021,109.25,73.1,5344.25
113,DLN5,A00120067,5cc 塑膠注射空針,149.0,10,2021,114.0,75.9,5760.67
114,DLN5,A00120067,5cc 塑膠注射空針,170.0,11,2021,147.5,37.49,1405.67
115,DLN5,A00120067,5cc 塑膠注射空針,139.0,12,2021,165.5,18.05,325.67
116,DLN5,A00120067,5cc 塑膠注射空針,112.0,13,2021,153.0,12.94,167.33
117,DLN5,A00120067,5cc 塑膠注射空針,141.0,14,2021,142.5,24.09,580.33
118,DLN5,A00120067,5cc 塑膠注射空針,124.0,15,2021,140.5,23.7,561.67
119,DLN5,A00120067,5cc 塑膠注射空針,107.0,16,2021,129.0,13.64,186.0
120,DLN5,A00120067,5cc 塑膠注射空針,149.0,17,2021,121.0,15.12,228.67
121,DLN5,A00120067,5cc 塑膠注射空針,179.0,18,2021,130.25,18.68,348.92
122,DLN5,A00120067,5cc 塑膠注射空針,128.0,19,2021,139.75,31.34,982.25
123,DLN5,A00120067,5cc 塑膠注射空針,110.0,20,2021,140.75,30.73,944.25
124,DLN5,A00120067,5cc 塑膠注射空針,114.0,21,2021,141.5,29.65,879.0
125,DLN5,A00120067,5cc 塑膠注射空針,131.0,22,2021,132.75,31.78,1010.25
126,DLN5,A00120067,5cc 塑膠注射空針,118.0,23,2021,120.75,10.31,106.25
127,DLN5,A00120067,5cc 塑膠注射空針,68.0,24,2021,118.25,9.11,82.92
128,DLN5,A00120067,5cc 塑膠注射空針,91.0,25,2021,107.75,27.48,754.92
129,DLN5,A00120067,5cc 塑膠注射空針,104.0,26,2021,102.0,28.13,791.33
130,DLN5,A00120067,5cc 塑膠注射空針,173.0,27,2021,95.25,21.25,451.58
131,DLN5,A00120067,5cc 塑膠注射空針,195.0,28,2021,109.0,45.19,2042.0
132,DLN5,A00120067,5cc 塑膠注射空針,142.0,29,2021,140.75,51.02,2602.92
133,DLN5,A00120067,5cc 塑膠注射空針,158.0,30,2021,153.5,39.52,1561.67
134,DLN5,A00120067,5cc 塑膠注射空針,174.0,31,2021,167.0,22.55,508.67
135,DLN5,A00120067,5cc 塑膠注射空針,168.0,32,2021,167.25,22.65,512.92
136,DLN5,A00120067,5cc 塑膠注射空針,113.0,33,2021,160.5,13.99,195.67
137,DLN5,A00120067,5cc 塑膠注射空針,118.0,34,2021,153.25,27.63,763.58
138,DLN5,A00120067,5cc 塑膠注射空針,139.0,35,2021,143.25,32.2,1036.92
139,DLN5,A00120067,5cc 塑膠注射空針,168.0,36,2021,134.5,25.01,625.67
140,DLN5,A00120067,5cc 塑膠注射空針,199.0,37,2021,134.5,25.01,625.67
141,DLN5,A00120067,5cc 塑膠注射空針,141.0,38,2021,156.0,35.24,1242.0
142,DLN5,A00120067,5cc 塑膠注射空針,224.0,39,2021,161.75,28.14,791.58
143,DLN5,A00120067,5cc 塑膠注射空針,104.0,40,2021,183.0,36.18,1308.67
144,DLN5,A00120067,5cc 塑膠注射空針,117.0,41,2021,167.0,54.52,2972.67
145,DLN5,A00120067,5cc 塑膠注射空針,101.0,42,2021,146.5,53.89,2904.33
146,DLN5,A00120067,5cc 塑膠注射空針,153.0,43,2021,136.5,58.75,3451.0
147,DLN5,A00120067,5cc 塑膠注射空針,165.0,44,2021,118.75,23.87,569.58
148,DLN5,A00120067,5cc 塑膠注射空針,113.0,45,2021,134.0,30.0,900.0
149,DLN5,A00120067,5cc 塑膠注射空針,81.0,46,2021,133.0,30.81,949.33
150,DLN5,A00120067,5cc 塑膠注射空針,156.0,47,2021,128.0,38.42,1476.0
151,DLN5,A00120067,5cc 塑膠注射空針,147.0,48,2021,128.75,39.09,1528.25
152,DLN5,A00120067,5cc 塑膠注射空針,101.0,49,2021,124.25,34.27,1174.25
153,DLN5,A00120067,5cc 塑膠注射空針,113.0,50,2021,121.25,36.06,1300.25
154,DLN5,A00120067,5cc 塑膠注射空針,176.0,51,2021,129.25,26.41,697.58
155,DLN5,A00120067,5cc 塑膠注射空針,110.0,52,2021,134.25,33.97,1154.25
