,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
6359,DLN5,G81500272,血糖試紙,1343.0,2020-08-02,31,False,5.0,2.0,2020
6447,DLN5,G81500272,血糖試紙,1620.0,2020-08-09,32,False,5.0,2.0,2020
6541,DLN5,G81500272,血糖試紙,1901.0,2020-08-16,33,False,5.0,2.0,2020
6624,DLN5,G81500272,血糖試紙,1462.0,2020-08-23,34,False,5.0,2.0,2020
6735,DLN5,G81500272,血糖試紙,2054.0,2020-08-30,35,False,5.0,2.0,2020
6821,DLN5,G81500272,血糖試紙,1519.0,2020-09-06,36,False,4.0,3.0,2020
6913,DLN5,G81500272,血糖試紙,1562.0,2020-09-13,37,False,5.0,2.0,2020
6997,DLN5,G81500272,血糖試紙,1618.0,2020-09-20,38,False,5.0,2.0,2020
7115,DLN5,G81500272,血糖試紙,1567.0,2020-09-27,39,True,5.0,2.0,2020
7242,DLN5,G81500272,血糖試紙,1295.0,2020-10-04,40,False,3.0,4.0,2020
7346,DLN5,G81500272,血糖試紙,965.0,2020-10-11,41,False,4.0,3.0,2020
7571,DLN5,G81500272,血糖試紙,2049.0,2020-10-18,42,False,5.0,2.0,2020
7852,DLN5,G81500272,血糖試紙,1725.0,2020-10-25,43,False,5.0,2.0,2020
8084,DLN5,G81500272,血糖試紙,1589.0,2020-11-01,44,False,5.0,2.0,2020
8237,DLN5,G81500272,血糖試紙,1444.0,2020-11-08,45,False,5.0,2.0,2020
8373,DLN5,G81500272,血糖試紙,1169.0,2020-11-15,46,False,5.0,2.0,2020
8538,DLN5,G81500272,血糖試紙,1578.0,2020-11-22,47,False,5.0,2.0,2020
8676,DLN5,G81500272,血糖試紙,1285.0,2020-11-29,48,False,5.0,2.0,2020
8942,DLN5,G81500272,血糖試紙,1766.0,2020-12-06,49,False,5.0,2.0,2020
9118,DLN5,G81500272,血糖試紙,1287.0,2020-12-13,50,False,5.0,2.0,2020
9281,DLN5,G81500272,血糖試紙,1303.0,2020-12-20,51,False,5.0,2.0,2020
9427,DLN5,G81500272,血糖試紙,1278.0,2020-12-27,52,False,5.0,2.0,2020
9657,DLN5,G81500272,血糖試紙,1314.0,2021-01-10,1,False,5.0,2.0,2021
9858,DLN5,G81500272,血糖試紙,1717.0,2021-01-17,2,False,5.0,2.0,2021
10112,DLN5,G81500272,血糖試紙,1727.0,2021-01-24,3,False,5.0,2.0,2021
9550,DLN5,G81500272,血糖試紙,1494.0,2021-01-31,4,False,5.0,2.0,2021
10339,DLN5,G81500272,血糖試紙,1672.0,2021-02-07,5,True,5.0,2.0,2021
10374,DLN5,G81500272,血糖試紙,219.0,2021-02-09,6,True,2.0,5.0,2021
10496,DLN5,G81500272,血糖試紙,1025.0,2021-02-21,7,False,3.0,4.0,2021
10659,DLN5,G81500272,血糖試紙,1436.0,2021-02-28,8,False,5.0,2.0,2021
10826,DLN5,G81500272,血糖試紙,1553.0,2021-03-07,9,False,4.0,3.0,2021
11000,DLN5,G81500272,血糖試紙,1321.0,2021-03-14,10,False,5.0,2.0,2021
11210,DLN5,G81500272,血糖試紙,1437.0,2021-03-21,11,False,5.0,2.0,2021
11315,DLN5,G81500272,血糖試紙,1183.0,2021-03-28,12,False,5.0,2.0,2021
11438,DLN5,G81500272,血糖試紙,1060.0,2021-04-04,13,False,4.0,3.0,2021
11624,DLN5,G81500272,血糖試紙,1355.0,2021-04-11,14,False,4.0,3.0,2021
11764,DLN5,G81500272,血糖試紙,1052.0,2021-04-18,15,False,5.0,2.0,2021
11889,DLN5,G81500272,血糖試紙,836.0,2021-04-25,16,True,5.0,2.0,2021
12041,DLN5,G81500272,血糖試紙,1098.0,2021-05-02,17,False,5.0,2.0,2021
12192,DLN5,G81500272,血糖試紙,1183.0,2021-05-09,18,False,5.0,2.0,2021
12374,DLN5,G81500272,血糖試紙,1114.0,2021-05-16,19,False,5.0,2.0,2021
12553,DLN5,G81500272,血糖試紙,1091.0,2021-05-23,20,False,5.0,2.0,2021
12752,DLN5,G81500272,血糖試紙,1256.0,2021-05-30,21,False,5.0,2.0,2021
12879,DLN5,G81500272,血糖試紙,1202.0,2021-06-06,22,False,5.0,2.0,2021
13074,DLN5,G81500272,血糖試紙,1356.0,2021-06-13,23,False,5.0,2.0,2021
13280,DLN5,G81500272,血糖試紙,1431.0,2021-06-20,24,False,4.0,3.0,2021
13440,DLN5,G81500272,血糖試紙,1168.0,2021-06-27,25,False,5.0,2.0,2021
13608,DLN5,G81500272,血糖試紙,1435.0,2021-07-04,26,False,5.0,2.0,2021
13754,DLN5,G81500272,血糖試紙,1540.0,2021-07-11,27,False,5.0,2.0,2021
13910,DLN5,G81500272,血糖試紙,1516.0,2021-07-18,28,False,5.0,2.0,2021
14075,DLN5,G81500272,血糖試紙,1246.0,2021-07-25,29,False,5.0,2.0,2021
14204,DLN5,G81500272,血糖試紙,1191.0,2021-08-01,30,False,5.0,2.0,2021
14311,DLN5,G81500272,血糖試紙,1127.0,2021-08-08,31,False,5.0,2.0,2021
14465,DLN5,G81500272,血糖試紙,1075.0,2021-08-15,32,False,5.0,2.0,2021
14573,DLN5,G81500272,血糖試紙,1066.0,2021-08-18,33,True,5.0,2.0,2021
14693,DLN5,G81500272,血糖試紙,1197.0,2021-08-29,34,False,5.0,2.0,2021
14937,DLN5,G81500272,血糖試紙,1636.0,2021-09-05,35,False,4.0,3.0,2021
15159,DLN5,G81500272,血糖試紙,1591.0,2021-09-12,36,False,5.0,2.0,2021
15357,DLN5,G81500272,血糖試紙,1433.0,2021-09-19,37,False,5.0,2.0,2021
15508,DLN5,G81500272,血糖試紙,1054.0,2021-09-26,38,True,3.0,4.0,2021
15701,DLN5,G81500272,血糖試紙,1531.0,2021-10-03,39,False,5.0,2.0,2021
15871,DLN5,G81500272,血糖試紙,1152.0,2021-10-10,40,False,5.0,2.0,2021
15991,DLN5,G81500272,血糖試紙,884.0,2021-10-17,41,False,4.0,3.0,2021
16095,DLN5,G81500272,血糖試紙,896.0,2021-10-24,42,False,5.0,2.0,2021
16205,DLN5,G81500272,血糖試紙,1129.0,2021-10-31,43,False,5.0,2.0,2021
16291,DLN5,G81500272,血糖試紙,1151.0,2021-11-07,44,False,5.0,2.0,2021
16390,DLN5,G81500272,血糖試紙,1242.0,2021-11-14,45,False,5.0,2.0,2021
16508,DLN5,G81500272,血糖試紙,1050.0,2021-11-21,46,False,5.0,2.0,2021
16666,DLN5,G81500272,血糖試紙,1424.0,2021-11-28,47,False,5.0,2.0,2021
16778,DLN5,G81500272,血糖試紙,1173.0,2021-12-05,48,False,5.0,2.0,2021
16914,DLN5,G81500272,血糖試紙,1157.0,2021-12-12,49,False,5.0,2.0,2021
17111,DLN5,G81500272,血糖試紙,1414.0,2021-12-19,50,False,5.0,2.0,2021
17369,DLN5,G81500272,血糖試紙,1491.0,2021-12-26,51,False,5.0,2.0,2021
17492,DLN5,G81500272,血糖試紙,793.0,2021-12-31,52,True,4.0,2.0,2021
