,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
1459,DLN5,K80004044,Push Button Blood Collection,1473.0,2019-12-29,52,False,5.0,2.0,2019
1474,DLN5,K80004044,Push Button Blood Collection,709.0,2020-01-05,1,False,2.0,3.0,2020
1498,DLN5,K80004044,Push Button Blood Collection,916.0,2020-01-12,2,False,5.0,2.0,2020
1525,DLN5,K80004044,Push Button Blood Collection,853.0,2020-01-19,3,True,5.0,2.0,2020
1530,DLN5,K80004044,Push Button Blood Collection,293.0,2020-01-22,4,True,3.0,4.0,2020
1533,DLN5,K80004044,Push Button Blood Collection,216.0,2020-02-02,5,False,2.0,5.0,2020
1569,DLN5,K80004044,Push Button Blood Collection,1342.0,2020-02-09,6,False,5.0,2.0,2020
1602,DLN5,K80004044,Push Button Blood Collection,1390.0,2020-02-16,7,False,5.0,2.0,2020
1636,DLN5,K80004044,Push Button Blood Collection,1258.0,2020-02-22,8,False,5.0,2.0,2020
1670,DLN5,K80004044,Push Button Blood Collection,1067.0,2020-03-01,9,False,4.0,3.0,2020
1700,DLN5,K80004044,Push Button Blood Collection,1334.0,2020-03-08,10,False,5.0,2.0,2020
1741,DLN5,K80004044,Push Button Blood Collection,1627.0,2020-03-15,11,False,5.0,2.0,2020
1784,DLN5,K80004044,Push Button Blood Collection,1731.0,2020-03-22,12,False,5.0,2.0,2020
1816,DLN5,K80004044,Push Button Blood Collection,2808.0,2020-03-29,13,False,5.0,2.0,2020
1856,DLN5,K80004044,Push Button Blood Collection,2885.0,2020-04-05,14,False,3.0,4.0,2020
1907,DLN5,K80004044,Push Button Blood Collection,2771.0,2020-04-12,15,False,5.0,2.0,2020
1955,DLN5,K80004044,Push Button Blood Collection,2499.0,2020-04-19,16,False,5.0,2.0,2020
2001,DLN5,K80004044,Push Button Blood Collection,2402.0,2020-04-26,17,True,5.0,2.0,2020
2048,DLN5,K80004044,Push Button Blood Collection,2219.0,2020-05-03,18,False,4.0,3.0,2020
2085,DLN5,K80004044,Push Button Blood Collection,2017.0,2020-05-10,19,False,5.0,2.0,2020
2127,DLN5,K80004044,Push Button Blood Collection,2043.0,2020-05-17,20,False,5.0,2.0,2020
2156,DLN5,K80004044,Push Button Blood Collection,1353.0,2020-05-24,21,False,5.0,2.0,2020
2182,DLN5,K80004044,Push Button Blood Collection,1523.0,2020-05-31,22,False,5.0,2.0,2020
2214,DLN5,K80004044,Push Button Blood Collection,1346.0,2020-06-07,23,False,5.0,2.0,2020
2260,DLN5,K80004044,Push Button Blood Collection,2017.0,2020-06-14,24,False,5.0,2.0,2020
2309,DLN5,K80004044,Push Button Blood Collection,1891.0,2020-06-21,25,False,5.0,2.0,2020
2351,DLN5,K80004044,Push Button Blood Collection,1645.0,2020-06-28,26,True,3.0,4.0,2020
2396,DLN5,K80004044,Push Button Blood Collection,1852.0,2020-07-05,27,False,5.0,2.0,2020
2439,DLN5,K80004044,Push Button Blood Collection,1872.0,2020-07-12,28,False,5.0,2.0,2020
2467,DLN5,K80004044,Push Button Blood Collection,1270.0,2020-07-19,29,False,5.0,2.0,2020
2501,DLN5,K80004044,Push Button Blood Collection,1538.0,2020-07-26,30,False,5.0,2.0,2020
2533,DLN5,K80004044,Push Button Blood Collection,1378.0,2020-08-02,31,False,5.0,2.0,2020
2563,DLN5,K80004044,Push Button Blood Collection,1659.0,2020-08-09,32,False,5.0,2.0,2020
2597,DLN5,K80004044,Push Button Blood Collection,1946.0,2020-08-16,33,False,5.0,2.0,2020
2625,DLN5,K80004044,Push Button Blood Collection,1492.0,2020-08-23,34,False,5.0,2.0,2020
2652,DLN5,K80004044,Push Button Blood Collection,2084.0,2020-08-30,35,False,5.0,2.0,2020
2691,DLN5,K80004044,Push Button Blood Collection,1565.0,2020-09-06,36,False,4.0,3.0,2020
2711,DLN5,K80004044,Push Button Blood Collection,1583.0,2020-09-12,37,False,5.0,2.0,2020
2739,DLN5,K80004044,Push Button Blood Collection,1650.0,2020-09-20,38,False,5.0,2.0,2020
2779,DLN5,K80004044,Push Button Blood Collection,1616.0,2020-09-27,39,True,5.0,2.0,2020
2806,DLN5,K80004044,Push Button Blood Collection,1325.0,2020-10-04,40,False,3.0,4.0,2020
2830,DLN5,K80004044,Push Button Blood Collection,996.0,2020-10-09,41,True,4.0,3.0,2020
2873,DLN5,K80004044,Push Button Blood Collection,2102.0,2020-10-18,42,False,5.0,2.0,2020
2909,DLN5,K80004044,Push Button Blood Collection,1764.0,2020-10-25,43,False,5.0,2.0,2020
2942,DLN5,K80004044,Push Button Blood Collection,1627.0,2020-11-01,44,False,5.0,2.0,2020
2979,DLN5,K80004044,Push Button Blood Collection,1482.0,2020-11-08,45,False,5.0,2.0,2020
3008,DLN5,K80004044,Push Button Blood Collection,1199.0,2020-11-15,46,False,5.0,2.0,2020
3035,DLN5,K80004044,Push Button Blood Collection,1609.0,2020-11-22,47,False,5.0,2.0,2020
3062,DLN5,K80004044,Push Button Blood Collection,1318.0,2020-11-29,48,False,5.0,2.0,2020
3101,DLN5,K80004044,Push Button Blood Collection,1808.0,2020-12-06,49,False,5.0,2.0,2020
3117,DLN5,K80004044,Push Button Blood Collection,1306.0,2020-12-12,50,False,5.0,2.0,2020
3146,DLN5,K80004044,Push Button Blood Collection,1335.0,2020-12-20,51,False,5.0,2.0,2020
3176,DLN5,K80004044,Push Button Blood Collection,1315.0,2020-12-27,52,False,5.0,2.0,2020
3230,DLN5,K80004044,Push Button Blood Collection,1350.0,2021-01-10,1,False,5.0,2.0,2021
3261,DLN5,K80004044,Push Button Blood Collection,1754.0,2021-01-17,2,False,5.0,2.0,2021
3291,DLN5,K80004044,Push Button Blood Collection,1765.0,2021-01-24,3,False,5.0,2.0,2021
3200,DLN5,K80004044,Push Button Blood Collection,1529.0,2021-01-28,4,True,5.0,2.0,2021
3323,DLN5,K80004044,Push Button Blood Collection,1711.0,2021-02-07,5,True,5.0,2.0,2021
3328,DLN5,K80004044,Push Button Blood Collection,227.0,2021-02-09,6,True,2.0,5.0,2021
3353,DLN5,K80004044,Push Button Blood Collection,1053.0,2021-02-21,7,False,3.0,4.0,2021
3383,DLN5,K80004044,Push Button Blood Collection,1473.0,2021-02-28,8,False,5.0,2.0,2021
3409,DLN5,K80004044,Push Button Blood Collection,1588.0,2021-03-06,9,False,4.0,3.0,2021
3434,DLN5,K80004044,Push Button Blood Collection,1348.0,2021-03-14,10,False,5.0,2.0,2021
3462,DLN5,K80004044,Push Button Blood Collection,1469.0,2021-03-21,11,False,5.0,2.0,2021
3492,DLN5,K80004044,Push Button Blood Collection,1224.0,2021-03-28,12,False,5.0,2.0,2021
3512,DLN5,K80004044,Push Button Blood Collection,1085.0,2021-04-04,13,False,4.0,3.0,2021
3537,DLN5,K80004044,Push Button Blood Collection,1382.0,2021-04-11,14,False,4.0,3.0,2021
3558,DLN5,K80004044,Push Button Blood Collection,1076.0,2021-04-18,15,False,5.0,2.0,2021
3580,DLN5,K80004044,Push Button Blood Collection,861.0,2021-04-25,16,True,5.0,2.0,2021
3606,DLN5,K80004044,Push Button Blood Collection,1126.0,2021-05-02,17,False,5.0,2.0,2021
3628,DLN5,K80004044,Push Button Blood Collection,1211.0,2021-05-09,18,False,5.0,2.0,2021
3646,DLN5,K80004044,Push Button Blood Collection,1136.0,2021-05-16,19,False,5.0,2.0,2021
3672,DLN5,K80004044,Push Button Blood Collection,1127.0,2021-05-23,20,False,5.0,2.0,2021
3706,DLN5,K80004044,Push Button Blood Collection,1297.0,2021-05-30,21,False,5.0,2.0,2021
3740,DLN5,K80004044,Push Button Blood Collection,1245.0,2021-06-06,22,False,5.0,2.0,2021
3765,DLN5,K80004044,Push Button Blood Collection,1390.0,2021-06-13,23,False,5.0,2.0,2021
3793,DLN5,K80004044,Push Button Blood Collection,1468.0,2021-06-19,24,False,4.0,3.0,2021
3823,DLN5,K80004044,Push Button Blood Collection,1212.0,2021-06-27,25,False,5.0,2.0,2021
3860,DLN5,K80004044,Push Button Blood Collection,1483.0,2021-07-04,26,False,5.0,2.0,2021
3902,DLN5,K80004044,Push Button Blood Collection,1590.0,2021-07-11,27,False,5.0,2.0,2021
3941,DLN5,K80004044,Push Button Blood Collection,1569.0,2021-07-18,28,False,5.0,2.0,2021
3968,DLN5,K80004044,Push Button Blood Collection,1278.0,2021-07-25,29,False,5.0,2.0,2021
3995,DLN5,K80004044,Push Button Blood Collection,1224.0,2021-08-01,30,False,5.0,2.0,2021
4013,DLN5,K80004044,Push Button Blood Collection,1145.0,2021-08-08,31,False,5.0,2.0,2021
4027,DLN5,K80004044,Push Button Blood Collection,1090.0,2021-08-15,32,False,5.0,2.0,2021
4059,DLN5,K80004044,Push Button Blood Collection,1098.0,2021-08-22,33,False,5.0,2.0,2021
4084,DLN5,K80004044,Push Button Blood Collection,1226.0,2021-08-29,34,False,5.0,2.0,2021
4125,DLN5,K80004044,Push Button Blood Collection,1689.0,2021-09-05,35,False,4.0,3.0,2021
4166,DLN5,K80004044,Push Button Blood Collection,1645.0,2021-09-12,36,False,5.0,2.0,2021
4197,DLN5,K80004044,Push Button Blood Collection,1470.0,2021-09-19,37,False,5.0,2.0,2021
4223,DLN5,K80004044,Push Button Blood Collection,1085.0,2021-09-26,38,True,3.0,4.0,2021
4262,DLN5,K80004044,Push Button Blood Collection,1579.0,2021-10-03,39,False,5.0,2.0,2021
4290,DLN5,K80004044,Push Button Blood Collection,1182.0,2021-10-09,40,True,5.0,2.0,2021
4312,DLN5,K80004044,Push Button Blood Collection,909.0,2021-10-17,41,False,4.0,3.0,2021
4336,DLN5,K80004044,Push Button Blood Collection,923.0,2021-10-24,42,False,5.0,2.0,2021
4375,DLN5,K80004044,Push Button Blood Collection,1171.0,2021-10-31,43,False,5.0,2.0,2021
4404,DLN5,K80004044,Push Button Blood Collection,1189.0,2021-11-07,44,False,5.0,2.0,2021
4425,DLN5,K80004044,Push Button Blood Collection,1266.0,2021-11-14,45,False,5.0,2.0,2021
4452,DLN5,K80004044,Push Button Blood Collection,1087.0,2021-11-21,46,False,5.0,2.0,2021
4468,DLN5,K80004044,Push Button Blood Collection,1441.0,2021-11-28,47,False,5.0,2.0,2021
4503,DLN5,K80004044,Push Button Blood Collection,1218.0,2021-12-05,48,False,5.0,2.0,2021
4520,DLN5,K80004044,Push Button Blood Collection,1178.0,2021-12-12,49,False,5.0,2.0,2021
4552,DLN5,K80004044,Push Button Blood Collection,1450.0,2021-12-19,50,False,5.0,2.0,2021
4588,DLN5,K80004044,Push Button Blood Collection,1542.0,2021-12-26,51,False,5.0,2.0,2021
4605,DLN5,K80004044,Push Button Blood Collection,813.0,2021-12-29,52,True,4.0,2.0,2021
