,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
2049,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,837.0,2019-10-27,43,False,5.0,2.0,2019
2089,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,656.0,2019-11-02,44,False,5.0,2.0,2019
2126,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,545.0,2019-11-10,45,False,5.0,2.0,2019
2172,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,699.0,2019-11-17,46,False,5.0,2.0,2019
2226,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,868.0,2019-11-24,47,False,5.0,2.0,2019
2282,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,866.0,2019-12-01,48,False,5.0,2.0,2019
2335,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,782.0,2019-12-08,49,False,5.0,2.0,2019
2378,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,667.0,2019-12-15,50,False,5.0,2.0,2019
2428,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,796.0,2019-12-22,51,False,5.0,2.0,2019
2485,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,778.0,2019-12-29,52,False,5.0,2.0,2019
2505,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,370.0,2020-01-05,1,False,2.0,3.0,2020
2544,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,559.0,2020-01-12,2,False,5.0,2.0,2020
2587,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,538.0,2020-01-19,3,True,5.0,2.0,2020
2595,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,161.0,2020-01-22,4,True,3.0,4.0,2020
2608,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,160.0,2020-01-31,5,False,2.0,5.0,2020
2661,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,792.0,2020-02-09,6,False,5.0,2.0,2020
2714,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,739.0,2020-02-16,7,False,5.0,2.0,2020
2763,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,731.0,2020-02-23,8,False,5.0,2.0,2020
2810,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,612.0,2020-03-01,9,False,4.0,3.0,2020
2854,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,733.0,2020-03-08,10,False,5.0,2.0,2020
2908,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,832.0,2020-03-15,11,False,5.0,2.0,2020
2954,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,870.0,2020-03-22,12,False,5.0,2.0,2020
3009,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1163.0,2020-03-29,13,False,5.0,2.0,2020
3054,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1143.0,2020-04-05,14,False,3.0,4.0,2020
3121,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1235.0,2020-04-12,15,False,5.0,2.0,2020
3187,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1143.0,2020-04-19,16,False,5.0,2.0,2020
3253,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1099.0,2020-04-26,17,True,5.0,2.0,2020
3314,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1024.0,2020-05-03,18,False,4.0,3.0,2020
3365,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,874.0,2020-05-10,19,False,5.0,2.0,2020
3431,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,953.0,2020-05-17,20,False,5.0,2.0,2020
3476,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,632.0,2020-05-24,21,False,5.0,2.0,2020
3523,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,744.0,2020-05-31,22,False,5.0,2.0,2020
3566,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,687.0,2020-06-07,23,False,5.0,2.0,2020
3622,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,907.0,2020-06-14,24,False,5.0,2.0,2020
3685,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1076.0,2020-06-21,25,False,5.0,2.0,2020
3735,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,889.0,2020-06-28,26,True,3.0,4.0,2020
3799,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,960.0,2020-07-05,27,False,5.0,2.0,2020
3858,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,946.0,2020-07-12,28,False,5.0,2.0,2020
3911,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,663.0,2020-07-19,29,False,5.0,2.0,2020
3964,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,811.0,2020-07-26,30,False,5.0,2.0,2020
4024,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,724.0,2020-08-02,31,False,5.0,2.0,2020
4087,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,961.0,2020-08-09,32,False,5.0,2.0,2020
4150,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,996.0,2020-08-16,33,False,5.0,2.0,2020
4203,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,795.0,2020-08-23,34,False,5.0,2.0,2020
4263,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1115.0,2020-08-30,35,False,5.0,2.0,2020
4318,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,854.0,2020-09-06,36,False,4.0,3.0,2020
4369,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,816.0,2020-09-13,37,False,5.0,2.0,2020
4429,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,865.0,2020-09-20,38,False,5.0,2.0,2020
4499,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,889.0,2020-09-27,39,True,5.0,2.0,2020
4544,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,670.0,2020-10-04,40,False,3.0,4.0,2020
4592,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,542.0,2020-10-11,41,False,4.0,3.0,2020
4656,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1078.0,2020-10-18,42,False,5.0,2.0,2020
4719,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,873.0,2020-10-25,43,False,5.0,2.0,2020
4768,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,813.0,2020-11-01,44,False,5.0,2.0,2020
4826,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,832.0,2020-11-08,45,False,5.0,2.0,2020
4879,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,664.0,2020-11-15,46,False,5.0,2.0,2020
4945,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,931.0,2020-11-22,47,False,5.0,2.0,2020
4997,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,737.0,2020-11-29,48,False,5.0,2.0,2020
5055,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,891.0,2020-12-06,49,False,5.0,2.0,2020
5097,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,647.0,2020-12-13,50,False,5.0,2.0,2020
5153,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,761.0,2020-12-20,51,False,5.0,2.0,2020
5200,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,728.0,2020-12-27,52,False,5.0,2.0,2020
5321,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,854.0,2021-01-10,1,False,5.0,2.0,2021
5392,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,986.0,2021-01-17,2,False,5.0,2.0,2021
5450,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,846.0,2021-01-24,3,False,5.0,2.0,2021
5260,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,786.0,2021-01-29,4,True,5.0,2.0,2021
5504,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,868.0,2021-02-07,5,True,5.0,2.0,2021
5513,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,109.0,2021-02-09,6,True,2.0,5.0,2021
5546,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,580.0,2021-02-20,7,True,3.0,4.0,2021
5622,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,848.0,2021-02-28,8,False,5.0,2.0,2021
5670,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,876.0,2021-03-07,9,False,4.0,3.0,2021
5723,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,732.0,2021-03-14,10,False,5.0,2.0,2021
5778,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,766.0,2021-03-21,11,False,5.0,2.0,2021
5824,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,719.0,2021-03-28,12,False,5.0,2.0,2021
5870,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,597.0,2021-04-04,13,False,4.0,3.0,2021
5925,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,756.0,2021-04-11,14,False,4.0,3.0,2021
5967,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,560.0,2021-04-18,15,False,5.0,2.0,2021
6003,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,436.0,2021-04-25,16,True,5.0,2.0,2021
6051,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,605.0,2021-05-02,17,False,5.0,2.0,2021
6093,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,661.0,2021-05-09,18,False,5.0,2.0,2021
6133,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,553.0,2021-05-16,19,False,5.0,2.0,2021
6179,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,537.0,2021-05-23,20,False,5.0,2.0,2021
6222,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,592.0,2021-05-30,21,False,5.0,2.0,2021
6272,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,695.0,2021-06-06,22,False,5.0,2.0,2021
6319,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,675.0,2021-06-13,23,False,5.0,2.0,2021
6363,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,612.0,2021-06-20,24,False,4.0,3.0,2021
6410,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,602.0,2021-06-27,25,False,5.0,2.0,2021
6450,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,784.0,2021-07-04,26,False,5.0,2.0,2021
6508,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,895.0,2021-07-11,27,False,5.0,2.0,2021
6557,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,873.0,2021-07-18,28,False,5.0,2.0,2021
6604,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,705.0,2021-07-25,29,False,5.0,2.0,2021
6653,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,721.0,2021-08-01,30,False,5.0,2.0,2021
6703,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,693.0,2021-08-08,31,False,5.0,2.0,2021
6743,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,578.0,2021-08-15,32,False,5.0,2.0,2021
6793,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,670.0,2021-08-22,33,False,5.0,2.0,2021
6840,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,737.0,2021-08-29,34,False,5.0,2.0,2021
6887,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,842.0,2021-09-05,35,False,4.0,3.0,2021
6939,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,868.0,2021-09-12,36,False,5.0,2.0,2021
6989,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,766.0,2021-09-19,37,False,5.0,2.0,2021
7021,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,591.0,2021-09-26,38,True,3.0,4.0,2021
7085,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,886.0,2021-10-03,39,False,5.0,2.0,2021
7124,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,540.0,2021-10-10,40,False,5.0,2.0,2021
7159,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,488.0,2021-10-17,41,False,4.0,3.0,2021
7205,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,552.0,2021-10-24,42,False,5.0,2.0,2021
7248,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,638.0,2021-10-31,43,False,5.0,2.0,2021
7287,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,689.0,2021-11-07,44,False,5.0,2.0,2021
7346,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,775.0,2021-11-14,45,False,5.0,2.0,2021
7390,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,618.0,2021-11-21,46,False,5.0,2.0,2021
7438,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,813.0,2021-11-28,47,False,5.0,2.0,2021
7479,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,728.0,2021-12-05,48,False,5.0,2.0,2021
7516,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,663.0,2021-12-12,49,False,5.0,2.0,2021
7563,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,707.0,2021-12-19,50,False,5.0,2.0,2021
7605,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,716.0,2021-12-26,51,False,5.0,2.0,2021
7640,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,409.0,2021-12-30,52,True,4.0,2.0,2021
