,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
407,DLN5,C13830005,IV注射帽,846.0,2019-07-14,28,False,5.0,2.0,2019
415,DLN5,C13830005,IV注射帽,921.0,2019-07-20,29,False,5.0,2.0,2019
423,DLN5,C13830005,IV注射帽,1112.0,2019-07-28,30,False,5.0,2.0,2019
431,DLN5,C13830005,IV注射帽,1005.0,2019-08-03,31,False,5.0,2.0,2019
437,DLN5,C13830005,IV注射帽,1135.0,2019-08-07,32,True,5.0,2.0,2019
450,DLN5,C13830005,IV注射帽,1419.0,2019-08-17,33,False,5.0,2.0,2019
452,DLN5,C13830005,IV注射帽,748.0,2019-08-23,34,True,5.0,2.0,2019
453,DLN5,C13830005,IV注射帽,909.0,2019-08-29,35,True,5.0,2.0,2019
461,DLN5,C13830005,IV注射帽,1234.0,2019-09-07,36,False,4.0,3.0,2019
467,DLN5,C13830005,IV注射帽,1050.0,2019-09-13,37,False,4.0,3.0,2019
475,DLN5,C13830005,IV注射帽,1112.0,2019-09-21,38,False,5.0,2.0,2019
478,DLN5,C13830005,IV注射帽,914.0,2019-09-28,39,False,5.0,2.0,2019
486,DLN5,C13830005,IV注射帽,957.0,2019-10-06,40,False,5.0,2.0,2019
492,DLN5,C13830005,IV注射帽,1087.0,2019-10-12,41,True,3.0,4.0,2019
494,DLN5,C13830005,IV注射帽,809.0,2019-10-16,42,True,5.0,2.0,2019
500,DLN5,C13830005,IV注射帽,1098.0,2019-10-24,43,True,5.0,2.0,2019
508,DLN5,C13830005,IV注射帽,986.0,2019-11-02,44,False,5.0,2.0,2019
510,DLN5,C13830005,IV注射帽,840.0,2019-11-06,45,True,5.0,2.0,2019
513,DLN5,C13830005,IV注射帽,1078.0,2019-11-15,46,True,5.0,2.0,2019
517,DLN5,C13830005,IV注射帽,1249.0,2019-11-20,47,True,5.0,2.0,2019
527,DLN5,C13830005,IV注射帽,1265.0,2019-11-29,48,True,5.0,2.0,2019
532,DLN5,C13830005,IV注射帽,1166.0,2019-12-07,49,False,5.0,2.0,2019
539,DLN5,C13830005,IV注射帽,1003.0,2019-12-14,50,False,5.0,2.0,2019
548,DLN5,C13830005,IV注射帽,1210.0,2019-12-22,51,False,5.0,2.0,2019
558,DLN5,C13830005,IV注射帽,1227.0,2019-12-28,52,False,5.0,2.0,2019
569,DLN5,C13830005,IV注射帽,569.0,2020-01-04,1,False,2.0,3.0,2020
575,DLN5,C13830005,IV注射帽,752.0,2020-01-11,2,False,5.0,2.0,2020
584,DLN5,C13830005,IV注射帽,729.0,2020-01-18,3,False,5.0,2.0,2020
585,DLN5,C13830005,IV注射帽,241.0,2020-01-21,4,True,3.0,4.0,2020
589,DLN5,C13830005,IV注射帽,193.0,2020-02-01,5,False,2.0,5.0,2020
604,DLN5,C13830005,IV注射帽,1092.0,2020-02-09,6,False,5.0,2.0,2020
615,DLN5,C13830005,IV注射帽,1109.0,2020-02-16,7,False,5.0,2.0,2020
627,DLN5,C13830005,IV注射帽,1025.0,2020-02-22,8,False,5.0,2.0,2020
632,DLN5,C13830005,IV注射帽,868.0,2020-02-27,9,True,4.0,3.0,2020
634,DLN5,C13830005,IV注射帽,1063.0,2020-03-02,10,True,5.0,2.0,2020
638,DLN5,C13830005,IV注射帽,1281.0,2020-03-13,11,True,5.0,2.0,2020
650,DLN5,C13830005,IV注射帽,1363.0,2020-03-22,12,False,5.0,2.0,2020
663,DLN5,C13830005,IV注射帽,2241.0,2020-03-29,13,False,5.0,2.0,2020
664,DLN5,C13830005,IV注射帽,2308.0,2020-04-01,14,True,3.0,4.0,2020
676,DLN5,C13830005,IV注射帽,2185.0,2020-04-12,15,False,5.0,2.0,2020
686,DLN5,C13830005,IV注射帽,1934.0,2020-04-18,16,False,5.0,2.0,2020
698,DLN5,C13830005,IV注射帽,1880.0,2020-04-25,17,False,5.0,2.0,2020
709,DLN5,C13830005,IV注射帽,1784.0,2020-05-01,18,False,4.0,3.0,2020
712,DLN5,C13830005,IV注射帽,1598.0,2020-05-08,19,True,5.0,2.0,2020
718,DLN5,C13830005,IV注射帽,1611.0,2020-05-15,20,True,5.0,2.0,2020
723,DLN5,C13830005,IV注射帽,1051.0,2020-05-21,21,True,5.0,2.0,2020
726,DLN5,C13830005,IV注射帽,1191.0,2020-05-28,22,True,5.0,2.0,2020
732,DLN5,C13830005,IV注射帽,1067.0,2020-06-04,23,True,5.0,2.0,2020
736,DLN5,C13830005,IV注射帽,1567.0,2020-06-14,24,False,5.0,2.0,2020
744,DLN5,C13830005,IV注射帽,1576.0,2020-06-21,25,False,5.0,2.0,2020
751,DLN5,C13830005,IV注射帽,1313.0,2020-06-27,26,False,3.0,4.0,2020
759,DLN5,C13830005,IV注射帽,1461.0,2020-07-04,27,False,5.0,2.0,2020
772,DLN5,C13830005,IV注射帽,1443.0,2020-07-12,28,False,5.0,2.0,2020
778,DLN5,C13830005,IV注射帽,990.0,2020-07-19,29,False,5.0,2.0,2020
787,DLN5,C13830005,IV注射帽,1224.0,2020-07-26,30,False,5.0,2.0,2020
796,DLN5,C13830005,IV注射帽,1084.0,2020-08-02,31,False,5.0,2.0,2020
803,DLN5,C13830005,IV注射帽,1352.0,2020-08-08,32,False,5.0,2.0,2020
809,DLN5,C13830005,IV注射帽,1572.0,2020-08-15,33,False,5.0,2.0,2020
821,DLN5,C13830005,IV注射帽,1203.0,2020-08-22,34,False,5.0,2.0,2020
835,DLN5,C13830005,IV注射帽,1705.0,2020-08-30,35,False,5.0,2.0,2020
838,DLN5,C13830005,IV注射帽,1261.0,2020-09-06,36,False,4.0,3.0,2020
841,DLN5,C13830005,IV注射帽,1265.0,2020-09-09,37,True,5.0,2.0,2020
843,DLN5,C13830005,IV注射帽,1321.0,2020-09-20,38,False,5.0,2.0,2020
854,DLN5,C13830005,IV注射帽,1305.0,2020-09-26,39,False,5.0,2.0,2020
859,DLN5,C13830005,IV注射帽,1074.0,2020-10-03,40,False,3.0,4.0,2020
870,DLN5,C13830005,IV注射帽,786.0,2020-10-11,41,False,4.0,3.0,2020
877,DLN5,C13830005,IV注射帽,1712.0,2020-10-16,42,True,5.0,2.0,2020
883,DLN5,C13830005,IV注射帽,1371.0,2020-10-24,43,False,5.0,2.0,2020
891,DLN5,C13830005,IV注射帽,1267.0,2020-10-31,44,False,5.0,2.0,2020
898,DLN5,C13830005,IV注射帽,1216.0,2020-11-08,45,False,5.0,2.0,2020
901,DLN5,C13830005,IV注射帽,954.0,2020-11-15,46,False,5.0,2.0,2020
912,DLN5,C13830005,IV注射帽,1312.0,2020-11-22,47,False,5.0,2.0,2020
919,DLN5,C13830005,IV注射帽,1074.0,2020-11-29,48,False,5.0,2.0,2020
927,DLN5,C13830005,IV注射帽,1405.0,2020-12-05,49,False,5.0,2.0,2020
936,DLN5,C13830005,IV注射帽,1032.0,2020-12-12,50,False,5.0,2.0,2020
945,DLN5,C13830005,IV注射帽,1078.0,2020-12-19,51,False,5.0,2.0,2020
953,DLN5,C13830005,IV注射帽,1053.0,2020-12-27,52,False,5.0,2.0,2020
962,DLN5,C13830005,IV注射帽,1117.0,2021-01-09,1,False,5.0,2.0,2021
972,DLN5,C13830005,IV注射帽,1430.0,2021-01-16,2,False,5.0,2.0,2021
978,DLN5,C13830005,IV注射帽,1395.0,2021-01-23,3,False,5.0,2.0,2021
957,DLN5,C13830005,IV注射帽,1282.0,2021-01-25,4,True,5.0,2.0,2021
988,DLN5,C13830005,IV注射帽,1370.0,2021-02-07,5,True,5.0,2.0,2021
109,DLN5,C02113123,抽痰管，內含手控接頭,178.0,2021-02-09,6,True,2.0,5.0,2021
994,DLN5,C13830005,IV注射帽,853.0,2021-02-21,7,False,3.0,4.0,2021
1002,DLN5,C13830005,IV注射帽,1192.0,2021-02-27,8,False,5.0,2.0,2021
1014,DLN5,C13830005,IV注射帽,1293.0,2021-03-06,9,False,4.0,3.0,2021
1037,DLN5,C13830005,IV注射帽,1075.0,2021-03-13,10,False,5.0,2.0,2021
1044,DLN5,C13830005,IV注射帽,1148.0,2021-03-21,11,False,5.0,2.0,2021
1054,DLN5,C13830005,IV注射帽,1007.0,2021-03-28,12,False,5.0,2.0,2021
1058,DLN5,C13830005,IV注射帽,870.0,2021-03-31,13,True,4.0,3.0,2021
1062,DLN5,C13830005,IV注射帽,1085.0,2021-04-10,14,False,4.0,3.0,2021
1067,DLN5,C13830005,IV注射帽,859.0,2021-04-17,15,False,5.0,2.0,2021
1072,DLN5,C13830005,IV注射帽,666.0,2021-04-24,16,False,5.0,2.0,2021
1079,DLN5,C13830005,IV注射帽,889.0,2021-04-30,17,True,5.0,2.0,2021
1088,DLN5,C13830005,IV注射帽,966.0,2021-05-09,18,False,5.0,2.0,2021
1090,DLN5,C13830005,IV注射帽,863.0,2021-05-13,19,True,5.0,2.0,2021
1092,DLN5,C13830005,IV注射帽,853.0,2021-05-19,20,True,5.0,2.0,2021
124,DLN5,C02113123,抽痰管，內含手控接頭,1003.0,2021-05-30,21,False,5.0,2.0,2021
1094,DLN5,C13830005,IV注射帽,1006.0,2021-06-02,22,True,5.0,2.0,2021
1095,DLN5,C13830005,IV注射帽,1098.0,2021-06-11,23,True,5.0,2.0,2021
1097,DLN5,C13830005,IV注射帽,1153.0,2021-06-19,24,False,4.0,3.0,2021
1098,DLN5,C13830005,IV注射帽,956.0,2021-06-25,25,True,5.0,2.0,2021
1100,DLN5,C13830005,IV注射帽,1203.0,2021-07-03,26,False,5.0,2.0,2021
1108,DLN5,C13830005,IV注射帽,1302.0,2021-07-11,27,False,5.0,2.0,2021
1114,DLN5,C13830005,IV注射帽,1276.0,2021-07-18,28,False,5.0,2.0,2021
1119,DLN5,C13830005,IV注射帽,1015.0,2021-07-22,29,True,5.0,2.0,2021
1122,DLN5,C13830005,IV注射帽,986.0,2021-07-29,30,True,5.0,2.0,2021
1124,DLN5,C13830005,IV注射帽,950.0,2021-08-07,31,False,5.0,2.0,2021
1130,DLN5,C13830005,IV注射帽,853.0,2021-08-15,32,False,5.0,2.0,2021
1132,DLN5,C13830005,IV注射帽,890.0,2021-08-19,33,True,5.0,2.0,2021
1136,DLN5,C13830005,IV注射帽,1013.0,2021-08-28,34,False,5.0,2.0,2021
1141,DLN5,C13830005,IV注射帽,1306.0,2021-09-02,35,True,4.0,3.0,2021
1147,DLN5,C13830005,IV注射帽,1297.0,2021-09-10,36,True,5.0,2.0,2021
1150,DLN5,C13830005,IV注射帽,1169.0,2021-09-18,37,True,5.0,2.0,2021
1156,DLN5,C13830005,IV注射帽,853.0,2021-09-26,38,True,3.0,4.0,2021
1163,DLN5,C13830005,IV注射帽,1264.0,2021-10-03,39,False,5.0,2.0,2021
1165,DLN5,C13830005,IV注射帽,921.0,2021-10-07,40,False,5.0,2.0,2021
1169,DLN5,C13830005,IV注射帽,713.0,2021-10-16,41,False,4.0,3.0,2021
1172,DLN5,C13830005,IV注射帽,739.0,2021-10-23,42,False,5.0,2.0,2021
1177,DLN5,C13830005,IV注射帽,952.0,2021-10-31,43,False,5.0,2.0,2021
1191,DLN5,C13830005,IV注射帽,1003.0,2021-11-06,44,False,5.0,2.0,2021
1196,DLN5,C13830005,IV注射帽,1066.0,2021-11-13,45,False,5.0,2.0,2021
1199,DLN5,C13830005,IV注射帽,877.0,2021-11-18,46,True,5.0,2.0,2021
1205,DLN5,C13830005,IV注射帽,1169.0,2021-11-28,47,False,5.0,2.0,2021
1209,DLN5,C13830005,IV注射帽,989.0,2021-12-05,48,False,5.0,2.0,2021
1215,DLN5,C13830005,IV注射帽,952.0,2021-12-08,49,True,5.0,2.0,2021
1221,DLN5,C13830005,IV注射帽,1125.0,2021-12-19,50,False,5.0,2.0,2021
1228,DLN5,C13830005,IV注射帽,1160.0,2021-12-26,51,False,5.0,2.0,2021
1231,DLN5,C13830005,IV注射帽,626.0,2021-12-31,52,True,4.0,2.0,2021
