,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
327,DLN5,C02113123,抽痰管，內含手控接頭,888.0,2019-06-13,24,True,5.0,2.0,2019
330,DLN5,C02113123,抽痰管，內含手控接頭,907.0,2019-06-19,25,True,5.0,2.0,2019
332,DLN5,C02113123,抽痰管，內含手控接頭,982.0,2019-06-29,26,False,5.0,2.0,2019
333,DLN5,C02113123,抽痰管，內含手控接頭,992.0,2019-07-02,27,True,5.0,2.0,2019
27,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,837.0,2019-07-12,28,True,5.0,2.0,2019
336,DLN5,C02113123,抽痰管，內含手控接頭,913.0,2019-07-19,29,True,5.0,2.0,2019
29,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,1104.0,2019-07-28,30,False,5.0,2.0,2019
338,DLN5,C02113123,抽痰管，內含手控接頭,996.0,2019-08-04,31,False,5.0,2.0,2019
348,DLN5,C02113123,抽痰管，內含手控接頭,1129.0,2019-08-11,32,False,5.0,2.0,2019
355,DLN5,C02113123,抽痰管，內含手控接頭,1406.0,2019-08-18,33,False,5.0,2.0,2019
360,DLN5,C02113123,抽痰管，內含手控接頭,746.0,2019-08-20,34,True,5.0,2.0,2019
366,DLN5,C02113123,抽痰管，內含手控接頭,908.0,2019-09-01,35,False,5.0,2.0,2019
369,DLN5,C02113123,抽痰管，內含手控接頭,1226.0,2019-09-08,36,False,4.0,3.0,2019
372,DLN5,C02113123,抽痰管，內含手控接頭,1044.0,2019-09-11,37,True,4.0,3.0,2019
378,DLN5,C02113123,抽痰管，內含手控接頭,1104.0,2019-09-22,38,False,5.0,2.0,2019
381,DLN5,C02113123,抽痰管，內含手控接頭,911.0,2019-09-25,39,True,5.0,2.0,2019
383,DLN5,C02113123,抽痰管，內含手控接頭,948.0,2019-10-03,40,False,5.0,2.0,2019
40,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,1081.0,2019-10-12,41,True,3.0,4.0,2019
41,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,807.0,2019-10-20,42,False,5.0,2.0,2019
42,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,1090.0,2019-10-23,43,True,5.0,2.0,2019
386,DLN5,C02113123,抽痰管，內含手控接頭,978.0,2019-11-03,44,False,5.0,2.0,2019
388,DLN5,C02113123,抽痰管，內含手控接頭,838.0,2019-11-04,45,True,5.0,2.0,2019
397,DLN5,C02113123,抽痰管，內含手控接頭,1075.0,2019-11-17,46,False,5.0,2.0,2019
399,DLN5,C02113123,抽痰管，內含手控接頭,1245.0,2019-11-24,47,False,5.0,2.0,2019
47,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,1255.0,2019-11-30,48,False,5.0,2.0,2019
405,DLN5,C02113123,抽痰管，內含手控接頭,1161.0,2019-12-08,49,False,5.0,2.0,2019
410,DLN5,C02113123,抽痰管，內含手控接頭,996.0,2019-12-15,50,False,5.0,2.0,2019
422,DLN5,C02113123,抽痰管，內含手控接頭,1201.0,2019-12-22,51,False,5.0,2.0,2019
433,DLN5,C02113123,抽痰管，內含手控接頭,1216.0,2019-12-28,52,False,5.0,2.0,2019
437,DLN5,C02113123,抽痰管，內含手控接頭,558.0,2020-01-05,1,False,2.0,3.0,2020
53,DLN5,B03110120,人工薄膜,746.0,2020-01-12,2,False,5.0,2.0,2020
442,DLN5,C02113123,抽痰管，內含手控接頭,720.0,2020-01-18,3,False,5.0,2.0,2020
445,DLN5,C02113123,抽痰管，內含手控接頭,240.0,2020-01-22,4,True,3.0,4.0,2020
56,DLN5,B03110120,人工薄膜,189.0,2020-01-31,5,False,2.0,5.0,2020
448,DLN5,C02113123,抽痰管，內含手控接頭,1076.0,2020-02-09,6,False,5.0,2.0,2020
454,DLN5,C02113123,抽痰管，內含手控接頭,1098.0,2020-02-13,7,True,5.0,2.0,2020
455,DLN5,C02113123,抽痰管，內含手控接頭,1013.0,2020-02-21,8,True,5.0,2.0,2020
457,DLN5,C02113123,抽痰管，內含手控接頭,863.0,2020-02-27,9,True,4.0,3.0,2020
462,DLN5,C02113123,抽痰管，內含手控接頭,1061.0,2020-03-06,10,True,5.0,2.0,2020
472,DLN5,C02113123,抽痰管，內含手控接頭,1276.0,2020-03-15,11,False,5.0,2.0,2020
482,DLN5,C02113123,抽痰管，內含手控接頭,1350.0,2020-03-22,12,False,5.0,2.0,2020
525,DLN5,C02113123,抽痰管，內含手控接頭,2228.0,2020-03-29,13,False,5.0,2.0,2020
586,DLN5,C02113123,抽痰管，內含手控接頭,2307.0,2020-04-05,14,False,3.0,4.0,2020
626,DLN5,C02113123,抽痰管，內含手控接頭,2173.0,2020-04-12,15,False,5.0,2.0,2020
649,DLN5,C02113123,抽痰管，內含手控接頭,1924.0,2020-04-19,16,False,5.0,2.0,2020
678,DLN5,C02113123,抽痰管，內含手控接頭,1867.0,2020-04-26,17,True,5.0,2.0,2020
713,DLN5,C02113123,抽痰管，內含手控接頭,1773.0,2020-05-03,18,False,4.0,3.0,2020
742,DLN5,C02113123,抽痰管，內含手控接頭,1595.0,2020-05-10,19,False,5.0,2.0,2020
763,DLN5,C02113123,抽痰管，內含手控接頭,1605.0,2020-05-17,20,False,5.0,2.0,2020
767,DLN5,C02113123,抽痰管，內含手控接頭,1046.0,2020-05-21,21,True,5.0,2.0,2020
772,DLN5,C02113123,抽痰管，內含手控接頭,1188.0,2020-05-30,22,False,5.0,2.0,2020
779,DLN5,C02113123,抽痰管，內含手控接頭,1060.0,2020-06-07,23,False,5.0,2.0,2020
802,DLN5,C02113123,抽痰管，內含手控接頭,1563.0,2020-06-14,24,False,5.0,2.0,2020
813,DLN5,C02113123,抽痰管，內含手控接頭,1568.0,2020-06-21,25,False,5.0,2.0,2020
818,DLN5,C02113123,抽痰管，內含手控接頭,1305.0,2020-06-26,26,False,3.0,4.0,2020
822,DLN5,C02113123,抽痰管，內含手控接頭,1453.0,2020-07-05,27,False,5.0,2.0,2020
826,DLN5,C02113123,抽痰管，內含手控接頭,1430.0,2020-07-09,28,True,5.0,2.0,2020
80,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,984.0,2020-07-13,29,True,5.0,2.0,2020
828,DLN5,C02113123,抽痰管，內含手控接頭,1215.0,2020-07-26,30,False,5.0,2.0,2020
830,DLN5,C02113123,抽痰管，內含手控接頭,1074.0,2020-07-31,31,True,5.0,2.0,2020
833,DLN5,C02113123,抽痰管，內含手控接頭,1345.0,2020-08-09,32,False,5.0,2.0,2020
842,DLN5,C02113123,抽痰管，內含手控接頭,1566.0,2020-08-16,33,False,5.0,2.0,2020
845,DLN5,C02113123,抽痰管，內含手控接頭,1190.0,2020-08-23,34,False,5.0,2.0,2020
859,DLN5,C02113123,抽痰管，內含手控接頭,1691.0,2020-08-30,35,False,5.0,2.0,2020
863,DLN5,C02113123,抽痰管，內含手控接頭,1258.0,2020-09-02,36,True,4.0,3.0,2020
866,DLN5,C02113123,抽痰管，內含手控接頭,1262.0,2020-09-12,37,False,5.0,2.0,2020
870,DLN5,C02113123,抽痰管，內含手控接頭,1319.0,2020-09-18,38,True,5.0,2.0,2020
876,DLN5,C02113123,抽痰管，內含手控接頭,1294.0,2020-09-25,39,True,5.0,2.0,2020
888,DLN5,C02113123,抽痰管，內含手控接頭,1069.0,2020-10-04,40,False,3.0,4.0,2020
889,DLN5,C02113123,抽痰管，內含手控接頭,775.0,2020-10-11,41,False,4.0,3.0,2020
912,DLN5,C02113123,抽痰管，內含手控接頭,1704.0,2020-10-18,42,False,5.0,2.0,2020
917,DLN5,C02113123,抽痰管，內含手控接頭,1365.0,2020-10-24,43,False,5.0,2.0,2020
922,DLN5,C02113123,抽痰管，內含手控接頭,1259.0,2020-11-01,44,False,5.0,2.0,2020
926,DLN5,C02113123,抽痰管，內含手控接頭,1208.0,2020-11-05,45,True,5.0,2.0,2020
97,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,951.0,2020-11-10,46,True,5.0,2.0,2020
930,DLN5,C02113123,抽痰管，內含手控接頭,1301.0,2020-11-21,47,False,5.0,2.0,2020
933,DLN5,C02113123,抽痰管，內含手控接頭,1067.0,2020-11-29,48,False,5.0,2.0,2020
942,DLN5,C02113123,抽痰管，內含手控接頭,1397.0,2020-12-05,49,False,5.0,2.0,2020
947,DLN5,C02113123,抽痰管，內含手控接頭,1023.0,2020-12-11,50,True,5.0,2.0,2020
102,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,1069.0,2020-12-20,51,False,5.0,2.0,2020
948,DLN5,C02113123,抽痰管，內含手控接頭,1045.0,2020-12-24,52,True,5.0,2.0,2020
104,DLN5,B03110120,人工薄膜,1112.0,2021-01-07,1,True,5.0,2.0,2021
971,DLN5,C02113123,抽痰管，內含手控接頭,1420.0,2021-01-17,2,False,5.0,2.0,2021
988,DLN5,C02113123,抽痰管，內含手控接頭,1389.0,2021-01-24,3,False,5.0,2.0,2021
965,DLN5,C02113123,抽痰管，內含手控接頭,1277.0,2021-01-27,4,True,5.0,2.0,2021
1003,DLN5,C02113123,抽痰管，內含手控接頭,1360.0,2021-02-07,5,True,5.0,2.0,2021
1005,DLN5,C02113123,抽痰管，內含手控接頭,178.0,2021-02-09,6,True,2.0,5.0,2021
1009,DLN5,C02113123,抽痰管，內含手控接頭,847.0,2021-02-19,7,True,3.0,4.0,2021
1010,DLN5,C02113123,抽痰管，內含手控接頭,1184.0,2021-02-26,8,True,5.0,2.0,2021
1024,DLN5,C02113123,抽痰管，內含手控接頭,1281.0,2021-03-07,9,False,4.0,3.0,2021
1028,DLN5,C02113123,抽痰管，內含手控接頭,1052.0,2021-03-14,10,False,5.0,2.0,2021
1031,DLN5,C02113123,抽痰管，內含手控接頭,1141.0,2021-03-19,11,True,5.0,2.0,2021
1036,DLN5,C02113123,抽痰管，內含手控接頭,997.0,2021-03-28,12,False,5.0,2.0,2021
1039,DLN5,C02113123,抽痰管，內含手控接頭,866.0,2021-04-04,13,False,4.0,3.0,2021
1040,DLN5,C02113123,抽痰管，內含手控接頭,1081.0,2021-04-05,14,False,4.0,3.0,2021
1043,DLN5,C02113123,抽痰管，內含手控接頭,853.0,2021-04-14,15,True,5.0,2.0,2021
1044,DLN5,C02113123,抽痰管，內含手控接頭,660.0,2021-04-19,16,True,5.0,2.0,2021
120,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,881.0,2021-04-27,17,True,5.0,2.0,2021
1046,DLN5,C02113123,抽痰管，內含手控接頭,956.0,2021-05-07,18,True,5.0,2.0,2021
1048,DLN5,C02113123,抽痰管，內含手控接頭,861.0,2021-05-16,19,False,5.0,2.0,2021
1053,DLN5,C02113123,抽痰管，內含手控接頭,851.0,2021-05-22,20,False,5.0,2.0,2021
1069,DLN5,C02113123,抽痰管，內含手控接頭,1003.0,2021-05-30,21,False,5.0,2.0,2021
1078,DLN5,C02113123,抽痰管，內含手控接頭,1004.0,2021-06-06,22,False,5.0,2.0,2021
1094,DLN5,C02113123,抽痰管，內含手控接頭,1097.0,2021-06-13,23,False,5.0,2.0,2021
1121,DLN5,C02113123,抽痰管，內含手控接頭,1150.0,2021-06-20,24,False,4.0,3.0,2021
1136,DLN5,C02113123,抽痰管，內含手控接頭,955.0,2021-06-27,25,False,5.0,2.0,2021
1157,DLN5,C02113123,抽痰管，內含手控接頭,1201.0,2021-07-04,26,False,5.0,2.0,2021
1170,DLN5,C02113123,抽痰管，內含手控接頭,1292.0,2021-07-11,27,False,5.0,2.0,2021
1175,DLN5,C02113123,抽痰管，內含手控接頭,1268.0,2021-07-17,28,False,5.0,2.0,2021
1179,DLN5,C02113123,抽痰管，內含手控接頭,1010.0,2021-07-22,29,True,5.0,2.0,2021
1182,DLN5,C02113123,抽痰管，內含手控接頭,983.0,2021-07-29,30,True,5.0,2.0,2021
1183,DLN5,C02113123,抽痰管，內含手控接頭,948.0,2021-08-07,31,False,5.0,2.0,2021
1184,DLN5,C02113123,抽痰管，內含手控接頭,847.0,2021-08-09,32,True,5.0,2.0,2021
1185,DLN5,C02113123,抽痰管，內含手控接頭,888.0,2021-08-19,33,True,5.0,2.0,2021
1190,DLN5,C02113123,抽痰管，內含手控接頭,1009.0,2021-08-29,34,False,5.0,2.0,2021
1196,DLN5,C02113123,抽痰管，內含手控接頭,1300.0,2021-09-04,35,False,4.0,3.0,2021
1205,DLN5,C02113123,抽痰管，內含手控接頭,1291.0,2021-09-12,36,False,5.0,2.0,2021
1213,DLN5,C02113123,抽痰管，內含手控接頭,1165.0,2021-09-19,37,False,5.0,2.0,2021
1215,DLN5,C02113123,抽痰管，內含手控接頭,847.0,2021-09-26,38,True,3.0,4.0,2021
1219,DLN5,C02113123,抽痰管，內含手控接頭,1257.0,2021-10-03,39,False,5.0,2.0,2021
1230,DLN5,C02113123,抽痰管，內含手控接頭,919.0,2021-10-07,40,False,5.0,2.0,2021
144,DLN5,B03110120,人工薄膜,709.0,2021-10-16,41,False,4.0,3.0,2021
145,DLN5,B03110120,人工薄膜,736.0,2021-10-22,42,True,5.0,2.0,2021
1238,DLN5,C02113123,抽痰管，內含手控接頭,947.0,2021-10-31,43,False,5.0,2.0,2021
1249,DLN5,C02113123,抽痰管，內含手控接頭,987.0,2021-11-07,44,False,5.0,2.0,2021
1254,DLN5,C02113123,抽痰管，內含手控接頭,1061.0,2021-11-12,45,True,5.0,2.0,2021
149,DLN5,B03110120,人工薄膜,874.0,2021-11-20,46,False,5.0,2.0,2021
1256,DLN5,C02113123,抽痰管，內含手控接頭,1159.0,2021-11-26,47,True,5.0,2.0,2021
151,DLN5,B08143445,紗布墊 4〞X4〞X8Ply,985.0,2021-12-02,48,True,5.0,2.0,2021
1259,DLN5,C02113123,抽痰管，內含手控接頭,945.0,2021-12-11,49,False,5.0,2.0,2021
1267,DLN5,C02113123,抽痰管，內含手控接頭,1118.0,2021-12-19,50,False,5.0,2.0,2021
1270,DLN5,C02113123,抽痰管，內含手控接頭,1153.0,2021-12-25,51,False,5.0,2.0,2021
1272,DLN5,C02113123,抽痰管，內含手控接頭,622.0,2021-12-29,52,True,4.0,2.0,2021
