,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
38,DLN5,A02120180,塑膠注射針頭,38.0,39,2019,26.5,7.94,63.0
39,DLN5,A02120180,塑膠注射針頭,45.0,40,2019,32.25,4.35,18.92
40,DLN5,A02120180,塑膠注射針頭,45.0,41,2019,36.5,6.56,43.0
41,DLN5,A02120180,塑膠注射針頭,51.0,42,2019,39.5,7.14,51.0
42,DLN5,A02120180,塑膠注射針頭,64.0,43,2019,44.75,5.32,28.25
43,DLN5,A02120180,塑膠注射針頭,27.0,44,2019,51.25,8.96,80.25
44,DLN5,A02120180,塑膠注射針頭,28.0,45,2019,46.75,15.37,236.25
45,DLN5,A02120180,塑膠注射針頭,28.0,46,2019,42.5,18.12,328.33
46,DLN5,A02120180,塑膠注射針頭,42.0,47,2019,36.75,18.17,330.25
47,DLN5,A02120180,塑膠注射針頭,23.0,48,2019,31.25,7.18,51.58
48,DLN5,A02120180,塑膠注射針頭,39.0,49,2019,30.25,8.18,66.92
49,DLN5,A02120180,塑膠注射針頭,35.0,50,2019,33.0,8.98,80.67
50,DLN5,A02120180,塑膠注射針頭,52.0,51,2019,34.75,8.34,69.58
51,DLN5,A02120180,塑膠注射針頭,53.0,52,2019,37.25,11.95,142.92
52,DLN5,A02120180,塑膠注射針頭,8.0,1,2020,44.75,9.11,82.92
53,DLN5,A02120180,塑膠注射針頭,22.0,2,2020,37.0,21.02,442.0
54,DLN5,A02120180,塑膠注射針頭,27.0,3,2020,33.75,22.4,501.58
55,DLN5,A02120180,塑膠注射針頭,2.0,4,2020,27.5,18.81,353.67
56,DLN5,A02120180,塑膠注射針頭,6.0,5,2020,14.75,11.7,136.92
57,DLN5,A02120180,塑膠注射針頭,17.0,6,2020,14.25,12.12,146.92
58,DLN5,A02120180,塑膠注射針頭,19.0,7,2020,13.0,11.28,127.33
59,DLN5,A02120180,塑膠注射針頭,16.0,8,2020,11.0,8.29,68.67
60,DLN5,A02120180,塑膠注射針頭,12.0,9,2020,14.5,5.8,33.67
61,DLN5,A02120180,塑膠注射針頭,44.0,10,2020,16.0,2.94,8.67
62,DLN5,A02120180,塑膠注射針頭,36.0,11,2020,22.75,14.45,208.92
63,DLN5,A02120180,塑膠注射針頭,27.0,12,2020,27.0,15.45,238.67
64,DLN5,A02120180,塑膠注射針頭,79.0,13,2020,29.75,13.72,188.25
65,DLN5,A02120180,塑膠注射針頭,133.0,14,2020,46.5,22.75,517.67
66,DLN5,A02120180,塑膠注射針頭,119.0,15,2020,68.75,48.47,2349.58
67,DLN5,A02120180,塑膠注射針頭,81.0,16,2020,89.5,47.54,2259.67
68,DLN5,A02120180,塑膠注射針頭,106.0,17,2020,103.0,27.18,738.67
69,DLN5,A02120180,塑膠注射針頭,80.0,18,2020,109.75,22.11,488.92
70,DLN5,A02120180,塑膠注射針頭,52.0,19,2020,96.5,19.23,369.67
71,DLN5,A02120180,塑膠注射針頭,67.0,20,2020,79.75,22.07,486.92
72,DLN5,A02120180,塑膠注射針頭,21.0,21,2020,76.25,22.9,524.25
73,DLN5,A02120180,塑膠注射針頭,39.0,22,2020,55.0,25.39,644.67
74,DLN5,A02120180,塑膠注射針頭,54.0,23,2020,44.75,19.53,381.58
75,DLN5,A02120180,塑膠注射針頭,55.0,24,2020,45.25,19.81,392.25
76,DLN5,A02120180,塑膠注射針頭,58.0,25,2020,42.25,15.95,254.25
77,DLN5,A02120180,塑膠注射針頭,70.0,26,2020,51.5,8.5,72.33
78,DLN5,A02120180,塑膠注射針頭,89.0,27,2020,59.25,7.37,54.25
79,DLN5,A02120180,塑膠注射針頭,59.0,28,2020,68.0,15.43,238.0
80,DLN5,A02120180,塑膠注射針頭,30.0,29,2020,69.0,14.4,207.33
81,DLN5,A02120180,塑膠注射針頭,37.0,30,2020,62.0,24.67,608.67
82,DLN5,A02120180,塑膠注射針頭,18.0,31,2020,53.75,26.55,704.92
83,DLN5,A02120180,塑膠注射針頭,34.0,32,2020,36.0,17.22,296.67
84,DLN5,A02120180,塑膠注射針頭,46.0,33,2020,29.75,8.34,69.58
85,DLN5,A02120180,塑膠注射針頭,37.0,34,2020,33.75,11.67,136.25
86,DLN5,A02120180,塑膠注射針頭,102.0,35,2020,33.75,11.67,136.25
87,DLN5,A02120180,塑膠注射針頭,39.0,36,2020,54.75,31.91,1018.25
88,DLN5,A02120180,塑膠注射針頭,54.0,37,2020,56.0,30.91,955.33
89,DLN5,A02120180,塑膠注射針頭,55.0,38,2020,58.0,30.3,918.0
90,DLN5,A02120180,塑膠注射針頭,31.0,39,2020,62.5,27.33,747.0
91,DLN5,A02120180,塑膠注射針頭,21.0,40,2020,44.75,11.73,137.58
92,DLN5,A02120180,塑膠注射針頭,13.0,41,2020,40.25,16.96,287.58
93,DLN5,A02120180,塑膠注射針頭,71.0,42,2020,30.0,18.22,332.0
94,DLN5,A02120180,塑膠注射針頭,37.0,43,2020,34.0,25.74,662.67
95,DLN5,A02120180,塑膠注射針頭,22.0,44,2020,35.5,25.68,659.67
96,DLN5,A02120180,塑膠注射針頭,20.0,45,2020,35.75,25.5,650.25
97,DLN5,A02120180,塑膠注射針頭,28.0,46,2020,37.5,23.59,556.33
98,DLN5,A02120180,塑膠注射針頭,44.0,47,2020,26.75,7.63,58.25
99,DLN5,A02120180,塑膠注射針頭,17.0,48,2020,28.5,10.88,118.33
100,DLN5,A02120180,塑膠注射針頭,47.0,49,2020,27.25,12.09,146.25
101,DLN5,A02120180,塑膠注射針頭,37.0,50,2020,34.0,14.07,198.0
102,DLN5,A02120180,塑膠注射針頭,35.0,51,2020,36.25,13.5,182.25
103,DLN5,A02120180,塑膠注射針頭,25.0,52,2020,34.0,12.49,156.0
104,DLN5,A02120180,塑膠注射針頭,56.0,1,2021,36.0,9.02,81.33
105,DLN5,A02120180,塑膠注射針頭,46.0,2,2021,38.25,12.95,167.58
106,DLN5,A02120180,塑膠注射針頭,69.0,3,2021,40.5,13.43,180.33
107,DLN5,A02120180,塑膠注射針頭,53.0,4,2021,49.0,18.57,344.67
108,DLN5,A02120180,塑膠注射針頭,62.0,5,2021,56.0,9.63,92.67
109,DLN5,A02120180,塑膠注射針頭,3.0,6,2021,57.5,10.08,101.67
110,DLN5,A02120180,塑膠注射針頭,21.0,7,2021,46.75,29.89,893.58
111,DLN5,A02120180,塑膠注射針頭,28.0,8,2021,34.75,27.52,757.58
112,DLN5,A02120180,塑膠注射針頭,52.0,9,2021,28.5,24.69,609.67
113,DLN5,A02120180,塑膠注射針頭,41.0,10,2021,26.0,20.28,411.33
114,DLN5,A02120180,塑膠注射針頭,15.0,11,2021,35.5,13.77,189.67
115,DLN5,A02120180,塑膠注射針頭,32.0,12,2021,34.0,16.02,256.67
116,DLN5,A02120180,塑膠注射針頭,21.0,13,2021,35.0,15.64,244.67
117,DLN5,A02120180,塑膠注射針頭,43.0,14,2021,27.25,11.56,133.58
118,DLN5,A02120180,塑膠注射針頭,28.0,15,2021,27.75,12.37,152.92
119,DLN5,A02120180,塑膠注射針頭,7.0,16,2021,31.0,9.2,84.67
120,DLN5,A02120180,塑膠注射針頭,19.0,17,2021,24.75,14.97,224.25
121,DLN5,A02120180,塑膠注射針頭,34.0,18,2021,24.25,15.17,230.25
122,DLN5,A02120180,塑膠注射針頭,26.0,19,2021,22.0,11.75,138.0
123,DLN5,A02120180,塑膠注射針頭,16.0,20,2021,21.5,11.45,131.0
124,DLN5,A02120180,塑膠注射針頭,35.0,21,2021,23.75,8.02,64.25
125,DLN5,A02120180,塑膠注射針頭,47.0,22,2021,27.75,8.81,77.58
126,DLN5,A02120180,塑膠注射針頭,37.0,23,2021,31.0,13.19,174.0
127,DLN5,A02120180,塑膠注射針頭,48.0,24,2021,33.75,12.95,167.58
128,DLN5,A02120180,塑膠注射針頭,36.0,25,2021,41.75,6.7,44.92
129,DLN5,A02120180,塑膠注射針頭,75.0,26,2021,42.0,6.38,40.67
130,DLN5,A02120180,塑膠注射針頭,32.0,27,2021,49.0,18.17,330.0
131,DLN5,A02120180,塑膠注射針頭,27.0,28,2021,47.75,19.4,376.25
132,DLN5,A02120180,塑膠注射針頭,55.0,29,2021,42.5,21.98,483.0
133,DLN5,A02120180,塑膠注射針頭,37.0,30,2021,47.25,22.16,490.92
134,DLN5,A02120180,塑膠注射針頭,27.0,31,2021,37.75,12.2,148.92
135,DLN5,A02120180,塑膠注射針頭,20.0,32,2021,36.5,13.2,174.33
136,DLN5,A02120180,塑膠注射針頭,20.0,33,2021,34.75,15.2,230.92
137,DLN5,A02120180,塑膠注射針頭,35.0,34,2021,26.0,8.04,64.67
138,DLN5,A02120180,塑膠注射針頭,39.0,35,2021,25.5,7.14,51.0
139,DLN5,A02120180,塑膠注射針頭,27.0,36,2021,28.5,9.95,99.0
140,DLN5,A02120180,塑膠注射針頭,34.0,37,2021,30.25,8.46,71.58
141,DLN5,A02120180,塑膠注射針頭,24.0,38,2021,33.75,4.99,24.92
142,DLN5,A02120180,塑膠注射針頭,27.0,39,2021,31.0,6.78,46.0
143,DLN5,A02120180,塑膠注射針頭,28.0,40,2021,28.0,4.24,18.0
144,DLN5,A02120180,塑膠注射針頭,9.0,41,2021,28.25,4.19,17.58
145,DLN5,A02120180,塑膠注射針頭,18.0,42,2021,22.0,8.83,78.0
146,DLN5,A02120180,塑膠注射針頭,7.0,43,2021,20.5,8.89,79.0
147,DLN5,A02120180,塑膠注射針頭,33.0,44,2021,15.5,9.61,92.33
148,DLN5,A02120180,塑膠注射針頭,21.0,45,2021,16.75,11.84,140.25
149,DLN5,A02120180,塑膠注射針頭,21.0,46,2021,19.75,10.69,114.25
150,DLN5,A02120180,塑膠注射針頭,49.0,47,2021,20.5,10.63,113.0
151,DLN5,A02120180,塑膠注射針頭,56.0,48,2021,31.0,13.27,176.0
152,DLN5,A02120180,塑膠注射針頭,37.0,49,2021,36.75,18.41,338.92
153,DLN5,A02120180,塑膠注射針頭,13.0,50,2021,40.75,15.33,234.92
154,DLN5,A02120180,塑膠注射針頭,31.0,51,2021,38.75,18.87,356.25
155,DLN5,A02120180,塑膠注射針頭,15.0,52,2021,34.25,17.73,314.25
