,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),內部秏損量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
11,2020-10-12,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,42,,,,,,,,,,,,
12,2020-11-02,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,45,,,,,,,,,,,,
13,2020-12-14,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,51,,,,,,,,,,,,
14,2020-12-28,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,53,,,,,,,,,,,,
0,2021-01-11,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,2,,,,,,,,,,,,
1,2021-01-23,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,-4.0,-4.0,0.0,3,,,,,,,,,,,,
2,2021-01-28,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,4,,,,,,,,,,,,
3,2021-02-01,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-03-22,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,12,,,,,,,,,,,,
5,2021-04-12,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,15,,,,,,,,,,,,
6,2021-05-03,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,18,,,,,,,,,,,,
7,2021-05-24,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,21,,,,,,,,,,,,
8,2021-07-05,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,27,,,,,,,,,,,,
9,2021-08-02,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2021-08-30,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2021-09-06,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2021-09-27,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2021-11-01,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,44,,,,,,,,,,,,
14,2021-12-06,K80001908,定量尿沈渣離心管-(紅蓋管),100支/包,支,T,10.0,0.0,0.0,10.0,10.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
