,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數
26,DLN5,A02120275,塑膠注射針頭,1.0,2021-05-11,True,19,2021,5.0,2.0
27,DLN5,A02120275,塑膠注射針頭,1.0,2021-05-13,True,19,2021,5.0,2.0
28,DLN5,A02120275,塑膠注射針頭,1.0,2021-05-14,True,19,2021,5.0,2.0
29,DLN5,A02120275,塑膠注射針頭,1.0,2021-05-17,True,20,2021,5.0,2.0
30,DLN5,A02120275,塑膠注射針頭,1.0,2021-05-21,True,20,2021,5.0,2.0
31,DLN5,A02120275,塑膠注射針頭,1.0,2021-06-01,True,22,2021,5.0,2.0
32,DLN5,A02120275,塑膠注射針頭,1.0,2021-06-03,True,22,2021,5.0,2.0
33,DLN5,A02120275,塑膠注射針頭,1.0,2021-06-07,True,23,2021,5.0,2.0
34,DLN5,A02120275,塑膠注射針頭,2.0,2021-06-25,True,25,2021,5.0,2.0
35,DLN5,A02120275,塑膠注射針頭,2.0,2021-07-07,True,27,2021,5.0,2.0
36,DLN5,A02120275,塑膠注射針頭,1.0,2021-07-13,True,28,2021,5.0,2.0
37,DLN5,A02120275,塑膠注射針頭,1.0,2021-07-16,True,28,2021,5.0,2.0
38,DLN5,A02120275,塑膠注射針頭,1.0,2021-07-29,True,30,2021,5.0,2.0
39,DLN5,A02120275,塑膠注射針頭,1.0,2021-07-30,True,30,2021,5.0,2.0
40,DLN5,A02120275,塑膠注射針頭,1.0,2021-08-05,True,31,2021,5.0,2.0
41,DLN5,A02120275,塑膠注射針頭,1.0,2021-08-12,True,32,2021,5.0,2.0
42,DLN5,A02120275,塑膠注射針頭,1.0,2021-08-20,True,33,2021,5.0,2.0
43,DLN5,A02120275,塑膠注射針頭,1.0,2021-08-20,True,33,2021,5.0,2.0
44,DLN5,A02120275,塑膠注射針頭,1.0,2021-08-27,True,34,2021,5.0,2.0
45,DLN5,A02120275,塑膠注射針頭,1.0,2021-08-30,True,35,2021,4.0,3.0
46,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-01,True,35,2021,4.0,3.0
47,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-02,True,35,2021,4.0,3.0
48,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-02,True,35,2021,4.0,3.0
49,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-13,True,37,2021,5.0,2.0
50,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-17,True,37,2021,5.0,2.0
51,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-23,True,38,2021,3.0,4.0
52,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-24,True,38,2021,3.0,4.0
53,DLN5,A02120275,塑膠注射針頭,1.0,2021-09-30,True,39,2021,5.0,2.0
54,DLN5,A02120275,塑膠注射針頭,1.0,2021-10-08,True,40,2021,5.0,2.0
55,DLN5,A02120275,塑膠注射針頭,1.0,2021-10-14,True,41,2021,4.0,3.0
56,DLN5,A02120275,塑膠注射針頭,1.0,2021-10-22,True,42,2021,5.0,2.0
57,DLN5,A02120275,塑膠注射針頭,1.0,2021-10-22,True,42,2021,5.0,2.0
58,DLN5,A02120275,塑膠注射針頭,1.0,2021-12-16,True,50,2021,5.0,2.0
59,DLN5,A02120275,塑膠注射針頭,1.0,2021-12-22,True,51,2021,5.0,2.0
60,DLN5,A02120275,塑膠注射針頭,1.0,2021-12-24,True,51,2021,5.0,2.0
61,DLN5,A02120275,塑膠注射針頭,1.0,2021-12-30,True,52,2021,4.0,2.0
62,DLN5,A02120275,塑膠注射針頭,1.0,2022/1/26,True,4,2022,5.0,2.0
63,DLN5,A02120275,塑膠注射針頭,1.0,2022/3/21,True,12,2022,5.0,2.0
64,DLN5,A02120275,塑膠注射針頭,1.0,2022/4/1,True,13,2022,5.0,2.0
65,DLN5,A02120275,塑膠注射針頭,1.0,2022/4/11,True,15,2022,5.0,2.0
66,DLN5,A02120275,塑膠注射針頭,1.0,2022/4/29,True,17,2022,5.0,2.0
67,DLN5,A02120275,塑膠注射針頭,1.0,2022/5/6,True,18,2022,5.0,2.0
68,DLN5,A02120275,塑膠注射針頭,1.0,2022/5/13,True,19,2022,5.0,2.0
69,DLN5,A02120275,塑膠注射針頭,1.0,2022/5/26,True,21,2022,5.0,2.0
70,DLN5,A02120275,塑膠注射針頭,1.0,2022/6/2,True,22,2022,4.0,3.0
71,DLN5,A02120275,塑膠注射針頭,1.0,2022/7/26,True,30,2022,5.0,2.0
72,DLN5,A02120275,塑膠注射針頭,1.0,2022/8/25,True,34,2022,5.0,2.0
73,DLN5,A02120275,塑膠注射針頭,1.0,2022/9/8,True,36,2022,4.0,3.0
74,DLN5,A02120275,塑膠注射針頭,1.0,2022/10/7,False,40,2022,5.0,2.0
75,DLN5,A02120275,塑膠注射針頭,1.0,2022/10/22,False,42,2022,5.0,2.0
