料號,品名,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
A00120213,20CC塑膠注射空針直插  (無螺紋),0.0,0.0,2.0,0.0,10.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0
A01130509,塑膠灌食空針,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02120180,塑膠注射針頭,0.0,0.0,7.0,0.0,11.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0
C00120168,二叉留置導尿管16FR,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00130182,三叉導尿管(矽化塗層)-18Fr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I20100104,心電圖電極貼片,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0
A04200020,精密控制輸液套附免針加藥座,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
A04300023,急速輸血套附Y型管,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04300306,白血球去除過濾器/紅血球專用,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04411370,胰島素筆型注射器針頭32G x 4mm,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,76.0
B13500651,無菌手套 6.5 Fr有粉,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B13500704,無菌手套 7.0 Fr有粉,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C13931457,安全注射器回拉式5ML,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120504,50cc塑膠注射空針-非螺紋,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02513167,鼻胃管16Fr  可顯影125cm,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02514164,矽質胃管  16FR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F36005006,單一無菌引流袋 500cc,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08142226,紗布墊 2〞x2〞x8ply,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
A02120275,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00211067,橡皮導尿管1wayNo12美規,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D56083149,4-0可吸收性化學縫合線,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A00421190,胰島素安全注射筒附針-30G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
A02120225,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
B06805000,"牙棒附海綿,牙粉",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
B13331008,P.E.手套，己消毒，單支,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A00421108,1cc 胰島素注射空針-31G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
