料號,品名,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
A46441986,幫浦輸液套(一般型),44.0,19.0,64.0,107.0,34.0,34.0,38.0,21.0,17.0,20.0,9.0,11.0
A46443607,硝酸甘油輸液套,6.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0
A46445209,幫浦輸液套 (含加藥筒),2.0,5.0,5.0,4.0,5.0,2.0,6.0,4.0,4.0,2.0,14.0,4.0
B00304056,彈性紗捲,5.0,2.0,17.0,18.0,16.0,1.0,1.0,7.0,9.0,1.0,5.0,0.0
B00306050,彈性紗捲,8.0,2.0,16.0,29.0,16.0,12.0,0.0,0.0,6.0,4.0,1.0,0.0
B03106859,人工薄膜,368.0,349.0,364.0,359.0,396.0,372.0,421.0,378.0,342.0,335.0,366.0,300.0
B03110120,人工薄膜,29.0,44.0,42.0,71.0,63.0,36.0,46.0,44.0,43.0,10.0,24.0,5.0
B03600101,紙洞巾-外科覆蓋巾 含背膠,3.0,4.0,5.0,5.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,3.0
B03647700,紙治療巾,3.0,3.0,6.0,14.0,7.0,1.0,4.0,13.0,0.0,2.0,0.0,1.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,3.0,4.0,6.0,56.0,12.0,5.0,7.0,2.0,3.0,5.0,6.0,1.0
B08142226,紗布墊 2〞x2〞x8ply,2.0,10.0,0.0,3.0,0.0,0.0,0.0,11.0,6.0,4.0,2.0,4.0
B08143445,紗布墊 4〞X4〞X8Ply,3.0,20.0,9.0,46.0,36.0,6.0,7.0,7.0,8.0,9.0,7.0,2.0
B08518181,滅菌腹部墊18x18〞(45x45cm),4.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B10137087,愛康膚銀親水性纖維膚料,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B13500651,無菌手套 6.5 Fr有粉,2.0,5.0,4.0,4.0,10.0,5.0,9.0,4.0,0.0,2.0,0.0,2.0
B13500704,無菌手套 7.0 Fr有粉,4.0,6.0,9.0,6.0,1.0,1.0,3.0,4.0,4.0,4.0,6.0,1.0
B13500754,無菌手套 7.5 Fr有粉,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120142,二叉留置導尿管14FR,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,3.0
C00120168,二叉留置導尿管16FR,18.0,20.0,21.0,9.0,26.0,32.0,25.0,27.0,43.0,26.0,35.0,44.0
C00120184,二叉留置導尿管18FR,2.0,1.0,3.0,3.0,3.0,8.0,13.0,6.0,4.0,3.0,9.0,5.0
C00120229,二叉留置導尿管 22FR,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00123169,二叉矽質導尿管-16Fr,4.0,5.0,7.0,4.0,11.0,11.0,9.0,7.0,6.0,4.0,3.0,2.0
C00123185,二叉矽質導尿管-18Fr,2.0,3.0,5.0,0.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0
C00123204,二叉矽質導尿管-20Fr,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0
C00130182,三叉導尿管(矽化塗層)-18Fr,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C00130201,三叉導尿管(矽化塗層)-20Fr,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
C00211067,橡皮導尿管1wayNo12美規,1.0,2.0,0.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0
C00211075,橡皮導尿管1wayNo14美規,14.0,12.0,13.0,7.0,10.0,18.0,17.0,19.0,12.0,16.0,21.0,6.0
C00733004,3 Lumen  輸液導管組,4.0,3.0,5.0,9.0,8.0,7.0,8.0,2.0,5.0,5.0,8.0,0.0
C02113123,抽痰管，內含手控接頭,3093.0,2880.0,3714.0,2482.0,2696.0,3186.0,4321.0,2547.0,2670.0,2634.0,2235.0,1371.0
C02513167,鼻胃管16Fr  可顯影125cm,9.0,1.0,3.0,11.0,7.0,8.0,13.0,7.0,12.0,7.0,10.0,6.0
C02513183,鼻胃管18Fr  可顯影125cm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02514164,矽質胃管  16FR,15.0,18.0,22.0,14.0,19.0,15.0,30.0,17.0,19.0,12.0,21.0,12.0
C02514180,矽質胃管  18FR,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0
C02723000,氧氣鼻管 O2雙管 2-Way,15.0,8.0,24.0,16.0,14.0,12.0,17.0,23.0,18.0,11.0,15.0,13.0
C02911226,灌腸管,17.0,4.0,2.0,2.0,5.0,7.0,10.0,6.0,6.0,4.0,4.0,1.0
C02911242,灌腸管,5.0,2.0,0.0,2.0,3.0,8.0,5.0,8.0,1.0,1.0,0.0,1.0
C03613006,高壓延長管(公針基-母針基),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
C03613202,TPN FILTER SET,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
C08224705,氣管內管PVC,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C08224755,氣管內管PVC,1.0,4.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0
C09113011,加長型氣切套管  No.7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C09133700,氣切套管 Cuff 7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13830005,IV注射帽,316.0,297.0,336.0,312.0,334.0,332.0,356.0,295.0,292.0,265.0,310.0,259.0
C13930399,T型連接管,354.0,318.0,343.0,345.0,382.0,345.0,408.0,358.0,328.0,322.0,352.0,289.0
C13931431,安全注射器回拉式3ml,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
C13941807,抽痰連接管,30.0,35.0,47.0,19.0,46.0,36.0,36.0,32.0,26.0,19.0,33.0,18.0
C14000004,輸液延長管,19.0,12.0,30.0,22.0,27.0,15.0,28.0,23.0,23.0,18.0,14.0,8.0
C14700174,氧氣導管接管,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
D00320301,3-0 尼龍線  Nylon,4.0,4.0,3.0,9.0,7.0,5.0,7.0,2.0,5.0,5.0,6.0,0.0
F01321004,廢液收集器-開刀房區(有止溢閥),49.0,46.0,75.0,31.0,70.0,51.0,57.0,53.0,44.0,49.0,59.0,24.0
F01700003,真空吸引瓶,8.0,6.0,21.0,19.0,15.0,11.0,13.0,17.0,13.0,18.0,13.0,29.0
F36005006,單一無菌引流袋 500cc,8.0,7.0,8.0,6.0,15.0,17.0,19.0,6.0,9.0,8.0,12.0,6.0
F41200000,痰液收集器,12.0,11.0,7.0,14.0,16.0,14.0,15.0,14.0,11.0,12.0,12.0,8.0
G81500272,血糖試紙,1906.0,1746.0,1646.0,1533.0,2061.0,2301.0,2331.0,2324.0,2413.0,1993.0,2324.0,2294.0
I20100104,心電圖電極貼片,198.0,202.0,232.0,253.0,441.0,343.0,321.0,285.0,485.0,409.0,474.0,301.0
I20115199,克萊福藥物準備系統組件,21.0,23.0,22.0,21.0,18.0,25.0,10.0,0.0,2.0,2.0,1.0,0.0
I20130346,藥物準備系統組件Adapter,18.0,19.0,14.0,15.0,16.0,17.0,7.0,0.0,1.0,2.0,1.0,0.0
J00202019,勤達豪華型尿袋 (滅菌),45.0,41.0,47.0,32.0,64.0,66.0,62.0,54.0,63.0,42.0,58.0,61.0
K80004044,Push Button Blood Collection,414.0,332.0,419.0,356.0,486.0,424.0,523.0,429.0,445.0,420.0,286.0,290.0
K82430329,痰盒-綠蓋,2.0,0.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
N00801503,手榴彈吸引球 125-150cc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P21800002,Lapack  人工肛門袋,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T01101016,氧氣口罩成人含接管,2.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,5.0,0.0
T01101024,噴霧氧氣口罩，Aerosol Mask,16.0,9.0,18.0,7.0,15.0,14.0,13.0,10.0,10.0,14.0,8.0,4.0
T01300007,多重濃度氧氣口罩,5.0,9.0,11.0,4.0,6.0,4.0,14.0,7.0,5.0,7.0,10.0,5.0
T01612024,不再吸入口罩,3.0,4.0,7.0,3.0,4.0,6.0,7.0,3.0,3.0,6.0,6.0,5.0
T01910532,丟棄式人工甦醒球,1.0,3.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0
T04220215,微量噴霧器,15.0,10.0,15.0,12.0,14.0,15.0,18.0,15.0,12.0,18.0,9.0,7.0
U00202042,塑膠三路考克 3Way附Luer Lock,8.0,3.0,11.0,5.0,4.0,8.0,1.0,4.0,0.0,5.0,2.0,1.0
U90480016,中央靜脈導管包布,4.0,4.0,4.0,10.0,7.0,6.0,8.0,2.0,5.0,5.0,6.0,0.0
U91700000,丟棄式導尿包,42.0,41.0,47.0,26.0,55.0,68.0,66.0,63.0,73.0,53.0,71.0,69.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),32.0,22.0,27.0,33.0,32.0,25.0,44.0,33.0,30.0,15.0,32.0,20.0
V02204118,手術刀片,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
Y12876111,康威 多愛膚親水性敷料(人工皮),2.0,0.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Y12876309,康威 多愛膚超薄型敷料(人工皮),3.0,1.0,9.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0
Y87164971,柏朗輸液轉換閥-抗脂抗藥性,10.0,5.0,8.0,12.0,6.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0
Z25211869,N95口罩(第2等級)三瓣型,3.0,3.0,3.0,3.0,9.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0
A04200020,精密控制輸液套附免針加藥座,0.0,1.0,1.0,5.0,4.0,0.0,2.0,3.0,1.0,3.0,3.0,4.0
B00206057,彈性繃帶-非滅菌,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B03251164,紙膠布,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B03500039,三角巾,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B04805109,豬尾巴導管組專用貼布(use for5~12F),0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0
B06805000,"牙棒附海綿,牙粉",0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08142337,紗布墊 3〞x3〞x8ply,0.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,1.0
B08400467,燙傷大紗布Y型織法,0.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
B13331008,P.E.手套，己消毒，單支,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120203,二叉留置導尿管20FR,0.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0
C02113107,抽痰管有刻度，內含手控接頭,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
C02113149,抽痰管，內含手控接頭,0.0,16.0,8.0,12.0,1.0,0.0,0.0,0.0,10.0,17.0,5.0,0.0
C02813013,〞亞康恩〞 導入/引流導管及其附件 (滅菌),0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0
C09133750,氣切套管 Cuff 7.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13931457,安全注射器回拉式5ML,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
C19750804,導引線,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
F00230005,胸腔引流瓶,0.0,3.0,0.0,0.0,0.0,7.0,4.0,7.0,3.0,4.0,7.0,3.0
Y12876206,康威 多愛膚親水性敷料(人工皮),0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
A02120209,塑膠注射針頭,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
A03010033,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1〞,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
A04200038,安全靜脈點滴輸液套(免針式),0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
A06005134,組織切片針 胖胖針,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A10521159,經皮肝膽穿刺針PTC Needle,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B00204053,彈性繃帶-非滅菌,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
C00725000,2 Lumen 抗感染雙重輸液導管組,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
J10907500,〞康諾〞引流袋 (滅菌),0.0,0.0,4.0,4.0,2.0,2.0,3.0,0.0,1.0,2.0,4.0,1.0
K82430234,LABORATORY OF PLASTIC TUBE,0.0,0.0,10.0,7.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
T02140076,鼻咽喉插管NASAL AIRWAY,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T02302016,咬口器 Bite-Block,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
T04300238,噴藥用輔助器,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00712003,『美樂得』注射筒組套(單管),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02318314,〞美迪克〞安全性靜脈留置針,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
A04119488,幫浦輸液套(含加藥筒),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B05469023,6吋棉棒,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08340408,Y型紗布-不織布,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C00130227,三叉導尿管(矽化塗層)-22Fr,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14700201,不鏽鋼導引線J型,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T02140068,鼻咽喉插管NASAL AIRWAY,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T50411323,單一使用潮濕瓶 (未滅菌),0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
A00421108,1cc 胰島素注射空針-31G,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0
A12101002,骨髓穿刺針,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
C00123220,二叉矽質導尿管-22Fr,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C90330003,胸腔引流管,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
U90120001,塑膠CD包 彎盆，鑷子2支，棉球6個，,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Y31060201,迪洛骨髓活體組織切片針-8G,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
C00123143,二叉矽質導尿管-14Fr,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
T01102013,噴霧氧氣口罩，Aerosol Mask,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B04150042,免縫膠布,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
C05110242,胸管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
D00669305,3-0   尼龍線,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
C00703000,中心靜脈導管測壓器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C09154002,可旋式接頭氣切套管(無囊),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
T01410759,氣切口罩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C02911200,灌腸管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A04300409,白血球去除過濾器(血小板專用),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C17711162,膀胱穿刺導管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
J00300505,小腿尿袋,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
T02130909,Oral Airway (Disposable),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A02120225,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
