料號,品名,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
B00304056,彈性紗捲,9.0,7.0,39.0,9.0,12.0,20.0,8.0,25.0,7.0,5.0,19.0,9.0
B00306050,彈性紗捲,14.0,5.0,7.0,18.0,9.0,11.0,2.0,38.0,8.0,10.0,84.0,45.0
B03106859,人工薄膜,266.0,317.0,362.0,386.0,390.0,401.0,333.0,369.0,318.0,372.0,359.0,338.0
B03110120,人工薄膜,47.0,20.0,30.0,56.0,67.0,19.0,28.0,35.0,49.0,38.0,41.0,37.0
B03500039,三角巾,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B03600101,紙洞巾-外科覆蓋巾 含背膠,3.0,5.0,2.0,6.0,5.0,1.0,1.0,3.0,2.0,1.0,5.0,0.0
B03647700,紙治療巾,4.0,5.0,12.0,6.0,5.0,6.0,11.0,5.0,7.0,1.0,8.0,5.0
B04150042,免縫膠布,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,4.0,7.0,10.0,6.0,12.0,24.0,12.0,56.0,6.0,5.0,32.0,11.0
B08143445,紗布墊 4〞X4〞X8Ply,8.0,7.0,25.0,28.0,11.0,35.0,14.0,28.0,9.0,36.0,85.0,30.0
B08400467,燙傷大紗布Y型織法,1.0,0.0,8.0,7.0,0.0,5.0,5.0,25.0,6.0,0.0,7.0,4.0
B13500651,無菌手套 6.5 Fr有粉,7.0,0.0,2.0,6.0,7.0,5.0,7.0,2.0,4.0,2.0,5.0,6.0
B13500704,無菌手套 7.0 Fr有粉,3.0,8.0,16.0,3.0,5.0,6.0,2.0,6.0,5.0,3.0,1.0,6.0
C00120142,二叉留置導尿管14FR,2.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0
C00120168,二叉留置導尿管16FR,20.0,23.0,30.0,23.0,37.0,36.0,36.0,24.0,21.0,36.0,34.0,32.0
C00120184,二叉留置導尿管18FR,3.0,3.0,7.0,8.0,5.0,6.0,5.0,4.0,2.0,3.0,6.0,6.0
C00120203,二叉留置導尿管20FR,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0
C00123143,二叉矽質導尿管-14Fr,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00123169,二叉矽質導尿管-16Fr,2.0,3.0,7.0,9.0,15.0,6.0,7.0,7.0,3.0,5.0,4.0,4.0
C00211075,橡皮導尿管1wayNo14美規,9.0,9.0,17.0,25.0,13.0,32.0,14.0,14.0,28.0,11.0,17.0,6.0
C00733004,3 Lumen  輸液導管組,3.0,5.0,6.0,3.0,9.0,5.0,6.0,10.0,8.0,4.0,2.0,6.0
C02113123,抽痰管，內含手控接頭,1456.0,1991.0,3481.0,4474.0,3689.0,2675.0,3682.0,2306.0,2538.0,2776.0,3324.0,1698.0
C02513167,鼻胃管16Fr  可顯影125cm,10.0,7.0,5.0,4.0,5.0,10.0,6.0,8.0,8.0,6.0,6.0,9.0
C02514164,矽質胃管  16FR,9.0,9.0,22.0,20.0,21.0,19.0,26.0,10.0,14.0,16.0,11.0,14.0
C02723000,氧氣鼻管 O2雙管 2-Way,24.0,21.0,20.0,8.0,18.0,17.0,27.0,18.0,19.0,15.0,20.0,18.0
C02911200,灌腸管,2.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
C02911226,灌腸管,1.0,2.0,2.0,0.0,3.0,4.0,12.0,2.0,4.0,4.0,6.0,4.0
C03613006,高壓延長管(公針基-母針基),1.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0
C08224652,氣管內管PVC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08224705,氣管內管PVC,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
C08224755,氣管內管PVC,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
C13830005,IV注射帽,202.0,251.0,314.0,214.0,295.0,344.0,290.0,315.0,278.0,329.0,315.0,265.0
C13930399,T型連接管,244.0,298.0,363.0,362.0,372.0,380.0,324.0,357.0,308.0,333.0,352.0,317.0
C13941807,抽痰連接管,18.0,21.0,35.0,26.0,38.0,30.0,37.0,25.0,35.0,31.0,45.0,19.0
C14000004,輸液延長管,18.0,29.0,21.0,13.0,28.0,28.0,20.0,44.0,33.0,17.0,24.0,28.0
C14700174,氧氣導管接管,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
D00320301,3-0 尼龍線  Nylon,2.0,5.0,6.0,4.0,8.0,6.0,3.0,5.0,5.0,3.0,2.0,7.0
F01321004,廢液收集器-開刀房區(有止溢閥),30.0,39.0,80.0,57.0,70.0,48.0,66.0,53.0,57.0,37.0,58.0,32.0
F01700003,真空吸引瓶,13.0,16.0,18.0,11.0,6.0,2.0,5.0,3.0,22.0,4.0,4.0,12.0
F36005006,單一無菌引流袋 500cc,8.0,10.0,7.0,12.0,14.0,10.0,18.0,10.0,7.0,12.0,6.0,10.0
F41200000,痰液收集器,8.0,6.0,10.0,6.0,8.0,8.0,11.0,6.0,7.0,9.0,23.0,2.0
G81500272,血糖試紙,1905.0,1848.0,2209.0,2272.0,2098.0,2314.0,1963.0,2155.0,2039.0,1991.0,2080.0,1884.0
I16200040,CPUI用細菌過濾器,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I20100104,心電圖電極貼片,75.0,81.0,321.0,225.0,353.0,303.0,342.0,331.0,283.0,199.0,294.0,210.0
I20115199,克萊福藥物準備系統組件,6.0,10.0,20.0,26.0,23.0,9.0,5.0,12.0,26.0,10.0,16.0,22.0
I20130346,藥物準備系統組件Adapter,4.0,7.0,14.0,18.0,15.0,6.0,5.0,11.0,21.0,5.0,12.0,12.0
J00202019,勤達豪華型尿袋 (滅菌),37.0,35.0,58.0,73.0,79.0,60.0,65.0,44.0,39.0,51.0,55.0,65.0
K80004044,Push Button Blood Collection,331.0,353.0,412.0,384.0,388.0,458.0,412.0,413.0,421.0,344.0,417.0,306.0
K82430329,痰盒-綠蓋,1.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,6.0
T01101016,氧氣口罩成人含接管,1.0,2.0,5.0,0.0,4.0,2.0,5.0,4.0,0.0,2.0,4.0,3.0
T01101024,噴霧氧氣口罩，Aerosol Mask,11.0,11.0,15.0,11.0,11.0,8.0,8.0,15.0,12.0,10.0,13.0,10.0
T01300007,多重濃度氧氣口罩,6.0,6.0,12.0,2.0,9.0,6.0,9.0,8.0,7.0,7.0,7.0,5.0
T01612024,不再吸入口罩,5.0,3.0,9.0,3.0,11.0,4.0,9.0,7.0,4.0,4.0,3.0,8.0
T01910532,丟棄式人工甦醒球,3.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0
T04220215,微量噴霧器,16.0,15.0,25.0,9.0,15.0,11.0,15.0,12.0,10.0,17.0,17.0,10.0
U90480016,中央靜脈導管包布,2.0,6.0,6.0,4.0,8.0,4.0,5.0,8.0,7.0,5.0,2.0,7.0
U91700000,丟棄式導尿包,33.0,40.0,66.0,81.0,85.0,74.0,69.0,47.0,59.0,55.0,57.0,63.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),27.0,19.0,32.0,34.0,25.0,29.0,35.0,14.0,25.0,24.0,25.0,31.0
Y12876111,康威 多愛膚親水性敷料(人工皮),3.0,3.0,1.0,4.0,3.0,5.0,2.0,2.0,0.0,2.0,2.0,3.0
Y31060201,迪洛骨髓活體組織切片針-8G,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0
Y87164971,柏朗輸液轉換閥-抗脂抗藥性,2.0,2.0,5.0,10.0,10.0,3.0,0.0,7.0,9.0,2.0,4.0,8.0
Z25211869,N95口罩(第2等級)三瓣型,6.0,0.0,6.0,0.0,0.0,7.0,8.0,6.0,11.0,0.0,3.0,6.0
A00120102,10cc塑膠注射空針 有螺紋,0.0,4.0,2.0,0.0,3.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0
A00421108,1cc 胰島素注射空針-31G,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A00421174,BD滑蓋式胰島素安全注射筒附針,0.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0
A05124274,硝酸甘油輸液套,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A10122001,腰椎穿刺針-22G,0.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,3.0,8.0,9.0,0.0
B04805109,豬尾巴導管組專用貼布(use for5~12F),0.0,2.0,5.0,4.0,0.0,5.0,0.0,2.0,1.0,0.0,4.0,1.0
B13500754,無菌手套 7.5 Fr有粉,0.0,2.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0
C00123185,二叉矽質導尿管-18Fr,0.0,1.0,8.0,10.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,2.0
C00130182,三叉導尿管(矽化塗層)-18Fr,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00211067,橡皮導尿管1wayNo12美規,0.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,5.0,1.0
C00211083,橡皮導尿管1wayNo16美規,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C02813013,〞亞康恩〞 導入/引流導管及其附件 (滅菌),0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0
C03613202,TPN FILTER SET,0.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
C09154002,可旋式接頭氣切套管(無囊),0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C19750804,導引線,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
F00230005,胸腔引流瓶,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,1.0
J10907500,〞康諾〞引流袋 (滅菌),0.0,6.0,6.0,6.0,0.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0
U00202042,塑膠三路考克 3Way附Luer Lock,0.0,5.0,6.0,5.0,5.0,8.0,7.0,2.0,6.0,7.0,7.0,7.0
V02204118,手術刀片,0.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0
Y12876206,康威 多愛膚親水性敷料(人工皮),0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0
A00120017,1cc PVC注射空針 無螺紋,0.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0
A02120209,塑膠注射針頭,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04300306,白血球去除過濾器/紅血球專用,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04300409,白血球去除過濾器(血小板專用),0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00104103,紗布繃帶,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B05469023,6吋棉棒,0.0,0.0,2.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,5.0,0.0
B08142337,紗布墊 3〞x3〞x8ply,0.0,0.0,1.0,5.0,6.0,22.0,3.0,1.0,0.0,0.0,9.0,6.0
B08320206,Y型紗布-不織布,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00725000,2 Lumen 抗感染雙重輸液導管組,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C00733218,抗感染安全尖端導管組,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C02113107,抽痰管有刻度，內含手控接頭,0.0,0.0,8.0,16.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,16.0
C02514180,矽質胃管  18FR,0.0,0.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0
C09116575,氣切套管雙管- 6CFN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13931431,安全注射器回拉式3ml,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
D00213208,2-0 絲線  2-0 Silkam Precut,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T01410759,氣切口罩,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0
T50411323,單一使用潮濕瓶 (未滅菌),0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Y12876309,康威 多愛膚超薄型敷料(人工皮),0.0,0.0,3.0,0.0,2.0,2.0,6.0,3.0,4.0,3.0,5.0,4.0
A02120233,塑膠注射針頭,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08340408,Y型紗布-不織布,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B08518181,滅菌腹部墊18x18〞(45x45cm),0.0,0.0,0.0,5.0,0.0,4.0,0.0,16.0,0.0,0.0,33.0,14.0
B10238574,島型敷料  3582,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120126,二叉留置導尿管 12FR,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120229,二叉留置導尿管 22FR,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
C00123204,二叉矽質導尿管-20Fr,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
C00130201,三叉導尿管(矽化塗層)-20Fr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0
C02911242,灌腸管,0.0,0.0,0.0,1.0,3.0,3.0,4.0,1.0,3.0,0.0,1.0,2.0
U02000004,T-PIECE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04200038,安全靜脈點滴輸液套(免針式),0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
A06005134,組織切片針 胖胖針,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
A10521159,經皮肝膽穿刺針PTC Needle,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
B08142226,紗布墊 2〞x2〞x8ply,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,4.0,23.0
C00123220,二叉矽質導尿管-22Fr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02113149,抽痰管，內含手控接頭,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
C09133700,氣切套管 Cuff 7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C09133750,氣切套管 Cuff 7.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
T01102021,小孩氧氣罩,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
T02302024,咬口器  Bite-Block,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A00420135,(諾和筆)-胰島素注射筆,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A00712003,『美樂得』注射筒組套(單管),0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
A02120198,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C16221425,豬尾巴型導管組,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C18100201,〞巴德〞 耐吉瑞透析導管15CM,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C18100251,〞巴德〞 耐吉瑞透析導管20CM,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C90330003,胸腔引流管,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
K82430234,LABORATORY OF PLASTIC TUBE,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,7.0,0.0,0.0,7.0
T04300238,噴藥用輔助器,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0
A02318314,〞美迪克〞安全性靜脈留置針,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
T01102013,噴霧氧氣口罩，Aerosol Mask,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A04200020,精密控制輸液套附免針加藥座,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0
B08142448,紗布墊 10cmx10cmx8ply,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
T50412005,Edith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0
C00703153,中央靜脈壓導管組(大人),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C02100500,密閉式抽痰套 12FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
C02113096,抽痰管有刻度內含手控接頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C05110242,胸管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C14700201,不鏽鋼導引線J型,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
T02140068,鼻咽喉插管NASAL AIRWAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00123246,二叉矽質導尿管-24Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A46443607,硝酸甘油輸液套,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0
A46445209,幫浦輸液套 (含加藥筒),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
C40308201,擴張器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C40361165,皮必恩-血管擴張器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D00669305,3-0   尼龍線,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
T02302016,咬口器 Bite-Block,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A46441986,幫浦輸液套(一般型),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
B10137087,愛康膚銀親水性纖維膚料,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
C00130166,三叉導尿管(橡皮)-16Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C00130227,三叉導尿管(矽化塗層)-22Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
