料號,品名,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12
C00123204,二叉矽質導尿管-20Fr,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0
C00211075,橡皮導尿管1wayNo14美規,2.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0
C00733004,3 Lumen  輸液導管組,6.0,3.0,0.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,6.0
C02514164,矽質胃管  16FR,21.0,17.0,22.0,19.0,19.0,17.0,19.0,18.0,14.0,19.0,18.0,20.0
C02514180,矽質胃管  18FR,6.0,8.0,8.0,7.0,8.0,8.0,9.0,7.0,9.0,10.0,7.0,9.0
C02813013,〞亞康恩〞 導入/引流導管及其附件 (滅菌),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02911226,灌腸管,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08224755,氣管內管PVC,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
C09113003,加長型氣切套管,3.0,5.0,7.0,6.0,4.0,5.0,5.0,6.0,8.0,9.0,10.0,8.0
C09113011,加長型氣切套管  No.7.0,2.0,8.0,9.0,8.0,8.0,8.0,9.0,7.0,9.0,7.0,8.0,8.0
C13830005,IV注射帽,2.0,1.0,6.0,2.0,8.0,4.0,6.0,7.0,4.0,3.0,10.0,13.0
C13930399,T型連接管,40.0,58.0,36.0,23.0,30.0,35.0,22.0,44.0,19.0,45.0,38.0,36.0
C14000004,輸液延長管,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0
C14700174,氧氣導管接管,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
D00320301,3-0 尼龍線  Nylon,6.0,1.0,2.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0
D00699402,4-0   尼龍線(不可吸收單股縫線-尼龍線),6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F00230005,胸腔引流瓶,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
F01700003,真空吸引瓶,1.0,1.0,37.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F36005006,單一無菌引流袋 500cc,11.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,4.0,4.0
G81500272,血糖試紙,558.0,352.0,148.0,90.0,129.0,229.0,213.0,79.0,223.0,327.0,404.0,387.0
I16200040,CPUI用細菌過濾器,11.0,11.0,3.0,0.0,8.0,3.0,7.0,2.0,2.0,29.0,0.0,0.0
I20100104,心電圖電極貼片,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J00202019,勤達豪華型尿袋 (滅菌),42.0,46.0,59.0,51.0,58.0,44.0,44.0,39.0,35.0,35.0,46.0,47.0
J10907500,〞康諾〞引流袋 (滅菌),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K80004044,Push Button Blood Collection,87.0,43.0,74.0,63.0,39.0,76.0,74.0,58.0,55.0,76.0,103.0,60.0
K82430329,痰盒-綠蓋,3.0,1.0,1.0,0.0,0.0,3.0,2.0,8.0,1.0,4.0,5.0,3.0
T00030706,微量噴霧器,10.0,13.0,15.0,20.0,13.0,10.0,9.0,13.0,16.0,15.0,13.0,23.0
T02302016,咬口器 Bite-Block,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
T04220215,微量噴霧器,9.0,4.0,3.0,2.0,4.0,10.0,8.0,5.0,3.0,3.0,7.0,6.0
T50412005,Edith,49.0,6.0,8.0,13.0,11.0,7.0,2.0,5.0,23.0,11.0,12.0,16.0
U00202042,塑膠三路考克 3Way附Luer Lock,3.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
U90480016,中央靜脈導管包布,6.0,0.0,1.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,10.0
U91700000,丟棄式導尿包,13.0,13.0,19.0,16.0,14.0,18.0,18.0,13.0,11.0,14.0,13.0,18.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),14.0,18.0,14.0,2.0,11.0,6.0,4.0,7.0,3.0,12.0,9.0,13.0
V02204118,手術刀片,4.0,2.0,3.0,3.0,2.0,1.0,2.0,6.0,3.0,1.0,1.0,4.0
A04200038,安全靜脈點滴輸液套(免針式),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04411370,胰島素筆型注射器針頭32G x 4mm,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C09133803,氣切套管 Cuff 8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F41200000,痰液收集器,0.0,3.0,1.0,0.0,0.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0
T02140076,鼻咽喉插管NASAL AIRWAY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
B08142226,紗布墊 2〞x2〞x8ply,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00703153,中央靜脈壓導管組(大人),0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120017,1cc PVC注射空針 無螺紋,0.0,0.0,0.0,2.0,96.0,2.0,0.0,37.0,0.0,4.0,156.0,71.0
A02312182,〞美迪克〞安全性靜脈留置針  24G,0.0,0.0,0.0,1.0,4.0,7.0,0.0,3.0,0.0,2.0,9.0,7.0
C00120203,二叉留置導尿管20FR,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0
C00132205,三叉導尿管(矽質)-20FR,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
T04300238,噴藥用輔助器,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U02000004,T-PIECE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08224705,氣管內管PVC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17200027,尼普洛血液迴路管,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E45101233,人工腎臟透析器  F6HPS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T01300007,多重濃度氧氣口罩,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
A00421174,BD滑蓋式胰島素安全注射筒附針,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A03010025,PORT-A安全彎針附蝴蝶翼輸液套組20Gx0.75〞,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,7.0,3.0
C02723000,氧氣鼻管 O2雙管 2-Way,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
T01410759,氣切口罩,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
T02302024,咬口器  Bite-Block,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
A02120225,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
B00206057,彈性繃帶-非滅菌,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A00124417,血氣分析專用採血器 3 cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,10.0,10.0
A03010033,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
C18100251,〞巴德〞 耐吉瑞透析導管20CM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
U90120001,塑膠CD包 彎盆，鑷子2支，棉球6個，,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Y12876111,康威 多愛膚親水性敷料(人工皮),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T01910532,丟棄式人工甦醒球,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0
A00120059,5cc塑膠注射空針,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
A04119488,幫浦輸液套(含加藥筒),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00211083,橡皮導尿管1wayNo16美規,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A03010382,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1.5〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
B13500754,無菌手套 7.5 Fr有粉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C05110242,胸管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C13941807,抽痰連接管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A00120308,塑膠注射器 30cc有螺,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
B07109004,酒精棉片,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
C09133700,氣切套管 Cuff 7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F20111009,塑膠彎盆,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
