料號,品名,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
C02813013,〞亞康恩〞 導入/引流導管及其附件 (滅菌),1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
C02911200,灌腸管,6.0,1.0,2.0,4.0,3.0,12.0,1.0,3.0,2.0,5.0,2.0,1.0
C02911226,灌腸管,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0
C02911242,灌腸管,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
C03613006,高壓延長管(公針基-母針基),85.0,57.0,35.0,65.0,52.0,58.0,45.0,21.0,30.0,42.0,43.0,32.0
C03613903,高壓延長管(公針基-公針基),1.0,1.0,0.0,3.0,3.0,2.0,6.0,3.0,1.0,0.0,3.0,2.0
C05110242,胸管,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C05110284,矽質胸管,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08224705,氣管內管PVC,5.0,3.0,0.0,2.0,0.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0
C08224755,氣管內管PVC,6.0,3.0,0.0,5.0,2.0,3.0,5.0,5.0,3.0,0.0,9.0,1.0
C09113011,加長型氣切套管  No.7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C09116575,氣切套管雙管- 6CFN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C09133607,氣切套管 Cuff 6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10220101,單頭單向血壓監視組,78.0,71.0,71.0,63.0,75.0,72.0,55.0,78.0,57.0,68.0,65.0,76.0
C13830005,IV注射帽,34.0,21.0,28.0,31.0,28.0,29.0,24.0,163.0,156.0,166.0,161.0,85.0
C13930399,T型連接管,136.0,153.0,138.0,132.0,125.0,105.0,110.0,145.0,86.0,139.0,129.0,149.0
C13931219,安全靜脈留置針,158.0,153.0,182.0,134.0,142.0,142.0,129.0,188.0,173.0,142.0,140.0,229.0
C13931431,安全注射器回拉式3ml,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0
C13931457,安全注射器回拉式5ML,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
C13941807,抽痰連接管,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
C14000004,輸液延長管,41.0,30.0,4.0,9.0,14.0,11.0,2.0,10.0,9.0,9.0,25.0,17.0
C14700201,不鏽鋼導引線J型,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
C18100201,〞巴德〞 耐吉瑞透析導管15CM,1.0,1.0,2.0,2.0,0.0,4.0,1.0,4.0,1.0,1.0,2.0,5.0
C18100251,〞巴德〞 耐吉瑞透析導管20CM,3.0,3.0,1.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0
C90330003,胸腔引流管,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00320301,3-0 尼龍線  Nylon,28.0,13.0,13.0,29.0,28.0,30.0,17.0,16.0,22.0,20.0,13.0,30.0
F00230005,胸腔引流瓶,21.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
F01700003,真空吸引瓶,4.0,8.0,9.0,0.0,2.0,17.0,4.0,8.0,1.0,4.0,10.0,5.0
F36005006,單一無菌引流袋 500cc,15.0,9.0,10.0,11.0,9.0,10.0,11.0,7.0,5.0,11.0,17.0,9.0
F41200000,痰液收集器,13.0,7.0,14.0,11.0,12.0,9.0,10.0,24.0,11.0,9.0,9.0,3.0
G81500272,血糖試紙,1053.0,643.0,743.0,754.0,606.0,998.0,656.0,877.0,530.0,1000.0,695.0,546.0
I16200040,CPUI用細菌過濾器,2.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,4.0
I20100104,心電圖電極貼片,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
J00202019,勤達豪華型尿袋 (滅菌),41.0,28.0,24.0,32.0,36.0,41.0,28.0,37.0,34.0,35.0,33.0,28.0
K80004044,Push Button Blood Collection,22.0,37.0,27.0,29.0,31.0,40.0,46.0,26.0,51.0,29.0,15.0,17.0
K82430329,痰盒-綠蓋,1.0,2.0,0.0,6.0,4.0,0.0,2.0,4.0,5.0,6.0,1.0,1.0
P21800002,Lapack  人工肛門袋,3.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T00030706,微量噴霧器,3.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0
T01101016,氧氣口罩成人含接管,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
T01101024,噴霧氧氣口罩，Aerosol Mask,3.0,4.0,4.0,2.0,3.0,5.0,2.0,3.0,4.0,5.0,3.0,4.0
T01300007,多重濃度氧氣口罩,4.0,3.0,4.0,5.0,7.0,2.0,4.0,2.0,5.0,6.0,2.0,5.0
T01410759,氣切口罩,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
T01612024,不再吸入口罩,2.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,4.0,5.0
T01910532,丟棄式人工甦醒球,5.0,7.0,0.0,4.0,3.0,3.0,10.0,9.0,3.0,4.0,3.0,1.0
T04220215,微量噴霧器,15.0,13.0,8.0,10.0,5.0,11.0,5.0,8.0,7.0,4.0,4.0,8.0
T04300238,噴藥用輔助器,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T50412005,Edith,205.0,132.0,84.0,127.0,130.0,167.0,122.0,94.0,39.0,112.0,102.0,98.0
U00202042,塑膠三路考克 3Way附Luer Lock,31.0,14.0,10.0,16.0,18.0,25.0,18.0,52.0,27.0,8.0,13.0,16.0
U09012465,束腹帶(12〞x46〞)L,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
U90480016,中央靜脈導管包布,27.0,13.0,12.0,33.0,25.0,30.0,18.0,17.0,21.0,19.0,13.0,25.0
U90712928,頭/頸大單S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U91700000,丟棄式導尿包,41.0,31.0,26.0,35.0,33.0,44.0,30.0,37.0,36.0,33.0,35.0,35.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),22.0,24.0,27.0,21.0,17.0,17.0,15.0,15.0,18.0,19.0,13.0,25.0
V02204118,手術刀片,5.0,2.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,2.0,15.0
X00100000,婦科沖洗器,18.0,30.0,29.0,20.0,23.0,19.0,24.0,27.0,33.0,31.0,24.0,26.0
Y12876111,康威 多愛膚親水性敷料(人工皮),17.0,20.0,14.0,8.0,18.0,14.0,16.0,12.0,9.0,13.0,3.0,19.0
A04411370,胰島素筆型注射器針頭32G x 4mm,0.0,5.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,1.0,1.0,1.0
A04800036,靜脈輸液套，附Y加葯管,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A05124274,硝酸甘油輸液套,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0
B00204053,彈性繃帶-非滅菌,0.0,1.0,0.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,0.0,1.0
B00206057,彈性繃帶-非滅菌,0.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0
B00306050,彈性紗捲,0.0,2.0,5.0,11.0,10.0,0.0,3.0,10.0,1.0,4.0,3.0,2.0
B08142226,紗布墊 2〞x2〞x8ply,0.0,2.0,2.0,7.0,17.0,1.0,14.0,8.0,1.0,3.0,2.0,0.0
C00123204,二叉矽質導尿管-20Fr,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00211067,橡皮導尿管1wayNo12美規,0.0,6.0,6.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,6.0
C08224652,氣管內管PVC,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08224808,氣管內管PVC,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
F01321004,廢液收集器-開刀房區(有止溢閥),0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
P20900579,造口護理器材適透膜環 57mm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P21000579,造口護理器材適透膜開口便袋57mm,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T02130909,Oral Airway (Disposable),0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0
T02140068,鼻咽喉插管NASAL AIRWAY,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
T02140076,鼻咽喉插管NASAL AIRWAY,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0
T02302024,咬口器  Bite-Block,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
U09012304,束腹帶(12〞x 30〞)M,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z25211869,N95口罩(第2等級)三瓣型,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
A02120209,塑膠注射針頭,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
B08320206,Y型紗布-不織布,0.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,3.0
C02513183,鼻胃管18Fr  可顯影125cm,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
T01102021,小孩氧氣罩,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T02302016,咬口器 Bite-Block,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
T50411323,單一使用潮濕瓶 (未滅菌),0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Y12876309,康威 多愛膚超薄型敷料(人工皮),0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
A03010025,PORT-A安全彎針附蝴蝶翼輸液套組20Gx0.75〞,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
B08142337,紗布墊 3〞x3〞x8ply,0.0,0.0,0.0,8.0,17.0,0.0,15.0,13.0,0.0,4.0,3.0,0.0
C00123169,二叉矽質導尿管-16Fr,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
C00703153,中央靜脈壓導管組(大人),0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
C02113149,抽痰管，內含手控接頭,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C17203010,血液透析用迴路,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E45101328,人工合成膜血液透析器,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y12876206,康威 多愛膚親水性敷料(人工皮),0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B05469023,6吋棉棒,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0
B08400467,燙傷大紗布Y型織法,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0
B10137087,愛康膚銀親水性纖維膚料,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00733004,3 Lumen  輸液導管組,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C09133700,氣切套管 Cuff 7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C05110329,矽質胸管,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C07831002,胃造口術器替換管,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C09113003,加長型氣切套管,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
J10907500,〞康諾〞引流袋 (滅菌),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0
U04110009,體外心臟節律貼片,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A02120225,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00123143,二叉矽質導尿管-14Fr,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C09133750,氣切套管 Cuff 7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
C13802013,塑膠接管 Y型接管,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
T02130806,Oral Airway (Disposable),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
A04300306,白血球去除過濾器/紅血球專用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00123185,二叉矽質導尿管-18Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C00130166,三叉導尿管(橡皮)-16Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
D00213208,2-0 絲線  2-0 Silkam Precut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I20115199,克萊福藥物準備系統組件,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
I20130346,藥物準備系統組件Adapter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
N00801503,手榴彈吸引球 125-150cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A10122001,腰椎穿刺針-22G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
C00130182,三叉導尿管(矽化塗層)-18Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00130201,三叉導尿管(矽化塗層)-20Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Z26500008,頭圈(大;中;小),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A00120308,塑膠注射器 30cc有螺,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
C00211083,橡皮導尿管1wayNo16美規,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
T02131009,Oral Airway (Disposable),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
T90100006,呼吸練習器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C00725000,2 Lumen 抗感染雙重輸液導管組,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A46441986,幫浦輸液套(一般型),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
A46443607,硝酸甘油輸液套,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
B10179025,〝康威〞愛康膚 強化吸收親水性纖維敷料 (滅菌),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C19750804,導引線,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
C40308201,擴張器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
