料號,品名,2021-1,2021-2,2021-3,2021-4,2021-5,2021-6,2021-7,2021-8,2021-9,2021-10,2021-11,2021-12
A04300023,急速輸血套附Y型管,22.0,32.0,27.0,7.0,12.0,27.0,19.0,34.0,43.0,14.0,20.0,25.0
A04411285,全拋式採血器,780.0,555.0,728.0,658.0,793.0,786.0,681.0,599.0,881.0,612.0,544.0,844.0
A04411370,胰島素筆型注射器針頭32G x 4mm,74.0,0.0,8.0,10.0,11.0,6.0,45.0,19.0,5.0,5.0,10.0,7.0
A04800036,靜脈輸液套，附Y加葯管,78.0,59.0,42.0,33.0,51.0,35.0,78.0,44.0,81.0,61.0,45.0,103.0
A10122001,腰椎穿刺針-22G,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A46441986,幫浦輸液套(一般型),34.0,29.0,19.0,34.0,17.0,24.0,20.0,24.0,42.0,21.0,19.0,22.0
A46443607,硝酸甘油輸液套,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A46445209,幫浦輸液套 (含加藥筒),1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
B00204053,彈性繃帶-非滅菌,19.0,11.0,7.0,12.0,3.0,4.0,8.0,3.0,7.0,10.0,5.0,4.0
B00206057,彈性繃帶-非滅菌,77.0,46.0,77.0,52.0,35.0,21.0,41.0,42.0,41.0,51.0,82.0,64.0
B00304056,彈性紗捲,51.0,54.0,39.0,58.0,33.0,33.0,23.0,15.0,36.0,40.0,23.0,11.0
B00306050,彈性紗捲,31.0,17.0,40.0,50.0,26.0,43.0,20.0,15.0,17.0,12.0,15.0,27.0
B00704040,石膏棉捲-4〞,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
B03106859,人工薄膜,379.0,239.0,366.0,277.0,245.0,280.0,358.0,282.0,323.0,285.0,302.0,320.0
B03110120,人工薄膜,48.0,55.0,77.0,71.0,43.0,23.0,60.0,73.0,62.0,48.0,98.0,82.0
B03500039,三角巾,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,2.0
B03600101,紙洞巾-外科覆蓋巾 含背膠,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B03647700,紙治療巾,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B04150042,免縫膠布,11.0,18.0,23.0,20.0,14.0,16.0,15.0,14.0,25.0,16.0,9.0,22.0
B05904451,看護墊,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
B08142226,紗布墊 2〞x2〞x8ply,1.0,9.0,7.0,7.0,4.0,0.0,3.0,5.0,4.0,0.0,8.0,0.0
B08142337,紗布墊 3〞x3〞x8ply,1.0,4.0,0.0,4.0,1.0,0.0,10.0,0.0,4.0,6.0,7.0,2.0
B08143445,紗布墊 4〞X4〞X8Ply,11.0,1.0,10.0,8.0,0.0,7.0,7.0,3.0,8.0,4.0,16.0,9.0
B08518181,滅菌腹部墊18x18〞(45x45cm),1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B13500651,無菌手套 6.5 Fr有粉,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120142,二叉留置導尿管14FR,5.0,0.0,2.0,1.0,1.0,2.0,6.0,5.0,3.0,4.0,0.0,2.0
C00120168,二叉留置導尿管16FR,17.0,5.0,9.0,2.0,4.0,5.0,11.0,4.0,13.0,5.0,2.0,3.0
C00120184,二叉留置導尿管18FR,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
C00123185,二叉矽質導尿管-18Fr,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0
C00123204,二叉矽質導尿管-20Fr,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C00130201,三叉導尿管(矽化塗層)-20Fr,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00211067,橡皮導尿管1wayNo12美規,3.0,5.0,2.0,3.0,2.0,5.0,3.0,1.0,3.0,1.0,3.0,0.0
C00211075,橡皮導尿管1wayNo14美規,3.0,2.0,3.0,1.0,0.0,2.0,5.0,7.0,5.0,2.0,6.0,3.0
C02113123,抽痰管，內含手控接頭,321.0,155.0,155.0,44.0,229.0,579.0,256.0,81.0,169.0,163.0,144.0,82.0
C02513167,鼻胃管16Fr  可顯影125cm,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0
C02514164,矽質胃管  16FR,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0
C02723000,氧氣鼻管 O2雙管 2-Way,10.0,11.0,17.0,5.0,9.0,19.0,9.0,14.0,18.0,4.0,6.0,8.0
C02911226,灌腸管,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,4.0,1.0
C13830005,IV注射帽,28.0,24.0,56.0,24.0,14.0,7.0,28.0,16.0,24.0,17.0,37.0,26.0
C13930399,T型連接管,312.0,204.0,328.0,245.0,234.0,258.0,324.0,267.0,269.0,239.0,275.0,265.0
C13931431,安全注射器回拉式3ml,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
C13941807,抽痰連接管,7.0,2.0,12.0,3.0,8.0,21.0,12.0,5.0,5.0,5.0,4.0,10.0
C14000004,輸液延長管,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,6.0
C14700174,氧氣導管接管,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01321004,廢液收集器-開刀房區(有止溢閥),15.0,6.0,11.0,3.0,11.0,27.0,13.0,5.0,10.0,9.0,6.0,7.0
F36005006,單一無菌引流袋 500cc,3.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0
F41200000,痰液收集器,2.0,1.0,1.0,2.0,6.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0
G81500272,血糖試紙,780.0,555.0,728.0,658.0,793.0,786.0,681.0,599.0,882.0,612.0,544.0,844.0
I20100104,心電圖電極貼片,9.0,12.0,9.0,12.0,7.0,6.0,6.0,15.0,3.0,3.0,9.0,3.0
I20115199,克萊福藥物準備系統組件,33.0,42.0,33.0,49.0,19.0,25.0,20.0,41.0,30.0,23.0,23.0,36.0
I20130346,藥物準備系統組件Adapter,22.0,25.0,18.0,29.0,13.0,13.0,10.0,22.0,19.0,16.0,12.0,21.0
J00202019,勤達豪華型尿袋 (滅菌),24.0,9.0,15.0,7.0,12.0,17.0,14.0,9.0,9.0,4.0,8.0,3.0
K80004044,Push Button Blood Collection,148.0,112.0,150.0,111.0,138.0,176.0,184.0,117.0,196.0,134.0,126.0,163.0
K82430329,痰盒-綠蓋,4.0,2.0,6.0,0.0,27.0,5.0,1.0,1.0,2.0,2.0,5.0,5.0
N00801503,手榴彈吸引球 125-150cc,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T01101016,氧氣口罩成人含接管,1.0,0.0,4.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0
T01101024,噴霧氧氣口罩，Aerosol Mask,6.0,1.0,10.0,5.0,7.0,10.0,5.0,3.0,5.0,7.0,4.0,4.0
T01102013,噴霧氧氣口罩，Aerosol Mask,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T01300007,多重濃度氧氣口罩,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0
T01612024,不再吸入口罩,1.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,1.0,1.0,1.0
T01910532,丟棄式人工甦醒球,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T02140068,鼻咽喉插管NASAL AIRWAY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
T02140076,鼻咽喉插管NASAL AIRWAY,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T04220215,微量噴霧器,11.0,2.0,14.0,6.0,7.0,12.0,8.0,6.0,6.0,7.0,5.0,9.0
T04300016,噴霧瓶,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U00202042,塑膠三路考克 3Way附Luer Lock,2.0,5.0,11.0,3.0,2.0,6.0,11.0,3.0,7.0,6.0,12.0,7.0
U91700000,丟棄式導尿包,27.0,11.0,16.0,5.0,10.0,17.0,23.0,20.0,25.0,15.0,13.0,8.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),3.0,4.0,4.0,3.0,6.0,5.0,6.0,2.0,4.0,4.0,2.0,2.0
Y12876111,康威 多愛膚親水性敷料(人工皮),4.0,4.0,4.0,2.0,2.0,8.0,5.0,3.0,6.0,9.0,6.0,10.0
Y12876309,康威 多愛膚超薄型敷料(人工皮),6.0,4.0,5.0,19.0,4.0,7.0,9.0,4.0,10.0,5.0,3.0,2.0
Y87164971,柏朗輸液轉換閥-抗脂抗藥性,12.0,14.0,12.0,16.0,7.0,5.0,1.0,9.0,12.0,4.0,8.0,12.0
B00104103,紗布繃帶,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B04805109,豬尾巴導管組專用貼布(use for5~12F),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08400467,燙傷大紗布Y型織法,0.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120203,二叉留置導尿管20FR,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C00123169,二叉矽質導尿管-16Fr,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0
C02514180,矽質胃管  18FR,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
C02813013,〞亞康恩〞 導入/引流導管及其附件 (滅菌),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14700201,不鏽鋼導引線J型,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J10907500,〞康諾〞引流袋 (滅菌),0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
B00706044,石膏棉捲-6〞,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B01200028,皮膚牽引帶,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13931457,安全注射器回拉式5ML,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K82100027,Multi-S Luer Adapt(轉接頭),0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y12876206,康威 多愛膚親水性敷料(人工皮),0.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
A00120017,1cc PVC注射空針 無螺紋,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0
B10137087,愛康膚銀親水性纖維膚料,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,12.0,0.0
C00733004,3 Lumen  輸液導管組,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
C08224755,氣管內管PVC,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
D00320301,3-0 尼龍線  Nylon,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0
U90480016,中央靜脈導管包布,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0
A02120233,塑膠注射針頭,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04200020,精密控制輸液套附免針加藥座,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
B00503005,樹脂石膏繃帶-3〞,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00123143,二叉矽質導尿管-14Fr,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
P20100602,造口護理器材適透膜膠,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R19269069,〞艾思瑞斯〞雙管注射器系統,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A00120308,塑膠注射器 30cc有螺,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
A02320160,靜脈留置針-16G,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
A02320186,靜脈留置針-18G,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0
B13500704,無菌手套 7.0 Fr有粉,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0
F01700003,真空吸引瓶,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0
P21800002,Lapack  人工肛門袋,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0
C02113149,抽痰管，內含手控接頭,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C09113011,加長型氣切套管  No.7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C13802021,塑膠接管 直接管,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
C90100122,真空吸引器-1/8〞,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
J00300505,小腿尿袋,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,19.0,11.0,6.0,7.0
T01102021,小孩氧氣罩,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
T01410759,氣切口罩,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C00130182,三叉導尿管(矽化塗層)-18Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
C03613202,TPN FILTER SET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0
U09012304,束腹帶(12〞x 30〞)M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A02120217,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B13500807,無菌手套 8.0 Fr有粉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00120126,二叉留置導尿管 12FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00733218,抗感染安全尖端導管組,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
C02911200,灌腸管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
T50411323,單一使用潮濕瓶 (未滅菌),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
A02318314,〞美迪克〞安全性靜脈留置針,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
C00130227,三叉導尿管(矽化塗層)-22Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
B00604047,石膏繃帶 4〞x5YD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
C05110242,胸管,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F00230005,胸腔引流瓶,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
T90100006,呼吸練習器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
