料號,品名,2020-1,2020-2,2020-3,2020-4,2020-5,2020-6,2020-7,2020-8,2020-9,2020-10,2020-11,2020-12
B00204053,彈性繃帶-非滅菌,5.0,8.0,7.0,15.0,4.0,10.0,3.0,5.0,19.0,5.0,20.0,16.0
B00206057,彈性繃帶-非滅菌,36.0,43.0,43.0,35.0,38.0,68.0,58.0,87.0,63.0,56.0,95.0,94.0
B00304056,彈性紗捲,33.0,63.0,92.0,106.0,76.0,82.0,91.0,118.0,149.0,20.0,22.0,36.0
B00306050,彈性紗捲,12.0,63.0,34.0,49.0,33.0,62.0,35.0,57.0,124.0,16.0,50.0,45.0
B03106859,人工薄膜,161.0,304.0,382.0,393.0,470.0,363.0,380.0,411.0,366.0,361.0,358.0,340.0
B03110120,人工薄膜,36.0,73.0,115.0,136.0,114.0,111.0,67.0,75.0,69.0,73.0,94.0,90.0
B04150042,免縫膠布,11.0,8.0,10.0,3.0,6.0,13.0,10.0,2.0,9.0,7.0,13.0,8.0
B08142337,紗布墊 3〞x3〞x8ply,2.0,6.0,9.0,7.0,0.0,11.0,30.0,35.0,16.0,5.0,2.0,0.0
B08143445,紗布墊 4〞X4〞X8Ply,2.0,16.0,28.0,39.0,17.0,43.0,44.0,62.0,74.0,34.0,23.0,25.0
B08518181,滅菌腹部墊18x18〞(45x45cm),9.0,1.0,1.0,2.0,0.0,0.0,2.0,16.0,36.0,5.0,3.0,9.0
C00120168,二叉留置導尿管16FR,3.0,8.0,11.0,10.0,7.0,9.0,6.0,13.0,4.0,5.0,6.0,6.0
C00211075,橡皮導尿管1wayNo14美規,1.0,4.0,8.0,6.0,10.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0
C02113123,抽痰管，內含手控接頭,88.0,77.0,658.0,1123.0,521.0,263.0,48.0,222.0,157.0,291.0,93.0,105.0
C02723000,氧氣鼻管 O2雙管 2-Way,10.0,16.0,20.0,21.0,12.0,10.0,7.0,11.0,11.0,10.0,14.0,20.0
C13802021,塑膠接管 直接管,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
C13830005,IV注射帽,29.0,46.0,33.0,46.0,18.0,31.0,39.0,44.0,21.0,35.0,29.0,39.0
C13930399,T型連接管,136.0,271.0,346.0,334.0,311.0,292.0,329.0,340.0,316.0,302.0,310.0,293.0
C13941807,抽痰連接管,2.0,6.0,17.0,27.0,9.0,9.0,5.0,12.0,7.0,11.0,7.0,4.0
F01321004,廢液收集器-開刀房區(有止溢閥),3.0,5.0,25.0,40.0,12.0,14.0,2.0,17.0,10.0,14.0,7.0,5.0
F36005006,單一無菌引流袋 500cc,1.0,1.0,4.0,7.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0
F41200000,痰液收集器,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0
G81500272,血糖試紙,266.0,531.0,1220.0,1705.0,1155.0,972.0,996.0,979.0,873.0,965.0,696.0,881.0
I20100104,心電圖電極貼片,12.0,14.0,9.0,34.0,3.0,13.0,17.0,0.0,12.0,3.0,6.0,12.0
I20115199,克萊福藥物準備系統組件,21.0,25.0,24.0,24.0,33.0,25.0,20.0,6.0,31.0,35.0,31.0,37.0
I20130346,藥物準備系統組件Adapter,18.0,22.0,18.0,17.0,17.0,14.0,11.0,6.0,16.0,21.0,19.0,22.0
J00202019,勤達豪華型尿袋 (滅菌),4.0,13.0,25.0,29.0,32.0,18.0,9.0,21.0,9.0,18.0,11.0,12.0
K80004044,Push Button Blood Collection,88.0,159.0,200.0,262.0,204.0,224.0,191.0,163.0,156.0,165.0,146.0,137.0
R19269069,〞艾思瑞斯〞雙管注射器系統,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
T01410759,氣切口罩,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T04220215,微量噴霧器,4.0,8.0,11.0,22.0,12.0,4.0,5.0,16.0,10.0,3.0,6.0,3.0
U00202042,塑膠三路考克 3Way附Luer Lock,3.0,6.0,10.0,6.0,7.0,6.0,10.0,12.0,16.0,6.0,2.0,12.0
U91700000,丟棄式導尿包,3.0,20.0,35.0,31.0,30.0,17.0,9.0,19.0,11.0,15.0,14.0,13.0
Y12876111,康威 多愛膚親水性敷料(人工皮),10.0,7.0,10.0,13.0,11.0,10.0,18.0,8.0,12.0,12.0,15.0,8.0
Y12876206,康威 多愛膚親水性敷料(人工皮),1.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,15.0,1.0,6.0,0.0
Y12876309,康威 多愛膚超薄型敷料(人工皮),4.0,1.0,3.0,3.0,0.0,1.0,5.0,7.0,1.0,4.0,8.0,3.0
Y87164971,柏朗輸液轉換閥-抗脂抗藥性,18.0,22.0,17.0,15.0,11.0,11.0,8.0,5.0,13.0,12.0,14.0,16.0
A00120059,5cc塑膠注射空針,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0
A03010382,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1.5〞,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04119488,幫浦輸液套(含加藥筒),0.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
B03500039,三角巾,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
B08142226,紗布墊 2〞x2〞x8ply,0.0,1.0,16.0,17.0,3.0,5.0,15.0,8.0,12.0,0.0,6.0,1.0
B08400467,燙傷大紗布Y型織法,0.0,1.0,1.0,0.0,2.0,2.0,0.0,29.0,30.0,0.0,2.0,3.0
B10201804,〞潔利定〞負壓傷口治療系統-泡棉組,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120142,二叉留置導尿管14FR,0.0,3.0,6.0,7.0,9.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0
C00123169,二叉矽質導尿管-16Fr,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0
C00211067,橡皮導尿管1wayNo12美規,0.0,5.0,8.0,9.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0
C02513167,鼻胃管16Fr  可顯影125cm,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0
C02513183,鼻胃管18Fr  可顯影125cm,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C02514164,矽質胃管  16FR,0.0,1.0,5.0,6.0,2.0,3.0,0.0,4.0,1.0,1.0,4.0,1.0
C14000004,輸液延長管,0.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0
J10907500,〞康諾〞引流袋 (滅菌),0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
K82430329,痰盒-綠蓋,0.0,1.0,5.0,0.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0
P21800002,Lapack  人工肛門袋,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
T01101016,氧氣口罩成人含接管,0.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0
T01101024,噴霧氧氣口罩，Aerosol Mask,0.0,2.0,9.0,9.0,8.0,1.0,1.0,11.0,5.0,4.0,4.0,1.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),0.0,3.0,9.0,16.0,9.0,5.0,3.0,6.0,2.0,3.0,3.0,2.0
A00124417,血氣分析專用採血器 3 cc,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A02320160,靜脈留置針-16G,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02320186,靜脈留置針-18G,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A10122001,腰椎穿刺針-22G,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00604047,石膏繃帶 4〞x5YD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00704040,石膏棉捲-4〞,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B04805109,豬尾巴導管組專用貼布(use for5~12F),0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,0.0,0.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
B08340408,Y型紗布-不織布,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B13500704,無菌手套 7.0 Fr有粉,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120184,二叉留置導尿管18FR,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
C00123220,二叉矽質導尿管-22Fr,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00130227,三叉導尿管(矽化塗層)-22Fr,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0
C00733004,3 Lumen  輸液導管組,0.0,0.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0
C02813013,〞亞康恩〞 導入/引流導管及其附件 (滅菌),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02911226,灌腸管,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0
C03613006,高壓延長管(公針基-母針基),0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00320301,3-0 尼龍線  Nylon,0.0,0.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0
F01700003,真空吸引瓶,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T01300007,多重濃度氧氣口罩,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
T01612024,不再吸入口罩,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T02140068,鼻咽喉插管NASAL AIRWAY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T02140076,鼻咽喉插管NASAL AIRWAY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
U90480016,中央靜脈導管包布,0.0,0.0,4.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0
A05124274,硝酸甘油輸液套,0.0,0.0,0.0,2.0,4.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0
B05904451,看護墊,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B13500651,無菌手套 6.5 Fr有粉,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,2.0
C00120203,二叉留置導尿管20FR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00123143,二叉矽質導尿管-14Fr,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
C00123204,二叉矽質導尿管-20Fr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00123246,二叉矽質導尿管-24Fr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00703000,中心靜脈導管測壓器,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02514180,矽質胃管  18FR,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
C03613202,TPN FILTER SET,0.0,0.0,0.0,2.0,3.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0
C08224755,氣管內管PVC,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13802013,塑膠接管 Y型接管,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I16200040,CPUI用細菌過濾器,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
N00801503,手榴彈吸引球 125-150cc,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T01910532,丟棄式人工甦醒球,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00421174,BD滑蓋式胰島素安全注射筒附針,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,6.0,14.0,0.0,0.0
A12101002,骨髓穿刺針,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
C00123185,二叉矽質導尿管-18Fr,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0
Y31060201,迪洛骨髓活體組織切片針-8G,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A06005134,組織切片針 胖胖針,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A10521159,經皮肝膽穿刺針PTC Needle,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B00504002,樹脂石膏繃帶-4〞,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
A00120025,2.5-3cc PVC 注射空針,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
A04300409,白血球去除過濾器(血小板專用),0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
C90821613,J-VAC Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C90821893,Round Blake Silicon Drains,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A00120017,1cc PVC注射空針 無螺紋,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0
A00421108,1cc 胰島素注射空針-31G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C02513141,鼻胃管14Fr  可顯影125cm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
A02120275,塑膠注射針頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0
A04030052,餵食引導器 (未滅菌),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
K82100027,Multi-S Luer Adapt(轉接頭),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
U09012304,束腹帶(12〞x 30〞)M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
U09012465,束腹帶(12〞x46〞)L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
B03647700,紙治療巾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
A46445209,幫浦輸液套 (含加藥筒),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A46441986,幫浦輸液套(一般型),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
C00130201,三叉導尿管(矽化塗層)-20Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C13931431,安全注射器回拉式3ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
