料號,品名,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12
C02113123,抽痰管，內含手控接頭,95.0,243.0,225.0,291.0,107.0,17.0,25.0,184.0,137.0,1.0,71.0,248.0
C02113165,抽痰管，內含手控接頭,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02723000,氧氣鼻管 O2雙管 2-Way,17.0,15.0,12.0,17.0,9.0,9.0,9.0,10.0,11.0,12.0,9.0,17.0
C06400052,輸尿管導管 (RP),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10430010,迷你引流套,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13802013,塑膠接管 Y型接管,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13830005,IV注射帽,35.0,50.0,49.0,49.0,39.0,25.0,34.0,30.0,25.0,32.0,20.0,33.0
C13930399,T型連接管,252.0,238.0,300.0,277.0,288.0,255.0,289.0,241.0,268.0,291.0,261.0,288.0
C13941807,抽痰連接管,10.0,7.0,7.0,11.0,9.0,8.0,4.0,9.0,5.0,0.0,8.0,12.0
D00320301,3-0 尼龍線  Nylon,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
F01321004,廢液收集器-開刀房區(有止溢閥),2.0,9.0,11.0,17.0,7.0,4.0,3.0,10.0,6.0,0.0,7.0,12.0
G81500272,血糖試紙,609.0,903.0,709.0,729.0,466.0,456.0,568.0,686.0,740.0,545.0,753.0,700.0
I20100104,心電圖電極貼片,21.0,15.0,3.0,18.0,9.0,33.0,0.0,3.0,14.0,0.0,3.0,15.0
I20115199,克萊福藥物準備系統組件,13.0,16.0,7.0,4.0,0.0,0.0,16.0,21.0,20.0,17.0,21.0,25.0
I20130346,藥物準備系統組件Adapter,6.0,8.0,4.0,2.0,0.0,0.0,10.0,11.0,12.0,11.0,15.0,18.0
J00202019,勤達豪華型尿袋 (滅菌),9.0,24.0,12.0,13.0,15.0,10.0,11.0,11.0,17.0,8.0,11.0,13.0
K80004044,Push Button Blood Collection,127.0,120.0,150.0,124.0,184.0,125.0,86.0,140.0,131.0,142.0,139.0,182.0
P21800002,Lapack  人工肛門袋,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
T01101016,氧氣口罩成人含接管,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
T01101024,噴霧氧氣口罩，Aerosol Mask,4.0,3.0,1.0,2.0,2.0,0.0,0.0,4.0,6.0,0.0,2.0,6.0
T01410759,氣切口罩,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T04220215,微量噴霧器,6.0,8.0,8.0,6.0,11.0,2.0,3.0,10.0,9.0,5.0,6.0,7.0
T50411323,單一使用潮濕瓶 (未滅菌),1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
U00202042,塑膠三路考克 3Way附Luer Lock,8.0,24.0,12.0,10.0,6.0,14.0,13.0,15.0,7.0,7.0,6.0,8.0
U90480016,中央靜脈導管包布,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
U91700000,丟棄式導尿包,13.0,20.0,14.0,16.0,18.0,22.0,16.0,16.0,21.0,10.0,14.0,16.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),2.0,6.0,4.0,1.0,2.0,0.0,2.0,4.0,1.0,0.0,0.0,2.0
Y12876111,康威 多愛膚親水性敷料(人工皮),12.0,12.0,9.0,10.0,21.0,11.0,14.0,7.0,10.0,15.0,10.0,9.0
Y12876309,康威 多愛膚超薄型敷料(人工皮),2.0,5.0,0.0,3.0,8.0,12.0,1.0,0.0,3.0,1.0,5.0,3.0
A00120025,2.5-3cc PVC 注射空針,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00421108,1cc 胰島素注射空針-31G,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00421174,BD滑蓋式胰島素安全注射筒附針,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
A04200020,精密控制輸液套附免針加藥座,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A04200038,安全靜脈點滴輸液套(免針式),0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
A12101002,骨髓穿刺針,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B05904451,看護墊,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B08142226,紗布墊 2〞x2〞x8ply,0.0,4.0,6.0,4.0,6.0,5.0,0.0,4.0,5.0,8.0,25.0,1.0
B08518181,滅菌腹部墊18x18〞(45x45cm),0.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,0.0,0.0,0.0
B10137087,愛康膚銀親水性纖維膚料,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C02513167,鼻胃管16Fr  可顯影125cm,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C02514164,矽質胃管  16FR,0.0,6.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0
C13802021,塑膠接管 直接管,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0
C14000004,輸液延長管,0.0,6.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0
C90100122,真空吸引器-1/8〞,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C90100259,真空吸引器-1/4〞,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F36005006,單一無菌引流袋 500cc,0.0,7.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
F41200000,痰液收集器,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
T01300007,多重濃度氧氣口罩,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
T01612024,不再吸入口罩,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
T04300016,噴霧瓶,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y12876206,康威 多愛膚親水性敷料(人工皮),0.0,3.0,0.0,1.0,2.0,2.0,3.0,7.0,7.0,0.0,1.0,1.0
Y31060201,迪洛骨髓活體組織切片針-8G,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120102,10cc塑膠注射空針 有螺紋,0.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,4.0,2.0,5.0,5.0
A02120209,塑膠注射針頭,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02120233,塑膠注射針頭,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13931431,安全注射器回拉式3ml,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J10907500,〞康諾〞引流袋 (滅菌),0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P20100602,造口護理器材適透膜膠,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U09012304,束腹帶(12〞x 30〞)M,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V02102000,塑膠剃刀 (雙面使用),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00706044,石膏棉捲-6〞,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B08400467,燙傷大紗布Y型織法,0.0,0.0,0.0,4.0,5.0,0.0,6.0,0.0,2.0,24.0,2.0,1.0
C00120203,二叉留置導尿管20FR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C00123143,二叉矽質導尿管-14Fr,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J00800809,黏液收集套,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
K82430329,痰盒-綠蓋,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
F00230005,胸腔引流瓶,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
T02140076,鼻咽喉插管NASAL AIRWAY,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U09012465,束腹帶(12〞x46〞)L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B05569084,沖洗棉棒 棉頭3.8cm直徑2.4cm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
C02911226,灌腸管,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
C13931457,安全注射器回拉式5ML,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A03010033,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1〞,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,2.0,1.0
C00130227,三叉導尿管(矽化塗層)-22Fr,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
C03613202,TPN FILTER SET,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
T02140068,鼻咽喉插管NASAL AIRWAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,14.0,10.0,16.0,18.0
A02318314,〞美迪克〞安全性靜脈留置針,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B00606067,石膏繃帶 6〞x5YD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B04199055,免縫膠布,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
T01612040,部分重吸入口罩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T50412005,Edith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A04300306,白血球去除過濾器/紅血球專用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C00130182,三叉導尿管(矽化塗層)-18Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
A03010382,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1.5〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0
C00725000,2 Lumen 抗感染雙重輸液導管組,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A00120308,塑膠注射器 30cc有螺,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C00120184,二叉留置導尿管18FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
C00130201,三叉導尿管(矽化塗層)-20Fr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
C00132205,三叉導尿管(矽質)-20FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
C90100302,真空吸引器-3/16〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
B13500651,無菌手套 6.5 Fr有粉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C02113149,抽痰管，內含手控接頭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
C90821613,J-VAC Reservoir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
F01700003,真空吸引瓶,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
