料號,品名,2019-1,2019-2,2019-3,2019-4,2019-5,2019-6,2019-7,2019-8,2019-9,2019-10,2019-11,2019-12
B13500651,無菌手套 6.5 Fr有粉,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
B13500704,無菌手套 7.0 Fr有粉,1.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0
C00120168,二叉留置導尿管16FR,17.0,12.0,11.0,10.0,13.0,10.0,10.0,10.0,10.0,13.0,12.0,7.0
C00123169,二叉矽質導尿管-16Fr,7.0,3.0,4.0,1.0,2.0,8.0,6.0,4.0,3.0,3.0,1.0,3.0
C00130201,三叉導尿管(矽化塗層)-20Fr,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00211067,橡皮導尿管1wayNo12美規,4.0,3.0,3.0,5.0,4.0,3.0,0.0,1.0,1.0,4.0,6.0,4.0
C00211075,橡皮導尿管1wayNo14美規,16.0,4.0,1.0,6.0,8.0,4.0,3.0,3.0,6.0,7.0,1.0,4.0
C00211083,橡皮導尿管1wayNo16美規,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0
C00733004,3 Lumen  輸液導管組,2.0,2.0,5.0,5.0,1.0,1.0,4.0,5.0,2.0,2.0,0.0,2.0
C02100500,密閉式抽痰套 12FR,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
C02113123,抽痰管，內含手控接頭,772.0,429.0,497.0,1053.0,827.0,1063.0,1163.0,1313.0,1221.0,859.0,1208.0,1283.0
C02113149,抽痰管，內含手控接頭,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C02513167,鼻胃管16Fr  可顯影125cm,3.0,4.0,4.0,5.0,1.0,5.0,3.0,6.0,4.0,3.0,2.0,2.0
C02514164,矽質胃管  16FR,8.0,6.0,9.0,8.0,3.0,7.0,5.0,8.0,10.0,6.0,4.0,9.0
C02723000,氧氣鼻管 O2雙管 2-Way,9.0,11.0,8.0,9.0,10.0,13.0,14.0,10.0,8.0,9.0,16.0,9.0
C02911226,灌腸管,2.0,1.0,1.0,0.0,4.0,1.0,2.0,4.0,0.0,1.0,4.0,1.0
C09113003,加長型氣切套管,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13830005,IV注射帽,32.0,21.0,28.0,23.0,15.0,25.0,20.0,13.0,16.0,14.0,14.0,18.0
C13930399,T型連接管,256.0,171.0,274.0,295.0,244.0,266.0,310.0,259.0,237.0,216.0,229.0,199.0
C13941807,抽痰連接管,10.0,12.0,15.0,13.0,8.0,7.0,13.0,17.0,17.0,13.0,14.0,20.0
C14000004,輸液延長管,5.0,8.0,11.0,4.0,13.0,9.0,6.0,12.0,8.0,6.0,18.0,11.0
D00320301,3-0 尼龍線  Nylon,2.0,2.0,6.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0
F00230005,胸腔引流瓶,2.0,10.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01321004,廢液收集器-開刀房區(有止溢閥),20.0,29.0,22.0,27.0,18.0,31.0,23.0,28.0,29.0,22.0,27.0,25.0
F36005006,單一無菌引流袋 500cc,3.0,3.0,11.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,1.0,2.0
F41200000,痰液收集器,11.0,5.0,5.0,10.0,4.0,3.0,9.0,3.0,4.0,0.0,2.0,10.0
G81500272,血糖試紙,1407.0,743.0,1520.0,1464.0,1246.0,889.0,1078.0,1432.0,1133.0,811.0,1243.0,1152.0
I20100104,心電圖電極貼片,26.0,21.0,39.0,97.0,52.0,60.0,120.0,93.0,114.0,74.0,29.0,37.0
I20115199,克萊福藥物準備系統組件,34.0,29.0,47.0,30.0,36.0,20.0,38.0,18.0,25.0,34.0,31.0,41.0
I20130346,藥物準備系統組件Adapter,22.0,22.0,33.0,28.0,22.0,12.0,23.0,9.0,17.0,22.0,19.0,21.0
J00202019,勤達豪華型尿袋 (滅菌),27.0,18.0,24.0,17.0,23.0,22.0,27.0,19.0,27.0,22.0,21.0,24.0
J10907500,〞康諾〞引流袋 (滅菌),2.0,6.0,7.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
K80004044,Push Button Blood Collection,208.0,168.0,242.0,235.0,162.0,149.0,191.0,210.0,180.0,134.0,175.0,149.0
K82430329,痰盒-綠蓋,5.0,0.0,2.0,1.0,4.0,4.0,3.0,1.0,5.0,2.0,1.0,3.0
T01101016,氧氣口罩成人含接管,4.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,6.0,4.0,4.0,4.0
T01101024,噴霧氧氣口罩，Aerosol Mask,12.0,9.0,14.0,13.0,8.0,13.0,12.0,7.0,10.0,14.0,14.0,11.0
T01300007,多重濃度氧氣口罩,4.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0
T01612024,不再吸入口罩,4.0,1.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,2.0,0.0,1.0
T02130909,Oral Airway (Disposable),2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
T04220215,微量噴霧器,28.0,18.0,21.0,24.0,20.0,16.0,19.0,20.0,15.0,20.0,22.0,18.0
T50411323,單一使用潮濕瓶 (未滅菌),1.0,2.0,2.0,4.0,5.0,6.0,3.0,2.0,2.0,2.0,2.0,3.0
T50412005,Edith,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
U00202042,塑膠三路考克 3Way附Luer Lock,18.0,18.0,26.0,22.0,23.0,9.0,10.0,8.0,1.0,6.0,1.0,0.0
U90480016,中央靜脈導管包布,1.0,2.0,6.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0
U91700000,丟棄式導尿包,42.0,21.0,24.0,19.0,29.0,24.0,21.0,21.0,23.0,30.0,19.0,28.0
V00400273,潤滑凍膏 2.7-3GM(滅菌),11.0,16.0,14.0,16.0,7.0,18.0,9.0,18.0,18.0,11.0,4.0,9.0
Y12876111,康威 多愛膚親水性敷料(人工皮),5.0,0.0,0.0,1.0,1.0,2.0,10.0,4.0,4.0,13.0,0.0,5.0
Y31060201,迪洛骨髓活體組織切片針-8G,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0
A02320160,靜脈留置針-16G,0.0,3.0,1.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0
B00206057,彈性繃帶-非滅菌,0.0,2.0,2.0,1.0,2.0,0.0,1.0,8.0,0.0,6.0,3.0,1.0
B00304056,彈性紗捲,0.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,12.0,9.0,6.0
B03600101,紙洞巾-外科覆蓋巾 含背膠,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B03647700,紙治療巾,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B08320206,Y型紗布-不織布,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
B10216857,3M 導管固定防水透氣敷料-滅菌,0.0,7.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
B13500754,無菌手套 7.5 Fr有粉,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C00120142,二叉留置導尿管14FR,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,4.0,5.0
C00130182,三叉導尿管(矽化塗層)-18Fr,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C02813013,〞亞康恩〞 導入/引流導管及其附件 (滅菌),0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C05110284,矽質胸管,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C13911803,塑膠抽吸接管,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C90330003,胸腔引流管,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F01700003,真空吸引瓶,0.0,12.0,2.0,6.0,5.0,0.0,2.0,2.0,10.0,5.0,6.0,3.0
Y12876309,康威 多愛膚超薄型敷料(人工皮),0.0,5.0,4.0,2.0,3.0,6.0,17.0,4.0,4.0,10.0,0.0,3.0
Z25211869,N95口罩(第2等級)三瓣型,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
B08142337,紗布墊 3〞x3〞x8ply,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
C00120184,二叉留置導尿管18FR,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0
C00123185,二叉矽質導尿管-18Fr,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0
C00725000,2 Lumen 抗感染雙重輸液導管組,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0
C02514180,矽質胃管  18FR,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
C02911200,灌腸管,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C02911242,灌腸管,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C03613202,TPN FILTER SET,0.0,0.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
C09113011,加長型氣切套管  No.7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
T02302016,咬口器 Bite-Block,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T04300016,噴霧瓶,0.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0
V00408203,潤滑凍膏,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B00204053,彈性繃帶-非滅菌,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
C08224705,氣管內管PVC,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
C09154002,可旋式接頭氣切套管(無囊),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
T01102021,小孩氧氣罩,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
T02302024,咬口器  Bite-Block,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A10123008,腰椎穿刺針-23G,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C05110242,胸管,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08224652,氣管內管PVC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08224755,氣管內管PVC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
C09133803,氣切套管 Cuff 8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C13802021,塑膠接管 直接管,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C14700174,氧氣導管接管,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
T01410759,氣切口罩,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
T01910532,丟棄式人工甦醒球,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0
T04300238,噴藥用輔助器,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A00120025,2.5-3cc PVC 注射空針,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0
A00120102,10cc塑膠注射空針 有螺紋,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0
A10122001,腰椎穿刺針-22G,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
B05904451,看護墊,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
B08142226,紗布墊 2〞x2〞x8ply,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,4.0,0.0,0.0
C03613006,高壓延長管(公針基-母針基),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C14700201,不鏽鋼導引線J型,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T02140076,鼻咽喉插管NASAL AIRWAY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Y87164971,柏朗輸液轉換閥-抗脂抗藥性,0.0,0.0,0.0,0.0,0.0,3.0,11.0,7.0,11.0,19.0,13.0,11.0
B08340408,Y型紗布-不織布,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
B08400467,燙傷大紗布Y型織法,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
C00120203,二叉留置導尿管20FR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0
C00123204,二叉矽質導尿管-20Fr,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
T02140068,鼻咽喉插管NASAL AIRWAY,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
V02204118,手術刀片,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
A00124417,血氣分析專用採血器 3 cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.0,4.0
A04300306,白血球去除過濾器/紅血球專用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
A06005134,組織切片針 胖胖針,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
B04199055,免縫膠布,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
C00120126,二叉留置導尿管 12FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
N00801503,手榴彈吸引球 125-150cc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
A04300409,白血球去除過濾器(血小板專用),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,2.0
B03500039,三角巾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
I16200040,CPUI用細菌過濾器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
A03010382,PORT-A安全彎針附蝴蝶翼輸液套組20Gx1.5〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
A04200020,精密控制輸液套附免針加藥座,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
B00704040,石膏棉捲-4〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Y12876206,康威 多愛膚親水性敷料(人工皮),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
A04411097,胰島素注射筆針頭 8mm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
B00706044,石膏棉捲-6〞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B10238574,島型敷料  3582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
C11000037,Infusor 5ml/hr 二日型奶瓶,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
