,Unnamed: 0,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數
86,86,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
87,87,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
88,88,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
89,89,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
90,90,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
91,91,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
92,92,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
93,93,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-11,2,True,2019,5.0,2.0
94,94,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-12,2,False,2019,5.0,2.0
95,95,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-12,2,False,2019,5.0,2.0
96,96,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-12,2,False,2019,5.0,2.0
97,97,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-12,2,False,2019,5.0,2.0
98,98,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-13,2,False,2019,5.0,2.0
99,99,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-13,2,False,2019,5.0,2.0
100,100,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-14,3,True,2019,5.0,2.0
101,101,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-14,3,True,2019,5.0,2.0
102,102,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-14,3,True,2019,5.0,2.0
103,103,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-14,3,True,2019,5.0,2.0
104,104,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
105,105,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
106,106,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,2.0,2019-01-15,3,True,2019,5.0,2.0
107,107,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
108,108,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
109,109,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
110,110,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
111,111,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
112,112,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
113,113,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
114,114,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-15,3,True,2019,5.0,2.0
115,115,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
116,116,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
117,117,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
118,118,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
119,119,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
120,120,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
121,121,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
122,122,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-16,3,True,2019,5.0,2.0
123,123,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
124,124,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
125,125,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
126,126,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
127,127,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
128,128,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
129,129,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
130,130,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
131,131,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-17,3,True,2019,5.0,2.0
132,132,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-18,3,True,2019,5.0,2.0
133,133,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-18,3,True,2019,5.0,2.0
134,134,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-18,3,True,2019,5.0,2.0
135,135,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-18,3,True,2019,5.0,2.0
136,136,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-18,3,True,2019,5.0,2.0
137,137,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-19,3,False,2019,5.0,2.0
138,138,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-19,3,False,2019,5.0,2.0
139,139,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-19,3,False,2019,5.0,2.0
140,140,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-19,3,False,2019,5.0,2.0
141,141,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-19,3,False,2019,5.0,2.0
142,142,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-19,3,False,2019,5.0,2.0
143,143,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-20,3,False,2019,5.0,2.0
144,144,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-20,3,False,2019,5.0,2.0
145,145,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-20,3,False,2019,5.0,2.0
146,146,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
147,147,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
148,148,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
149,149,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
150,150,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
151,151,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
152,152,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
153,153,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
154,154,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
155,155,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
156,156,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-21,4,True,2019,5.0,2.0
157,157,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-22,4,True,2019,5.0,2.0
158,158,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-22,4,True,2019,5.0,2.0
159,159,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-22,4,True,2019,5.0,2.0
160,160,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-22,4,True,2019,5.0,2.0
161,161,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-22,4,True,2019,5.0,2.0
162,162,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-22,4,True,2019,5.0,2.0
163,163,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
164,164,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
165,165,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
166,166,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
167,167,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
168,168,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
169,169,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
170,170,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
171,171,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-23,4,True,2019,5.0,2.0
172,172,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
173,173,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
174,174,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
175,175,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
176,176,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
177,177,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
178,178,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
179,179,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-24,4,True,2019,5.0,2.0
180,180,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
181,181,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
182,182,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
183,183,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
184,184,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
185,185,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
186,186,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
187,187,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-25,4,True,2019,5.0,2.0
188,188,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-26,4,False,2019,5.0,2.0
189,189,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-26,4,False,2019,5.0,2.0
190,190,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-27,4,False,2019,5.0,2.0
191,191,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-27,4,False,2019,5.0,2.0
192,192,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-27,4,False,2019,5.0,2.0
193,193,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-27,4,False,2019,5.0,2.0
194,194,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-28,5,True,2019,5.0,2.0
195,195,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-28,5,True,2019,5.0,2.0
196,196,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-28,5,True,2019,5.0,2.0
197,197,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-28,5,True,2019,5.0,2.0
198,198,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-28,5,True,2019,5.0,2.0
199,199,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-28,5,True,2019,5.0,2.0
200,200,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-29,5,True,2019,5.0,2.0
201,201,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-29,5,True,2019,5.0,2.0
202,202,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-29,5,True,2019,5.0,2.0
203,203,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-29,5,True,2019,5.0,2.0
204,204,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-30,5,True,2019,5.0,2.0
205,205,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-30,5,True,2019,5.0,2.0
206,206,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-30,5,True,2019,5.0,2.0
207,207,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-31,5,True,2019,5.0,2.0
208,208,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-31,5,True,2019,5.0,2.0
209,209,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-01-31,5,True,2019,5.0,2.0
210,210,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-01,5,True,2019,5.0,2.0
211,211,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-01,5,True,2019,5.0,2.0
212,212,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-01,5,True,2019,5.0,2.0
213,213,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-02,5,True,2019,5.0,2.0
214,214,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-02,5,True,2019,5.0,2.0
215,215,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-02,5,True,2019,5.0,2.0
216,216,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-03,5,True,2019,5.0,2.0
217,217,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-03,5,True,2019,5.0,2.0
218,218,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-03,5,True,2019,5.0,2.0
219,219,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-03,5,True,2019,5.0,2.0
220,220,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-04,6,False,2019,0.0,7.0
221,221,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-04,6,False,2019,0.0,7.0
222,222,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,1.0,2019-02-05,6,False,2019,0.0,7.0
223,223,DLN5,A04200004,精密輸液套附Y加藥座120c.c硬bag,2.0,2019-02-05,6,False,2019,0.0,7.0
