,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
17,2021-07-29,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,100.0,100.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2021-08-05,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,100.0,100.0,0.0,31,,,,,,,,,,,,
19,2021-08-18,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,33,,,,,,,,,,,,
20,2021-08-25,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,34,,,,,,,,,,,,
21,2021-09-01,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,35,,,,,,,,,,,,
22,2021-09-08,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,150.0,150.0,0.0,36,,,,,,,,,,,,
23,2021-09-15,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,37,,,,,,,,,,,,
24,2021-09-22,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,38,,,,,,,,,,,,
25,2021-09-29,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,39,,,,,,,,,,,,
26,2021-10-06,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,40,,,,,,,,,,,,
27,2021-11-03,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,44,,,,,,,,,,,,
28,2021-11-12,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,45,,,,,,,,,,,,
29,2021-11-18,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,46,,,,,,,,,,,,
30,2021-11-24,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,100.0,100.0,0.0,47,,,,,,,,,,,,
31,2021-12-02,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,48,,,,,,,,,,,,
32,2021-12-09,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,49,,,,,,,,,,,,
33,2021-12-16,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,50,,,,,,,,,,,,
34,2021-12-22,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,100.0,100.0,0.0,51,,,,,,,,,,,,
35,2021-12-30,K80004028,SST(Yellow)管,5ml 100EA/Bx,支,T,150.0,0.0,0.0,50.0,50.0,0.0,52,,,,,,,,,,,,
