,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
33,DLN5,A00120067,5cc 塑膠注射空針,86.0,34,2019,147.0,40.34,1627.0
34,DLN5,A00120067,5cc 塑膠注射空針,123.0,35,2019,139.0,52.03,2707.0
35,DLN5,A00120067,5cc 塑膠注射空針,202.0,36,2019,133.0,52.72,2779.0
36,DLN5,A00120067,5cc 塑膠注射空針,141.0,37,2019,137.0,59.25,3511.0
37,DLN5,A00120067,5cc 塑膠注射空針,111.0,38,2019,155.33,41.4,1714.33
38,DLN5,A00120067,5cc 塑膠注射空針,90.0,39,2019,151.33,46.37,2150.33
39,DLN5,A00120067,5cc 塑膠注射空針,124.0,40,2019,114.0,25.63,657.0
40,DLN5,A00120067,5cc 塑膠注射空針,151.0,41,2019,108.33,17.16,294.33
41,DLN5,A00120067,5cc 塑膠注射空針,114.0,42,2019,121.67,30.57,934.33
42,DLN5,A00120067,5cc 塑膠注射空針,164.0,43,2019,129.67,19.14,366.33
43,DLN5,A00120067,5cc 塑膠注射空針,110.0,44,2019,143.0,25.94,673.0
44,DLN5,A00120067,5cc 塑膠注射空針,84.0,45,2019,129.33,30.09,905.33
45,DLN5,A00120067,5cc 塑膠注射空針,130.0,46,2019,119.33,40.81,1665.33
46,DLN5,A00120067,5cc 塑膠注射空針,146.0,47,2019,108.0,23.07,532.0
47,DLN5,A00120067,5cc 塑膠注射空針,126.0,48,2019,120.0,32.19,1036.0
48,DLN5,A00120067,5cc 塑膠注射空針,118.0,49,2019,134.0,10.58,112.0
49,DLN5,A00120067,5cc 塑膠注射空針,101.0,50,2019,130.0,14.42,208.0
50,DLN5,A00120067,5cc 塑膠注射空針,122.0,51,2019,115.0,12.77,163.0
51,DLN5,A00120067,5cc 塑膠注射空針,147.0,52,2019,113.67,11.15,124.33
52,DLN5,A00120067,5cc 塑膠注射空針,62.0,1,2020,123.33,23.03,530.33
53,DLN5,A00120067,5cc 塑膠注射空針,96.0,2,2020,110.33,43.68,1908.33
54,DLN5,A00120067,5cc 塑膠注射空針,79.0,3,2020,101.67,42.78,1830.33
55,DLN5,A00120067,5cc 塑膠注射空針,41.0,4,2020,79.0,17.0,289.0
56,DLN5,A00120067,5cc 塑膠注射空針,23.0,5,2020,72.0,28.16,793.0
57,DLN5,A00120067,5cc 塑膠注射空針,150.0,6,2020,47.67,28.59,817.33
58,DLN5,A00120067,5cc 塑膠注射空針,148.0,7,2020,71.33,68.72,4722.33
59,DLN5,A00120067,5cc 塑膠注射空針,151.0,8,2020,107.0,72.75,5293.0
60,DLN5,A00120067,5cc 塑膠注射空針,105.0,9,2020,149.67,1.53,2.33
61,DLN5,A00120067,5cc 塑膠注射空針,93.0,10,2020,134.67,25.74,662.33
62,DLN5,A00120067,5cc 塑膠注射空針,156.0,11,2020,116.33,30.62,937.33
63,DLN5,A00120067,5cc 塑膠注射空針,164.0,12,2020,118.0,33.45,1119.0
64,DLN5,A00120067,5cc 塑膠注射空針,139.0,13,2020,137.67,38.89,1512.33
65,DLN5,A00120067,5cc 塑膠注射空針,114.0,14,2020,153.0,12.77,163.0
66,DLN5,A00120067,5cc 塑膠注射空針,149.0,15,2020,139.0,25.0,625.0
67,DLN5,A00120067,5cc 塑膠注射空針,157.0,16,2020,134.0,18.03,325.0
68,DLN5,A00120067,5cc 塑膠注射空針,94.0,17,2020,140.0,22.87,523.0
69,DLN5,A00120067,5cc 塑膠注射空針,106.0,18,2020,133.33,34.3,1176.33
70,DLN5,A00120067,5cc 塑膠注射空針,71.0,19,2020,119.0,33.45,1119.0
71,DLN5,A00120067,5cc 塑膠注射空針,90.0,20,2020,90.33,17.79,316.33
72,DLN5,A00120067,5cc 塑膠注射空針,83.0,21,2020,89.0,17.52,307.0
73,DLN5,A00120067,5cc 塑膠注射空針,102.0,22,2020,81.33,9.61,92.33
74,DLN5,A00120067,5cc 塑膠注射空針,118.0,23,2020,91.67,9.61,92.33
75,DLN5,A00120067,5cc 塑膠注射空針,163.0,24,2020,101.0,17.52,307.0
76,DLN5,A00120067,5cc 塑膠注射空針,189.0,25,2020,127.67,31.63,1000.33
77,DLN5,A00120067,5cc 塑膠注射空針,131.0,26,2020,156.67,35.92,1290.33
78,DLN5,A00120067,5cc 塑膠注射空針,144.0,27,2020,161.0,29.05,844.0
79,DLN5,A00120067,5cc 塑膠注射空針,114.0,28,2020,154.67,30.44,926.33
80,DLN5,A00120067,5cc 塑膠注射空針,142.0,29,2020,129.67,15.04,226.33
81,DLN5,A00120067,5cc 塑膠注射空針,160.0,30,2020,133.33,16.77,281.33
82,DLN5,A00120067,5cc 塑膠注射空針,136.0,31,2020,138.67,23.18,537.33
83,DLN5,A00120067,5cc 塑膠注射空針,173.0,32,2020,146.0,12.49,156.0
84,DLN5,A00120067,5cc 塑膠注射空針,169.0,33,2020,156.33,18.77,352.33
85,DLN5,A00120067,5cc 塑膠注射空針,187.0,34,2020,159.33,20.31,412.33
86,DLN5,A00120067,5cc 塑膠注射空針,186.0,35,2020,176.33,9.45,89.33
87,DLN5,A00120067,5cc 塑膠注射空針,130.0,36,2020,180.67,10.12,102.33
88,DLN5,A00120067,5cc 塑膠注射空針,142.0,37,2020,167.67,32.62,1064.33
89,DLN5,A00120067,5cc 塑膠注射空針,163.0,38,2020,152.67,29.48,869.33
90,DLN5,A00120067,5cc 塑膠注射空針,208.0,39,2020,145.0,16.7,279.0
91,DLN5,A00120067,5cc 塑膠注射空針,151.0,40,2020,171.0,33.72,1137.0
92,DLN5,A00120067,5cc 塑膠注射空針,118.0,41,2020,174.0,30.05,903.0
93,DLN5,A00120067,5cc 塑膠注射空針,166.0,42,2020,159.0,45.53,2073.0
94,DLN5,A00120067,5cc 塑膠注射空針,162.0,43,2020,145.0,24.56,603.0
95,DLN5,A00120067,5cc 塑膠注射空針,162.0,44,2020,148.67,26.63,709.33
96,DLN5,A00120067,5cc 塑膠注射空針,197.0,45,2020,163.33,2.31,5.33
97,DLN5,A00120067,5cc 塑膠注射空針,125.0,46,2020,173.67,20.21,408.33
98,DLN5,A00120067,5cc 塑膠注射空針,192.0,47,2020,161.33,36.0,1296.33
99,DLN5,A00120067,5cc 塑膠注射空針,160.0,48,2020,171.33,40.2,1616.33
100,DLN5,A00120067,5cc 塑膠注射空針,132.0,49,2020,159.0,33.51,1123.0
101,DLN5,A00120067,5cc 塑膠注射空針,126.0,50,2020,161.33,30.02,901.33
102,DLN5,A00120067,5cc 塑膠注射空針,175.0,51,2020,139.33,18.15,329.33
103,DLN5,A00120067,5cc 塑膠注射空針,179.0,52,2020,144.33,26.73,714.33
104,DLN5,A00120067,5cc 塑膠注射空針,162.0,1,2021,160.0,29.51,871.0
105,DLN5,A00120067,5cc 塑膠注射空針,160.0,2,2021,172.0,8.89,79.0
106,DLN5,A00120067,5cc 塑膠注射空針,103.0,3,2021,167.0,10.44,109.0
107,DLN5,A00120067,5cc 塑膠注射空針,127.0,4,2021,141.67,33.5,1122.33
108,DLN5,A00120067,5cc 塑膠注射空針,135.0,5,2021,130.0,28.62,819.0
109,DLN5,A00120067,5cc 塑膠注射空針,15.0,6,2021,121.67,16.65,277.33
110,DLN5,A00120067,5cc 塑膠注射空針,98.0,7,2021,92.33,67.09,4501.33
111,DLN5,A00120067,5cc 塑膠注射空針,189.0,8,2021,82.67,61.45,3776.33
112,DLN5,A00120067,5cc 塑膠注射空針,154.0,9,2021,100.67,87.03,7574.33
113,DLN5,A00120067,5cc 塑膠注射空針,149.0,10,2021,147.0,45.9,2107.0
114,DLN5,A00120067,5cc 塑膠注射空針,170.0,11,2021,164.0,21.79,475.0
115,DLN5,A00120067,5cc 塑膠注射空針,139.0,12,2021,157.67,10.97,120.33
116,DLN5,A00120067,5cc 塑膠注射空針,112.0,13,2021,152.67,15.82,250.33
117,DLN5,A00120067,5cc 塑膠注射空針,141.0,14,2021,140.33,29.02,842.33
118,DLN5,A00120067,5cc 塑膠注射空針,124.0,15,2021,130.67,16.2,262.33
119,DLN5,A00120067,5cc 塑膠注射空針,107.0,16,2021,125.67,14.57,212.33
120,DLN5,A00120067,5cc 塑膠注射空針,149.0,17,2021,124.0,17.0,289.0
121,DLN5,A00120067,5cc 塑膠注射空針,179.0,18,2021,126.67,21.13,446.33
122,DLN5,A00120067,5cc 塑膠注射空針,128.0,19,2021,145.0,36.17,1308.0
123,DLN5,A00120067,5cc 塑膠注射空針,110.0,20,2021,152.0,25.63,657.0
124,DLN5,A00120067,5cc 塑膠注射空針,114.0,21,2021,139.0,35.79,1281.0
125,DLN5,A00120067,5cc 塑膠注射空針,131.0,22,2021,117.33,9.45,89.33
126,DLN5,A00120067,5cc 塑膠注射空針,118.0,23,2021,118.33,11.15,124.33
127,DLN5,A00120067,5cc 塑膠注射空針,68.0,24,2021,121.0,8.89,79.0
128,DLN5,A00120067,5cc 塑膠注射空針,91.0,25,2021,105.67,33.26,1106.33
129,DLN5,A00120067,5cc 塑膠注射空針,104.0,26,2021,92.33,25.03,626.33
130,DLN5,A00120067,5cc 塑膠注射空針,173.0,27,2021,87.67,18.23,332.33
131,DLN5,A00120067,5cc 塑膠注射空針,195.0,28,2021,122.67,44.07,1942.33
132,DLN5,A00120067,5cc 塑膠注射空針,142.0,29,2021,157.33,47.48,2254.33
133,DLN5,A00120067,5cc 塑膠注射空針,158.0,30,2021,170.0,26.63,709.0
134,DLN5,A00120067,5cc 塑膠注射空針,174.0,31,2021,165.0,27.18,739.0
135,DLN5,A00120067,5cc 塑膠注射空針,168.0,32,2021,158.0,16.0,256.0
136,DLN5,A00120067,5cc 塑膠注射空針,113.0,33,2021,166.67,8.08,65.33
137,DLN5,A00120067,5cc 塑膠注射空針,118.0,34,2021,151.67,33.62,1130.33
138,DLN5,A00120067,5cc 塑膠注射空針,139.0,35,2021,133.0,30.41,925.0
139,DLN5,A00120067,5cc 塑膠注射空針,168.0,36,2021,123.33,13.8,190.33
140,DLN5,A00120067,5cc 塑膠注射空針,199.0,37,2021,141.67,25.11,630.33
141,DLN5,A00120067,5cc 塑膠注射空針,141.0,38,2021,168.67,30.01,900.33
142,DLN5,A00120067,5cc 塑膠注射空針,224.0,39,2021,169.33,29.02,842.33
143,DLN5,A00120067,5cc 塑膠注射空針,104.0,40,2021,188.0,42.58,1813.0
144,DLN5,A00120067,5cc 塑膠注射空針,117.0,41,2021,156.33,61.45,3776.33
145,DLN5,A00120067,5cc 塑膠注射空針,101.0,42,2021,148.33,65.85,4336.33
146,DLN5,A00120067,5cc 塑膠注射空針,153.0,43,2021,107.33,8.5,72.33
147,DLN5,A00120067,5cc 塑膠注射空針,165.0,44,2021,123.67,26.63,709.33
148,DLN5,A00120067,5cc 塑膠注射空針,113.0,45,2021,139.67,34.02,1157.33
149,DLN5,A00120067,5cc 塑膠注射空針,81.0,46,2021,143.67,27.23,741.33
150,DLN5,A00120067,5cc 塑膠注射空針,156.0,47,2021,119.67,42.39,1797.33
151,DLN5,A00120067,5cc 塑膠注射空針,147.0,48,2021,116.67,37.63,1416.33
152,DLN5,A00120067,5cc 塑膠注射空針,101.0,49,2021,128.0,40.95,1677.0
153,DLN5,A00120067,5cc 塑膠注射空針,113.0,50,2021,134.67,29.5,870.33
154,DLN5,A00120067,5cc 塑膠注射空針,176.0,51,2021,120.33,23.86,569.33
155,DLN5,A00120067,5cc 塑膠注射空針,110.0,52,2021,130.0,40.29,1623.0
