,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
20,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,21,2019,55.33,5.51,30.33
21,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,38.0,22,2019,56.0,4.58,21.0
22,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,23,2019,48.33,9.07,82.33
23,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,56.0,24,2019,45.67,7.09,50.33
24,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,25,2019,47.0,9.0,81.0
25,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,26,2019,52.33,4.73,22.33
26,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,27,2019,51.67,5.86,34.33
27,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,28,2019,53.0,7.55,57.0
28,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,55.0,29,2019,53.0,7.55,57.0
29,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,30,2019,56.33,3.21,10.33
30,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,49.0,31,2019,54.0,1.0,1.0
31,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,32,2019,52.33,3.06,9.33
32,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,49.0,33,2019,52.0,2.65,7.0
33,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,34,2019,50.67,2.89,8.33
34,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,35,2019,46.0,9.85,97.0
35,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,36,2019,42.67,7.09,50.33
36,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,37,2019,45.33,11.06,122.33
37,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,38,2019,48.0,7.81,61.0
38,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,56.0,39,2019,49.0,7.21,52.0
39,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,40,2019,48.67,6.66,44.33
40,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,41,2019,52.33,4.73,22.33
41,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,42,2019,51.0,7.0,49.0
42,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,43,2019,47.0,6.08,37.0
43,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,41.0,44,2019,47.0,6.08,37.0
44,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,45,2019,46.33,6.81,46.33
45,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,46,2019,46.67,6.66,44.33
46,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,55.0,47,2019,44.33,3.06,9.33
47,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,48,2019,49.0,5.29,28.0
48,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,49,2019,49.67,4.62,21.33
49,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,41.0,50,2019,50.0,4.36,19.0
50,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,51,2019,45.33,3.79,14.33
51,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,52,2019,47.33,6.03,36.33
52,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,33.0,1,2020,48.33,6.43,41.33
53,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,31.0,2,2020,45.67,11.02,121.33
54,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,3,2020,38.33,11.02,121.33
55,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,8.0,4,2020,33.33,2.52,6.33
56,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,11.0,5,2020,25.0,14.93,223.0
57,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,6,2020,18.33,15.37,236.33
58,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,59.0,7,2020,24.0,25.16,633.0
59,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,8,2020,41.0,26.15,684.0
60,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,9,2020,57.33,3.79,14.33
61,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,63.0,10,2020,59.0,1.0,1.0
62,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,61.0,11,2020,60.33,2.52,6.33
63,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,100.0,12,2020,60.67,2.52,6.33
64,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,13,2020,74.67,21.96,482.33
65,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,28.0,14,2020,73.67,22.81,520.33
66,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,15,2020,62.67,36.07,1301.33
67,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,16,2020,46.33,16.5,272.33
68,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,26.0,17,2020,41.33,11.93,142.33
69,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,18,2020,40.67,13.05,170.33
70,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,19,2020,35.67,9.5,90.33
71,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,20,2020,33.67,6.81,46.33
72,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,21,2020,42.0,7.94,63.0
73,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,22,2020,43.33,6.66,44.33
74,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,23,2020,44.67,5.69,32.33
75,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,24,2020,42.33,2.08,4.33
76,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,25,2020,46.0,4.36,19.0
77,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,26,2020,48.67,4.04,16.33
78,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,27,2020,48.67,4.04,16.33
79,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,28,2020,49.0,4.36,19.0
80,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,29,2020,49.67,4.93,24.33
81,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,30,2020,52.0,1.0,1.0
82,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,31,2020,52.0,1.0,1.0
83,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,32,2020,51.67,0.58,0.33
84,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,33,2020,53.67,2.89,8.33
85,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,34,2020,54.33,2.52,6.33
86,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,35,2020,50.33,9.07,82.33
87,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,36,2020,50.33,9.07,82.33
88,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,29.0,37,2020,47.0,8.89,79.0
89,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,42.0,38,2020,43.33,14.01,196.33
90,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,67.0,39,2020,38.33,8.14,66.33
91,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,38.0,40,2020,46.0,19.31,373.0
92,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,47.0,41,2020,49.0,15.72,247.0
93,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,65.0,42,2020,50.67,14.84,220.33
94,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,43,2020,50.0,13.75,189.0
95,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,76.0,44,2020,54.33,9.45,89.33
96,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,67.0,45,2020,64.0,12.53,157.0
97,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,46,2020,64.67,12.66,160.33
98,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,47,2020,63.0,15.39,237.0
99,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,48,2020,57.0,10.54,111.0
100,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,53.0,49,2020,49.67,7.23,52.33
101,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,50,2020,52.0,6.56,43.0
102,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,51,2020,47.0,5.29,28.0
103,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,52,2020,44.0,8.54,73.0
104,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,62.0,1,2021,45.67,11.24,126.33
105,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,2,2021,52.0,14.0,196.0
106,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,57.0,3,2021,58.0,4.0,16.0
107,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,51.0,4,2021,57.67,4.04,16.33
108,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,52.0,5,2021,54.0,3.0,9.0
109,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,2.0,6,2021,53.33,3.21,10.33
110,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,7,2021,35.0,28.58,817.0
111,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,8,2021,29.67,25.42,646.33
112,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,60.0,9,2021,32.33,29.09,846.33
113,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,38.0,10,2021,51.67,14.43,208.33
114,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,56.0,11,2021,52.67,12.7,161.33
115,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,12,2021,51.33,11.72,137.33
116,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,28.0,13,2021,47.33,9.02,81.33
117,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,14,2021,44.0,14.42,208.0
118,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,34.0,15,2021,41.33,11.55,133.33
119,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,16,2021,36.67,10.26,105.33
120,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,36.0,17,2021,37.33,9.45,89.33
121,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,18,2021,33.33,3.06,9.33
122,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,19,2021,38.0,9.17,84.0
123,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,20,2021,43.33,6.43,41.33
124,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,21,2021,44.67,4.16,17.33
125,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,43.0,22,2021,40.33,5.51,30.33
126,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,34.0,23,2021,39.33,4.04,16.33
127,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,37.0,24,2021,37.33,4.93,24.33
128,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,28.0,25,2021,38.0,4.58,21.0
129,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,26,2021,33.0,4.58,21.0
130,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,27,2021,31.67,4.73,22.33
131,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,40.0,28,2021,34.67,9.87,97.33
132,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,29,2021,38.67,8.08,65.33
133,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,30,2021,38.67,8.08,65.33
134,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,54.0,31,2021,38.0,7.21,52.0
135,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,33.0,32,2021,42.67,12.06,145.33
136,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,65.0,33,2021,43.67,10.5,110.33
137,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,50.0,34,2021,50.67,16.26,264.33
138,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,58.0,35,2021,49.33,16.01,256.33
139,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,48.0,36,2021,57.67,7.51,56.33
140,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,37,2021,52.0,5.29,28.0
141,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,32.0,38,2021,50.33,6.81,46.33
142,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,46.0,39,2021,41.67,8.5,72.33
143,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,32.0,40,2021,41.0,7.81,61.0
144,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,41,2021,36.67,8.08,65.33
145,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,35.0,42,2021,39.0,7.0,49.0
146,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,43,2021,35.33,3.51,12.33
147,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,33.0,44,2021,39.33,4.51,20.33
148,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,72.0,45,2021,37.33,5.86,34.33
149,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,62.0,46,2021,49.67,20.11,404.33
150,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,44.0,47,2021,55.67,20.26,410.33
151,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,31.0,48,2021,59.33,14.19,201.33
152,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,30.0,49,2021,45.67,15.57,242.33
153,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,45.0,50,2021,35.0,7.81,61.0
154,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,39.0,51,2021,35.33,8.39,70.33
155,DLN5,A02320340,〞美迪克〞安全性靜脈留置針  20G,27.0,52,2021,38.0,7.55,57.0
