,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週
26,2019-07-22,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,30
27,2019-08-05,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,32
28,2019-08-12,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,33
29,2019-08-19,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,34
30,2019-08-26,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,35
31,2019-09-02,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,36
32,2019-09-09,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,37
33,2019-09-16,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,38
34,2019-09-23,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,39
35,2019-09-30,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,40
36,2019-10-07,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,41
37,2019-10-14,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,42
38,2019-10-21,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,43
39,2019-10-28,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,44
40,2019-11-04,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,45
41,2019-11-11,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,46
42,2019-11-18,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,47
43,2019-11-25,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,48
44,2019-12-02,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,49
45,2019-12-09,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,50
46,2019-12-16,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,51
47,2019-12-23,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,52
48,2019-12-30,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,1
0,2020-01-06,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,2
1,2020-01-13,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,3
2,2020-01-18,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,102.0,102.0,0.0,3
3,2020-01-20,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,4
4,2020-02-10,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,7
5,2020-03-02,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,10
6,2020-03-09,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,11
7,2020-03-16,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,12
8,2020-03-23,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,13
9,2020-03-30,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,14
10,2020-04-06,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,15
11,2020-04-13,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,16
12,2020-04-20,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,17
13,2020-04-27,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,18
14,2020-05-04,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,19
15,2020-05-11,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,20
16,2020-05-18,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,21
17,2020-05-25,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,22
18,2020-06-01,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,23
19,2020-06-08,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,24
20,2020-06-15,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,25
21,2020-06-22,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,26
22,2020-06-29,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,27
23,2020-07-06,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,28
24,2020-07-13,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,29
25,2020-07-20,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,30
26,2020-07-27,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,31
27,2020-08-03,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,32
28,2020-08-10,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,33
29,2020-08-17,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,34
30,2020-08-24,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,35
31,2020-08-31,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,36
32,2020-09-07,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,37
33,2020-09-14,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,38
34,2020-09-21,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,39
35,2020-09-28,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,40
36,2020-10-05,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,41
37,2020-10-12,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,42
38,2020-10-19,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,43
39,2020-10-26,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,44
40,2020-11-02,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,45
41,2020-11-09,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,46
42,2020-11-16,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,47
43,2020-11-23,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,48
44,2020-11-30,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,49
45,2020-12-07,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,50
46,2020-12-14,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,51
47,2020-12-21,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,52
48,2020-12-28,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,53
0,2021-01-04,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,1
1,2021-01-11,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,2
2,2021-01-18,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,3
3,2021-01-21,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,72.0,72.0,0.0,3
4,2021-01-25,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,4
5,2021-02-01,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,5
6,2021-03-08,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,10
7,2021-03-15,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,11
8,2021-03-22,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,30.0,30.0,0.0,12
9,2021-03-29,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,13
10,2021-04-12,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,15
11,2021-04-19,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,16
12,2021-05-03,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,18
13,2021-05-10,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,19
14,2021-05-17,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,20
15,2021-05-31,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,22
16,2021-06-07,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,23
17,2021-06-11,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,23
18,2021-06-21,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,25
19,2021-06-28,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,26
20,2021-06-07,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,23
21,2021-06-11,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,23
22,2021-06-21,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,25
23,2021-06-28,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,26
24,2021-08-05,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,31
25,2021-08-09,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,32
26,2021-08-16,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,33
27,2021-08-23,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,34
28,2021-08-30,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,35
29,2021-09-06,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,36
30,2021-09-13,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,37
31,2021-09-20,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,38
32,2021-09-27,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,39
33,2021-10-04,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,36.0,36.0,0.0,40
34,2021-10-07,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,40
35,2021-10-18,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,42
36,2021-10-26,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,43
37,2021-11-01,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,44
38,2021-11-08,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,45
39,2021-11-15,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,46
40,2021-11-22,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,47
41,2021-11-29,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,12.0,12.0,0.0,48
42,2021-12-03,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,48
43,2021-12-13,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,50
44,2021-12-22,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,51
45,2021-12-27,B03251164,紙膠布,1〞x10YD;附切台 120/S,卷,T,36.0,0.0,0.0,24.0,24.0,0.0,52
