,Unnamed: 0,庫房,料號,品名,數量,帳務日期,日期,計價,工作日,週
76,1483,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-08-22,202208,T-不計價,True,34
77,1484,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-08-25,202208,T-不計價,True,34
78,1485,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-08-25,202208,T-不計價,True,34
79,1486,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-08-26,202208,T-不計價,True,34
80,1487,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-08-28,202208,T-不計價,False,34
81,1488,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-08-29,202208,T-不計價,True,35
82,1489,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-08-30,202208,T-不計價,True,35
83,1490,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-01,202209,T-不計價,True,35
84,1491,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-03,202209,T-不計價,False,35
85,1492,DLN3,A00120067,5cc 塑膠注射空針,6.0,2022-09-04,202209,T-不計價,False,35
86,1493,DLN3,A00120067,5cc 塑膠注射空針,4.0,2022-09-06,202209,T-不計價,True,36
87,1494,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-10,202209,T-不計價,False,36
88,1495,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-09-11,202209,T-不計價,False,36
89,1496,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-12,202209,T-不計價,False,37
90,1497,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-17,202209,T-不計價,False,37
91,1498,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-18,202209,T-不計價,False,37
92,1499,DLN3,A00120067,5cc 塑膠注射空針,6.0,2022-09-24,202209,T-不計價,False,38
93,1500,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-26,202209,T-不計價,True,39
94,1501,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-09-27,202209,T-不計價,True,39
95,1502,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-09-28,202209,T-不計價,True,39
96,1503,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-09-28,202209,T-不計價,True,39
97,1504,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-09-29,202209,T-不計價,True,39
98,1505,DLN3,A00120067,5cc 塑膠注射空針,3.0,2022-09-30,202209,T-不計價,True,39
99,1506,DLN3,A00120067,5cc 塑膠注射空針,-3.0,2022-09-30,202209,T-不計價,True,39
100,1507,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-10-01,202210,T-不計價,False,39
101,1508,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-10-02,202210,T-不計價,False,39
102,1509,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-10-03,202210,T-不計價,False,40
103,1510,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-10-09,202210,T-不計價,True,40
104,1511,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-10-20,202210,T-不計價,True,42
105,1512,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-10-22,202210,T-不計價,False,42
106,1513,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-10-23,202210,T-不計價,False,42
107,1514,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-11-07,202211,T-不計價,True,45
108,1515,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-11-09,202211,T-不計價,True,45
109,1516,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-11-13,202211,T-不計價,False,45
110,1517,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-11-14,202211,T-不計價,True,46
111,1518,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-11-17,202211,T-不計價,True,46
112,1519,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-11-17,202211,T-不計價,True,46
113,1520,DLN3,A00120067,5cc 塑膠注射空針,3.0,2022-11-21,202211,T-不計價,True,47
114,1521,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-11-22,202211,T-不計價,True,47
115,1522,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-11-29,202211,T-不計價,True,48
116,1523,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-11-30,202211,T-不計價,True,48
117,1524,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-02,202212,T-不計價,True,48
118,1525,DLN3,A00120067,5cc 塑膠注射空針,3.0,2022-12-06,202212,T-不計價,True,49
119,1526,DLN3,A00120067,5cc 塑膠注射空針,2.0,2022-12-10,202212,T-不計價,False,49
120,1527,DLN3,A00120067,5cc 塑膠注射空針,3.0,2022-12-11,202212,T-不計價,False,49
121,1528,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-12,202212,T-不計價,True,50
122,1529,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-12,202212,T-不計價,True,50
123,1530,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-13,202212,T-不計價,True,50
124,1531,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-23,202212,T-不計價,True,51
125,1532,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-25,202212,T-不計價,False,51
126,1533,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-27,202212,T-不計價,True,52
127,1534,DLN3,A00120067,5cc 塑膠注射空針,1.0,2022-12-31,202212,T-不計價,False,52
128,1535,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-02,202209,T-不計價,True,35
129,1536,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-03,202209,T-不計價,False,35
130,1537,DLN3,A00120102,10cc塑膠注射空針 有螺紋,0.0,2022-09-15,202209,T-不計價,True,37
131,1538,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-16,202209,T-不計價,True,37
132,1539,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-16,202209,T-不計價,True,37
133,1540,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-16,202209,T-不計價,True,37
134,1541,DLN3,A00120102,10cc塑膠注射空針 有螺紋,2.0,2022-09-16,202209,T-不計價,True,37
135,1542,DLN3,A00120102,10cc塑膠注射空針 有螺紋,3.0,2022-09-17,202209,T-不計價,False,37
136,1543,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-18,202209,T-不計價,False,37
137,1544,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-19,202209,T-不計價,True,38
138,1545,DLN3,A00120102,10cc塑膠注射空針 有螺紋,3.0,2022-09-20,202209,T-不計價,True,38
139,1546,DLN3,A00120102,10cc塑膠注射空針 有螺紋,5.0,2022-09-21,202209,T-不計價,True,38
140,1547,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-22,202209,T-不計價,True,38
141,1548,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-09-24,202209,T-不計價,False,38
142,1549,DLN3,A00120102,10cc塑膠注射空針 有螺紋,-1.0,2022-09-24,202209,T-不計價,False,38
143,1550,DLN3,A00120102,10cc塑膠注射空針 有螺紋,0.0,2022-09-28,202209,T-不計價,True,39
144,1551,DLN3,A00120102,10cc塑膠注射空針 有螺紋,4.0,2022-09-29,202209,T-不計價,True,39
145,1552,DLN3,A00120102,10cc塑膠注射空針 有螺紋,-4.0,2022-09-29,202209,T-不計價,True,39
146,1553,DLN3,A00120102,10cc塑膠注射空針 有螺紋,-3.0,2022-09-30,202209,T-不計價,True,39
147,1554,DLN3,A00120102,10cc塑膠注射空針 有螺紋,3.0,2022-09-30,202209,T-不計價,True,39
148,1555,DLN3,A00120102,10cc塑膠注射空針 有螺紋,0.0,2022-10-01,202210,T-不計價,False,39
149,1556,DLN3,A00120102,10cc塑膠注射空針 有螺紋,0.0,2022-10-02,202210,T-不計價,False,39
150,1557,DLN3,A00120102,10cc塑膠注射空針 有螺紋,0.0,2022-10-03,202210,T-不計價,False,40
151,1558,DLN3,A00120102,10cc塑膠注射空針 有螺紋,1.0,2022-11-18,202211,T-不計價,True,46
152,1559,DLN3,A00120102,10cc塑膠注射空針 有螺紋,0.0,2022-12-22,202212,T-不計價,True,51
153,1560,DLN3,A00120102,10cc塑膠注射空針 有螺紋,2.0,2022-12-25,202212,T-不計價,False,51
154,1561,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-01-01,202201,T-不計價,False,52
155,1562,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-01-02,202201,T-不計價,False,52
156,1563,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-01-03,202201,T-不計價,False,1
157,1564,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-01-03,202201,T-不計價,False,1
158,1565,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-01-04,202201,T-不計價,True,1
159,1566,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-02-07,202202,T-不計價,True,6
160,1567,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-02-08,202202,T-不計價,True,6
161,1568,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-02-09,202202,T-不計價,True,6
162,1569,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-02-10,202202,T-不計價,True,6
163,1570,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-02-10,202202,T-不計價,True,6
164,1571,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-02-11,202202,T-不計價,True,6
165,1572,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-02-12,202202,T-不計價,False,6
166,1573,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-02-13,202202,T-不計價,False,6
167,1574,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-02-14,202202,T-不計價,True,7
168,1575,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-03-03,202203,T-不計價,True,9
169,1576,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-03-04,202203,T-不計價,True,9
170,1577,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-03-05,202203,T-不計價,False,9
171,1578,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-03-06,202203,T-不計價,False,9
172,1579,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-03-07,202203,T-不計價,True,10
173,1580,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-03-08,202203,T-不計價,True,10
174,1581,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-03-19,202203,T-不計價,False,11
175,1582,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-03-20,202203,T-不計價,False,11
176,1583,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-03-21,202203,T-不計價,True,12
177,1584,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-04-11,202204,T-不計價,True,15
178,1585,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-06-08,202206,T-不計價,True,23
179,1586,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-06-09,202206,T-不計價,True,23
180,1587,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-06-19,202206,T-不計價,False,24
181,1588,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-06-20,202206,T-不計價,True,25
182,1589,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-06-21,202206,T-不計價,True,25
183,1590,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-06-30,202206,T-不計價,True,26
184,1591,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-07-25,202207,T-不計價,True,30
185,1592,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-07-26,202207,T-不計價,True,30
186,1593,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-07-27,202207,T-不計價,True,30
187,1594,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-07-28,202207,T-不計價,True,30
188,1595,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-07-28,202207,T-不計價,True,30
189,1596,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-07-29,202207,T-不計價,True,30
190,1597,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-07-30,202207,T-不計價,False,30
191,1598,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-07-31,202207,T-不計價,False,30
192,1599,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-01,202208,T-不計價,True,31
193,1600,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-08-15,202208,T-不計價,True,33
194,1601,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-08-20,202208,T-不計價,False,33
195,1602,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-08-21,202208,T-不計價,False,33
196,1603,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-08-22,202208,T-不計價,True,34
197,1604,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-08-23,202208,T-不計價,True,34
198,1605,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-08-23,202208,T-不計價,True,34
199,1606,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-08-24,202208,T-不計價,True,34
200,1607,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-24,202208,T-不計價,True,34
201,1608,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-08-25,202208,T-不計價,True,34
202,1609,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-08-25,202208,T-不計價,True,34
203,1610,DLN3,A00120110,10cc塑膠注射空針 無螺紋,6.0,2022-08-26,202208,T-不計價,True,34
204,1611,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-08-26,202208,T-不計價,True,34
205,1612,DLN3,A00120110,10cc塑膠注射空針 無螺紋,6.0,2022-08-26,202208,T-不計價,True,34
206,1613,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-27,202208,T-不計價,False,34
207,1614,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-27,202208,T-不計價,False,34
208,1615,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-08-27,202208,T-不計價,False,34
209,1616,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-28,202208,T-不計價,False,34
210,1617,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-28,202208,T-不計價,False,34
211,1618,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-29,202208,T-不計價,True,35
212,1619,DLN3,A00120110,10cc塑膠注射空針 無螺紋,5.0,2022-08-29,202208,T-不計價,True,35
213,1620,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-08-30,202208,T-不計價,True,35
214,1621,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-08-30,202208,T-不計價,True,35
215,1622,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-08-31,202208,T-不計價,True,35
216,1623,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-01,202209,T-不計價,True,35
217,1624,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-09-02,202209,T-不計價,True,35
218,1625,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-11,202209,T-不計價,False,36
219,1626,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-09-15,202209,T-不計價,True,37
220,1627,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-09-18,202209,T-不計價,False,37
221,1628,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-21,202209,T-不計價,True,38
222,1629,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-22,202209,T-不計價,True,38
223,1630,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-23,202209,T-不計價,True,38
224,1631,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-09-24,202209,T-不計價,False,38
225,1632,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-24,202209,T-不計價,False,38
226,1633,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-09-25,202209,T-不計價,False,38
227,1634,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-25,202209,T-不計價,False,38
228,1635,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-09-26,202209,T-不計價,True,39
229,1636,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-26,202209,T-不計價,True,39
230,1637,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-09-27,202209,T-不計價,True,39
231,1638,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-09-27,202209,T-不計價,True,39
232,1639,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-09-28,202209,T-不計價,True,39
233,1640,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-09-28,202209,T-不計價,True,39
234,1641,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-09-29,202209,T-不計價,True,39
235,1642,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-09-29,202209,T-不計價,True,39
236,1643,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-09-30,202209,T-不計價,True,39
237,1644,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-09-30,202209,T-不計價,True,39
238,1645,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-09-30,202209,T-不計價,True,39
239,1646,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-10-01,202210,T-不計價,False,39
240,1647,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-10-02,202210,T-不計價,False,39
241,1648,DLN3,A00120110,10cc塑膠注射空針 無螺紋,2.0,2022-10-03,202210,T-不計價,False,40
242,1649,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-11-21,202211,T-不計價,True,47
243,1650,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-12-05,202212,T-不計價,True,49
244,1651,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-12-05,202212,T-不計價,True,49
245,1652,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-12-06,202212,T-不計價,True,49
246,1653,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-12-08,202212,T-不計價,True,49
247,1654,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-12-12,202212,T-不計價,True,50
248,1655,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-12-22,202212,T-不計價,True,51
249,1656,DLN3,A00120110,10cc塑膠注射空針 無螺紋,4.0,2022-12-23,202212,T-不計價,True,51
250,1657,DLN3,A00120110,10cc塑膠注射空針 無螺紋,3.0,2022-12-24,202212,T-不計價,False,51
251,1658,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-12-25,202212,T-不計價,False,51
252,1659,DLN3,A00120110,10cc塑膠注射空針 無螺紋,1.0,2022-12-27,202212,T-不計價,True,52
