,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
33,DLN5,A00120067,5cc 塑膠注射空針,86.0,34,2019,165.5,34.65,1200.5
34,DLN5,A00120067,5cc 塑膠注射空針,123.0,35,2019,138.0,73.54,5408.0
35,DLN5,A00120067,5cc 塑膠注射空針,202.0,36,2019,104.5,26.16,684.5
36,DLN5,A00120067,5cc 塑膠注射空針,141.0,37,2019,162.5,55.86,3120.5
37,DLN5,A00120067,5cc 塑膠注射空針,111.0,38,2019,171.5,43.13,1860.5
38,DLN5,A00120067,5cc 塑膠注射空針,90.0,39,2019,126.0,21.21,450.0
39,DLN5,A00120067,5cc 塑膠注射空針,124.0,40,2019,100.5,14.85,220.5
40,DLN5,A00120067,5cc 塑膠注射空針,151.0,41,2019,107.0,24.04,578.0
41,DLN5,A00120067,5cc 塑膠注射空針,114.0,42,2019,137.5,19.09,364.5
42,DLN5,A00120067,5cc 塑膠注射空針,164.0,43,2019,132.5,26.16,684.5
43,DLN5,A00120067,5cc 塑膠注射空針,110.0,44,2019,139.0,35.36,1250.0
44,DLN5,A00120067,5cc 塑膠注射空針,84.0,45,2019,137.0,38.18,1458.0
45,DLN5,A00120067,5cc 塑膠注射空針,130.0,46,2019,97.0,18.38,338.0
46,DLN5,A00120067,5cc 塑膠注射空針,146.0,47,2019,107.0,32.53,1058.0
47,DLN5,A00120067,5cc 塑膠注射空針,126.0,48,2019,138.0,11.31,128.0
48,DLN5,A00120067,5cc 塑膠注射空針,118.0,49,2019,136.0,14.14,200.0
49,DLN5,A00120067,5cc 塑膠注射空針,101.0,50,2019,122.0,5.66,32.0
50,DLN5,A00120067,5cc 塑膠注射空針,122.0,51,2019,109.5,12.02,144.5
51,DLN5,A00120067,5cc 塑膠注射空針,147.0,52,2019,111.5,14.85,220.5
52,DLN5,A00120067,5cc 塑膠注射空針,62.0,1,2020,134.5,17.68,312.5
53,DLN5,A00120067,5cc 塑膠注射空針,96.0,2,2020,104.5,60.1,3612.5
54,DLN5,A00120067,5cc 塑膠注射空針,79.0,3,2020,79.0,24.04,578.0
55,DLN5,A00120067,5cc 塑膠注射空針,41.0,4,2020,87.5,12.02,144.5
56,DLN5,A00120067,5cc 塑膠注射空針,23.0,5,2020,60.0,26.87,722.0
57,DLN5,A00120067,5cc 塑膠注射空針,150.0,6,2020,32.0,12.73,162.0
58,DLN5,A00120067,5cc 塑膠注射空針,148.0,7,2020,86.5,89.8,8064.5
59,DLN5,A00120067,5cc 塑膠注射空針,151.0,8,2020,149.0,1.41,2.0
60,DLN5,A00120067,5cc 塑膠注射空針,105.0,9,2020,149.5,2.12,4.5
61,DLN5,A00120067,5cc 塑膠注射空針,93.0,10,2020,128.0,32.53,1058.0
62,DLN5,A00120067,5cc 塑膠注射空針,156.0,11,2020,99.0,8.49,72.0
63,DLN5,A00120067,5cc 塑膠注射空針,164.0,12,2020,124.5,44.55,1984.5
64,DLN5,A00120067,5cc 塑膠注射空針,139.0,13,2020,160.0,5.66,32.0
65,DLN5,A00120067,5cc 塑膠注射空針,114.0,14,2020,151.5,17.68,312.5
66,DLN5,A00120067,5cc 塑膠注射空針,149.0,15,2020,126.5,17.68,312.5
67,DLN5,A00120067,5cc 塑膠注射空針,157.0,16,2020,131.5,24.75,612.5
68,DLN5,A00120067,5cc 塑膠注射空針,94.0,17,2020,153.0,5.66,32.0
69,DLN5,A00120067,5cc 塑膠注射空針,106.0,18,2020,125.5,44.55,1984.5
70,DLN5,A00120067,5cc 塑膠注射空針,71.0,19,2020,100.0,8.49,72.0
71,DLN5,A00120067,5cc 塑膠注射空針,90.0,20,2020,88.5,24.75,612.5
72,DLN5,A00120067,5cc 塑膠注射空針,83.0,21,2020,80.5,13.44,180.5
73,DLN5,A00120067,5cc 塑膠注射空針,102.0,22,2020,86.5,4.95,24.5
74,DLN5,A00120067,5cc 塑膠注射空針,118.0,23,2020,92.5,13.44,180.5
75,DLN5,A00120067,5cc 塑膠注射空針,163.0,24,2020,110.0,11.31,128.0
76,DLN5,A00120067,5cc 塑膠注射空針,189.0,25,2020,140.5,31.82,1012.5
77,DLN5,A00120067,5cc 塑膠注射空針,131.0,26,2020,176.0,18.38,338.0
78,DLN5,A00120067,5cc 塑膠注射空針,144.0,27,2020,160.0,41.01,1682.0
79,DLN5,A00120067,5cc 塑膠注射空針,114.0,28,2020,137.5,9.19,84.5
80,DLN5,A00120067,5cc 塑膠注射空針,142.0,29,2020,129.0,21.21,450.0
81,DLN5,A00120067,5cc 塑膠注射空針,160.0,30,2020,128.0,19.8,392.0
82,DLN5,A00120067,5cc 塑膠注射空針,136.0,31,2020,151.0,12.73,162.0
83,DLN5,A00120067,5cc 塑膠注射空針,173.0,32,2020,148.0,16.97,288.0
84,DLN5,A00120067,5cc 塑膠注射空針,169.0,33,2020,154.5,26.16,684.5
85,DLN5,A00120067,5cc 塑膠注射空針,187.0,34,2020,171.0,2.83,8.0
86,DLN5,A00120067,5cc 塑膠注射空針,186.0,35,2020,178.0,12.73,162.0
87,DLN5,A00120067,5cc 塑膠注射空針,130.0,36,2020,186.5,0.71,0.5
88,DLN5,A00120067,5cc 塑膠注射空針,142.0,37,2020,158.0,39.6,1568.0
89,DLN5,A00120067,5cc 塑膠注射空針,163.0,38,2020,136.0,8.49,72.0
90,DLN5,A00120067,5cc 塑膠注射空針,208.0,39,2020,152.5,14.85,220.5
91,DLN5,A00120067,5cc 塑膠注射空針,151.0,40,2020,185.5,31.82,1012.5
92,DLN5,A00120067,5cc 塑膠注射空針,118.0,41,2020,179.5,40.31,1624.5
93,DLN5,A00120067,5cc 塑膠注射空針,166.0,42,2020,134.5,23.33,544.5
94,DLN5,A00120067,5cc 塑膠注射空針,162.0,43,2020,142.0,33.94,1152.0
95,DLN5,A00120067,5cc 塑膠注射空針,162.0,44,2020,164.0,2.83,8.0
96,DLN5,A00120067,5cc 塑膠注射空針,197.0,45,2020,162.0,0.0,0.0
97,DLN5,A00120067,5cc 塑膠注射空針,125.0,46,2020,179.5,24.75,612.5
98,DLN5,A00120067,5cc 塑膠注射空針,192.0,47,2020,161.0,50.91,2592.0
99,DLN5,A00120067,5cc 塑膠注射空針,160.0,48,2020,158.5,47.38,2244.5
100,DLN5,A00120067,5cc 塑膠注射空針,132.0,49,2020,176.0,22.63,512.0
101,DLN5,A00120067,5cc 塑膠注射空針,126.0,50,2020,146.0,19.8,392.0
102,DLN5,A00120067,5cc 塑膠注射空針,175.0,51,2020,129.0,4.24,18.0
103,DLN5,A00120067,5cc 塑膠注射空針,179.0,52,2020,150.5,34.65,1200.5
104,DLN5,A00120067,5cc 塑膠注射空針,162.0,1,2021,177.0,2.83,8.0
105,DLN5,A00120067,5cc 塑膠注射空針,160.0,2,2021,170.5,12.02,144.5
106,DLN5,A00120067,5cc 塑膠注射空針,103.0,3,2021,161.0,1.41,2.0
107,DLN5,A00120067,5cc 塑膠注射空針,127.0,4,2021,131.5,40.31,1624.5
108,DLN5,A00120067,5cc 塑膠注射空針,135.0,5,2021,115.0,16.97,288.0
109,DLN5,A00120067,5cc 塑膠注射空針,15.0,6,2021,131.0,5.66,32.0
110,DLN5,A00120067,5cc 塑膠注射空針,98.0,7,2021,75.0,84.85,7200.0
111,DLN5,A00120067,5cc 塑膠注射空針,189.0,8,2021,56.5,58.69,3444.5
112,DLN5,A00120067,5cc 塑膠注射空針,154.0,9,2021,143.5,64.35,4140.5
113,DLN5,A00120067,5cc 塑膠注射空針,149.0,10,2021,171.5,24.75,612.5
114,DLN5,A00120067,5cc 塑膠注射空針,170.0,11,2021,151.5,3.54,12.5
115,DLN5,A00120067,5cc 塑膠注射空針,139.0,12,2021,159.5,14.85,220.5
116,DLN5,A00120067,5cc 塑膠注射空針,112.0,13,2021,154.5,21.92,480.5
117,DLN5,A00120067,5cc 塑膠注射空針,141.0,14,2021,125.5,19.09,364.5
118,DLN5,A00120067,5cc 塑膠注射空針,124.0,15,2021,126.5,20.51,420.5
119,DLN5,A00120067,5cc 塑膠注射空針,107.0,16,2021,132.5,12.02,144.5
120,DLN5,A00120067,5cc 塑膠注射空針,149.0,17,2021,115.5,12.02,144.5
121,DLN5,A00120067,5cc 塑膠注射空針,179.0,18,2021,128.0,29.7,882.0
122,DLN5,A00120067,5cc 塑膠注射空針,128.0,19,2021,164.0,21.21,450.0
123,DLN5,A00120067,5cc 塑膠注射空針,110.0,20,2021,153.5,36.06,1300.5
124,DLN5,A00120067,5cc 塑膠注射空針,114.0,21,2021,119.0,12.73,162.0
125,DLN5,A00120067,5cc 塑膠注射空針,131.0,22,2021,112.0,2.83,8.0
126,DLN5,A00120067,5cc 塑膠注射空針,118.0,23,2021,122.5,12.02,144.5
127,DLN5,A00120067,5cc 塑膠注射空針,68.0,24,2021,124.5,9.19,84.5
128,DLN5,A00120067,5cc 塑膠注射空針,91.0,25,2021,93.0,35.36,1250.0
129,DLN5,A00120067,5cc 塑膠注射空針,104.0,26,2021,79.5,16.26,264.5
130,DLN5,A00120067,5cc 塑膠注射空針,173.0,27,2021,97.5,9.19,84.5
131,DLN5,A00120067,5cc 塑膠注射空針,195.0,28,2021,138.5,48.79,2380.5
132,DLN5,A00120067,5cc 塑膠注射空針,142.0,29,2021,184.0,15.56,242.0
133,DLN5,A00120067,5cc 塑膠注射空針,158.0,30,2021,168.5,37.48,1404.5
134,DLN5,A00120067,5cc 塑膠注射空針,174.0,31,2021,150.0,11.31,128.0
135,DLN5,A00120067,5cc 塑膠注射空針,168.0,32,2021,166.0,11.31,128.0
136,DLN5,A00120067,5cc 塑膠注射空針,113.0,33,2021,171.0,4.24,18.0
137,DLN5,A00120067,5cc 塑膠注射空針,118.0,34,2021,140.5,38.89,1512.5
138,DLN5,A00120067,5cc 塑膠注射空針,139.0,35,2021,115.5,3.54,12.5
139,DLN5,A00120067,5cc 塑膠注射空針,168.0,36,2021,128.5,14.85,220.5
140,DLN5,A00120067,5cc 塑膠注射空針,199.0,37,2021,153.5,20.51,420.5
141,DLN5,A00120067,5cc 塑膠注射空針,141.0,38,2021,183.5,21.92,480.5
142,DLN5,A00120067,5cc 塑膠注射空針,224.0,39,2021,170.0,41.01,1682.0
143,DLN5,A00120067,5cc 塑膠注射空針,104.0,40,2021,182.5,58.69,3444.5
144,DLN5,A00120067,5cc 塑膠注射空針,117.0,41,2021,164.0,84.85,7200.0
145,DLN5,A00120067,5cc 塑膠注射空針,101.0,42,2021,110.5,9.19,84.5
146,DLN5,A00120067,5cc 塑膠注射空針,153.0,43,2021,109.0,11.31,128.0
147,DLN5,A00120067,5cc 塑膠注射空針,165.0,44,2021,127.0,36.77,1352.0
148,DLN5,A00120067,5cc 塑膠注射空針,113.0,45,2021,159.0,8.49,72.0
149,DLN5,A00120067,5cc 塑膠注射空針,81.0,46,2021,139.0,36.77,1352.0
150,DLN5,A00120067,5cc 塑膠注射空針,156.0,47,2021,97.0,22.63,512.0
151,DLN5,A00120067,5cc 塑膠注射空針,147.0,48,2021,118.5,53.03,2812.5
152,DLN5,A00120067,5cc 塑膠注射空針,101.0,49,2021,151.5,6.36,40.5
153,DLN5,A00120067,5cc 塑膠注射空針,113.0,50,2021,124.0,32.53,1058.0
154,DLN5,A00120067,5cc 塑膠注射空針,176.0,51,2021,107.0,8.49,72.0
155,DLN5,A00120067,5cc 塑膠注射空針,110.0,52,2021,144.5,44.55,1984.5
