,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
45,DLN5,A02120180,塑膠注射針頭,28.0,46,2019,27.5,0.71,0.5
46,DLN5,A02120180,塑膠注射針頭,42.0,47,2019,28.0,0.0,0.0
47,DLN5,A02120180,塑膠注射針頭,23.0,48,2019,35.0,9.9,98.0
48,DLN5,A02120180,塑膠注射針頭,39.0,49,2019,32.5,13.44,180.5
49,DLN5,A02120180,塑膠注射針頭,35.0,50,2019,31.0,11.31,128.0
50,DLN5,A02120180,塑膠注射針頭,52.0,51,2019,37.0,2.83,8.0
51,DLN5,A02120180,塑膠注射針頭,53.0,52,2019,43.5,12.02,144.5
52,DLN5,A02120180,塑膠注射針頭,8.0,1,2020,52.5,0.71,0.5
53,DLN5,A02120180,塑膠注射針頭,22.0,2,2020,30.5,31.82,1012.5
54,DLN5,A02120180,塑膠注射針頭,27.0,3,2020,15.0,9.9,98.0
55,DLN5,A02120180,塑膠注射針頭,2.0,4,2020,24.5,3.54,12.5
56,DLN5,A02120180,塑膠注射針頭,6.0,5,2020,14.5,17.68,312.5
57,DLN5,A02120180,塑膠注射針頭,17.0,6,2020,4.0,2.83,8.0
58,DLN5,A02120180,塑膠注射針頭,19.0,7,2020,11.5,7.78,60.5
59,DLN5,A02120180,塑膠注射針頭,16.0,8,2020,18.0,1.41,2.0
60,DLN5,A02120180,塑膠注射針頭,12.0,9,2020,17.5,2.12,4.5
61,DLN5,A02120180,塑膠注射針頭,44.0,10,2020,14.0,2.83,8.0
62,DLN5,A02120180,塑膠注射針頭,36.0,11,2020,28.0,22.63,512.0
63,DLN5,A02120180,塑膠注射針頭,27.0,12,2020,40.0,5.66,32.0
64,DLN5,A02120180,塑膠注射針頭,79.0,13,2020,31.5,6.36,40.5
65,DLN5,A02120180,塑膠注射針頭,133.0,14,2020,53.0,36.77,1352.0
66,DLN5,A02120180,塑膠注射針頭,119.0,15,2020,106.0,38.18,1458.0
67,DLN5,A02120180,塑膠注射針頭,81.0,16,2020,126.0,9.9,98.0
68,DLN5,A02120180,塑膠注射針頭,106.0,17,2020,100.0,26.87,722.0
69,DLN5,A02120180,塑膠注射針頭,80.0,18,2020,93.5,17.68,312.5
70,DLN5,A02120180,塑膠注射針頭,52.0,19,2020,93.0,18.38,338.0
71,DLN5,A02120180,塑膠注射針頭,67.0,20,2020,66.0,19.8,392.0
72,DLN5,A02120180,塑膠注射針頭,21.0,21,2020,59.5,10.61,112.5
73,DLN5,A02120180,塑膠注射針頭,39.0,22,2020,44.0,32.53,1058.0
74,DLN5,A02120180,塑膠注射針頭,54.0,23,2020,30.0,12.73,162.0
75,DLN5,A02120180,塑膠注射針頭,55.0,24,2020,46.5,10.61,112.5
76,DLN5,A02120180,塑膠注射針頭,58.0,25,2020,54.5,0.71,0.5
77,DLN5,A02120180,塑膠注射針頭,70.0,26,2020,56.5,2.12,4.5
78,DLN5,A02120180,塑膠注射針頭,89.0,27,2020,64.0,8.49,72.0
79,DLN5,A02120180,塑膠注射針頭,59.0,28,2020,79.5,13.44,180.5
80,DLN5,A02120180,塑膠注射針頭,30.0,29,2020,74.0,21.21,450.0
81,DLN5,A02120180,塑膠注射針頭,37.0,30,2020,44.5,20.51,420.5
82,DLN5,A02120180,塑膠注射針頭,18.0,31,2020,33.5,4.95,24.5
83,DLN5,A02120180,塑膠注射針頭,34.0,32,2020,27.5,13.44,180.5
84,DLN5,A02120180,塑膠注射針頭,46.0,33,2020,26.0,11.31,128.0
85,DLN5,A02120180,塑膠注射針頭,37.0,34,2020,40.0,8.49,72.0
86,DLN5,A02120180,塑膠注射針頭,102.0,35,2020,41.5,6.36,40.5
87,DLN5,A02120180,塑膠注射針頭,39.0,36,2020,69.5,45.96,2112.5
88,DLN5,A02120180,塑膠注射針頭,54.0,37,2020,70.5,44.55,1984.5
89,DLN5,A02120180,塑膠注射針頭,55.0,38,2020,46.5,10.61,112.5
90,DLN5,A02120180,塑膠注射針頭,31.0,39,2020,54.5,0.71,0.5
91,DLN5,A02120180,塑膠注射針頭,21.0,40,2020,43.0,16.97,288.0
92,DLN5,A02120180,塑膠注射針頭,13.0,41,2020,26.0,7.07,50.0
93,DLN5,A02120180,塑膠注射針頭,71.0,42,2020,17.0,5.66,32.0
94,DLN5,A02120180,塑膠注射針頭,37.0,43,2020,42.0,41.01,1682.0
95,DLN5,A02120180,塑膠注射針頭,22.0,44,2020,54.0,24.04,578.0
96,DLN5,A02120180,塑膠注射針頭,20.0,45,2020,29.5,10.61,112.5
97,DLN5,A02120180,塑膠注射針頭,28.0,46,2020,21.0,1.41,2.0
98,DLN5,A02120180,塑膠注射針頭,44.0,47,2020,24.0,5.66,32.0
99,DLN5,A02120180,塑膠注射針頭,17.0,48,2020,36.0,11.31,128.0
100,DLN5,A02120180,塑膠注射針頭,47.0,49,2020,30.5,19.09,364.5
101,DLN5,A02120180,塑膠注射針頭,37.0,50,2020,32.0,21.21,450.0
102,DLN5,A02120180,塑膠注射針頭,35.0,51,2020,42.0,7.07,50.0
103,DLN5,A02120180,塑膠注射針頭,25.0,52,2020,36.0,1.41,2.0
104,DLN5,A02120180,塑膠注射針頭,56.0,1,2021,30.0,7.07,50.0
105,DLN5,A02120180,塑膠注射針頭,46.0,2,2021,40.5,21.92,480.5
106,DLN5,A02120180,塑膠注射針頭,69.0,3,2021,51.0,7.07,50.0
107,DLN5,A02120180,塑膠注射針頭,53.0,4,2021,57.5,16.26,264.5
108,DLN5,A02120180,塑膠注射針頭,62.0,5,2021,61.0,11.31,128.0
109,DLN5,A02120180,塑膠注射針頭,3.0,6,2021,57.5,6.36,40.5
110,DLN5,A02120180,塑膠注射針頭,21.0,7,2021,32.5,41.72,1740.5
111,DLN5,A02120180,塑膠注射針頭,28.0,8,2021,12.0,12.73,162.0
112,DLN5,A02120180,塑膠注射針頭,52.0,9,2021,24.5,4.95,24.5
113,DLN5,A02120180,塑膠注射針頭,41.0,10,2021,40.0,16.97,288.0
114,DLN5,A02120180,塑膠注射針頭,15.0,11,2021,46.5,7.78,60.5
115,DLN5,A02120180,塑膠注射針頭,32.0,12,2021,28.0,18.38,338.0
116,DLN5,A02120180,塑膠注射針頭,21.0,13,2021,23.5,12.02,144.5
117,DLN5,A02120180,塑膠注射針頭,43.0,14,2021,26.5,7.78,60.5
118,DLN5,A02120180,塑膠注射針頭,28.0,15,2021,32.0,15.56,242.0
119,DLN5,A02120180,塑膠注射針頭,7.0,16,2021,35.5,10.61,112.5
120,DLN5,A02120180,塑膠注射針頭,19.0,17,2021,17.5,14.85,220.5
121,DLN5,A02120180,塑膠注射針頭,34.0,18,2021,13.0,8.49,72.0
122,DLN5,A02120180,塑膠注射針頭,26.0,19,2021,26.5,10.61,112.5
123,DLN5,A02120180,塑膠注射針頭,16.0,20,2021,30.0,5.66,32.0
124,DLN5,A02120180,塑膠注射針頭,35.0,21,2021,21.0,7.07,50.0
125,DLN5,A02120180,塑膠注射針頭,47.0,22,2021,25.5,13.44,180.5
126,DLN5,A02120180,塑膠注射針頭,37.0,23,2021,41.0,8.49,72.0
127,DLN5,A02120180,塑膠注射針頭,48.0,24,2021,42.0,7.07,50.0
128,DLN5,A02120180,塑膠注射針頭,36.0,25,2021,42.5,7.78,60.5
129,DLN5,A02120180,塑膠注射針頭,75.0,26,2021,42.0,8.49,72.0
130,DLN5,A02120180,塑膠注射針頭,32.0,27,2021,55.5,27.58,760.5
131,DLN5,A02120180,塑膠注射針頭,27.0,28,2021,53.5,30.41,924.5
132,DLN5,A02120180,塑膠注射針頭,55.0,29,2021,29.5,3.54,12.5
133,DLN5,A02120180,塑膠注射針頭,37.0,30,2021,41.0,19.8,392.0
134,DLN5,A02120180,塑膠注射針頭,27.0,31,2021,46.0,12.73,162.0
135,DLN5,A02120180,塑膠注射針頭,20.0,32,2021,32.0,7.07,50.0
136,DLN5,A02120180,塑膠注射針頭,20.0,33,2021,23.5,4.95,24.5
137,DLN5,A02120180,塑膠注射針頭,35.0,34,2021,20.0,0.0,0.0
138,DLN5,A02120180,塑膠注射針頭,39.0,35,2021,27.5,10.61,112.5
139,DLN5,A02120180,塑膠注射針頭,27.0,36,2021,37.0,2.83,8.0
140,DLN5,A02120180,塑膠注射針頭,34.0,37,2021,33.0,8.49,72.0
141,DLN5,A02120180,塑膠注射針頭,24.0,38,2021,30.5,4.95,24.5
142,DLN5,A02120180,塑膠注射針頭,27.0,39,2021,29.0,7.07,50.0
143,DLN5,A02120180,塑膠注射針頭,28.0,40,2021,25.5,2.12,4.5
144,DLN5,A02120180,塑膠注射針頭,9.0,41,2021,27.5,0.71,0.5
145,DLN5,A02120180,塑膠注射針頭,18.0,42,2021,18.5,13.44,180.5
146,DLN5,A02120180,塑膠注射針頭,7.0,43,2021,13.5,6.36,40.5
147,DLN5,A02120180,塑膠注射針頭,33.0,44,2021,12.5,7.78,60.5
148,DLN5,A02120180,塑膠注射針頭,21.0,45,2021,20.0,18.38,338.0
149,DLN5,A02120180,塑膠注射針頭,21.0,46,2021,27.0,8.49,72.0
150,DLN5,A02120180,塑膠注射針頭,49.0,47,2021,21.0,0.0,0.0
151,DLN5,A02120180,塑膠注射針頭,56.0,48,2021,35.0,19.8,392.0
152,DLN5,A02120180,塑膠注射針頭,37.0,49,2021,52.5,4.95,24.5
153,DLN5,A02120180,塑膠注射針頭,13.0,50,2021,46.5,13.44,180.5
154,DLN5,A02120180,塑膠注射針頭,31.0,51,2021,25.0,16.97,288.0
155,DLN5,A02120180,塑膠注射針頭,15.0,52,2021,22.0,12.73,162.0
