,庫房,料號,品名,數量,週,年,滑動平均,滑動標準差,滑動變異數
52,DLN5,A00120110,10cc塑膠注射空針 無螺紋,94.0,1,2020,166.5,13.44,180.5
53,DLN5,A00120110,10cc塑膠注射空針 無螺紋,132.0,2,2020,125.5,44.55,1984.5
54,DLN5,A00120110,10cc塑膠注射空針 無螺紋,113.0,3,2020,113.0,26.87,722.0
55,DLN5,A00120110,10cc塑膠注射空針 無螺紋,33.0,4,2020,122.5,13.44,180.5
56,DLN5,A00120110,10cc塑膠注射空針 無螺紋,24.0,5,2020,73.0,56.57,3200.0
57,DLN5,A00120110,10cc塑膠注射空針 無螺紋,184.0,6,2020,28.5,6.36,40.5
58,DLN5,A00120110,10cc塑膠注射空針 無螺紋,179.0,7,2020,104.0,113.14,12800.0
59,DLN5,A00120110,10cc塑膠注射空針 無螺紋,170.0,8,2020,181.5,3.54,12.5
60,DLN5,A00120110,10cc塑膠注射空針 無螺紋,148.0,9,2020,174.5,6.36,40.5
61,DLN5,A00120110,10cc塑膠注射空針 無螺紋,133.0,10,2020,159.0,15.56,242.0
62,DLN5,A00120110,10cc塑膠注射空針 無螺紋,144.0,11,2020,140.5,10.61,112.5
63,DLN5,A00120110,10cc塑膠注射空針 無螺紋,130.0,12,2020,138.5,7.78,60.5
64,DLN5,A00120110,10cc塑膠注射空針 無螺紋,230.0,13,2020,137.0,9.9,98.0
65,DLN5,A00120110,10cc塑膠注射空針 無螺紋,235.0,14,2020,180.0,70.71,5000.0
66,DLN5,A00120110,10cc塑膠注射空針 無螺紋,210.0,15,2020,232.5,3.54,12.5
67,DLN5,A00120110,10cc塑膠注射空針 無螺紋,235.0,16,2020,222.5,17.68,312.5
68,DLN5,A00120110,10cc塑膠注射空針 無螺紋,243.0,17,2020,222.5,17.68,312.5
69,DLN5,A00120110,10cc塑膠注射空針 無螺紋,223.0,18,2020,239.0,5.66,32.0
70,DLN5,A00120110,10cc塑膠注射空針 無螺紋,261.0,19,2020,233.0,14.14,200.0
71,DLN5,A00120110,10cc塑膠注射空針 無螺紋,278.0,20,2020,242.0,26.87,722.0
72,DLN5,A00120110,10cc塑膠注射空針 無螺紋,201.0,21,2020,269.5,12.02,144.5
73,DLN5,A00120110,10cc塑膠注射空針 無螺紋,216.0,22,2020,239.5,54.45,2964.5
74,DLN5,A00120110,10cc塑膠注射空針 無螺紋,180.0,23,2020,208.5,10.61,112.5
75,DLN5,A00120110,10cc塑膠注射空針 無螺紋,216.0,24,2020,198.0,25.46,648.0
76,DLN5,A00120110,10cc塑膠注射空針 無螺紋,324.0,25,2020,198.0,25.46,648.0
77,DLN5,A00120110,10cc塑膠注射空針 無螺紋,253.0,26,2020,270.0,76.37,5832.0
78,DLN5,A00120110,10cc塑膠注射空針 無螺紋,235.0,27,2020,288.5,50.2,2520.5
79,DLN5,A00120110,10cc塑膠注射空針 無螺紋,260.0,28,2020,244.0,12.73,162.0
80,DLN5,A00120110,10cc塑膠注射空針 無螺紋,184.0,29,2020,247.5,17.68,312.5
81,DLN5,A00120110,10cc塑膠注射空針 無螺紋,206.0,30,2020,222.0,53.74,2888.0
82,DLN5,A00120110,10cc塑膠注射空針 無螺紋,204.0,31,2020,195.0,15.56,242.0
83,DLN5,A00120110,10cc塑膠注射空針 無螺紋,259.0,32,2020,205.0,1.41,2.0
84,DLN5,A00120110,10cc塑膠注射空針 無螺紋,270.0,33,2020,231.5,38.89,1512.5
85,DLN5,A00120110,10cc塑膠注射空針 無螺紋,183.0,34,2020,264.5,7.78,60.5
86,DLN5,A00120110,10cc塑膠注射空針 無螺紋,243.0,35,2020,226.5,61.52,3784.5
87,DLN5,A00120110,10cc塑膠注射空針 無螺紋,281.0,36,2020,213.0,42.43,1800.0
88,DLN5,A00120110,10cc塑膠注射空針 無螺紋,244.0,37,2020,262.0,26.87,722.0
89,DLN5,A00120110,10cc塑膠注射空針 無螺紋,239.0,38,2020,262.5,26.16,684.5
90,DLN5,A00120110,10cc塑膠注射空針 無螺紋,190.0,39,2020,241.5,3.54,12.5
91,DLN5,A00120110,10cc塑膠注射空針 無螺紋,123.0,40,2020,214.5,34.65,1200.5
92,DLN5,A00120110,10cc塑膠注射空針 無螺紋,99.0,41,2020,156.5,47.38,2244.5
93,DLN5,A00120110,10cc塑膠注射空針 無螺紋,234.0,42,2020,111.0,16.97,288.0
94,DLN5,A00120110,10cc塑膠注射空針 無螺紋,194.0,43,2020,166.5,95.46,9112.5
95,DLN5,A00120110,10cc塑膠注射空針 無螺紋,207.0,44,2020,214.0,28.28,800.0
96,DLN5,A00120110,10cc塑膠注射空針 無螺紋,205.0,45,2020,200.5,9.19,84.5
97,DLN5,A00120110,10cc塑膠注射空針 無螺紋,146.0,46,2020,206.0,1.41,2.0
98,DLN5,A00120110,10cc塑膠注射空針 無螺紋,241.0,47,2020,175.5,41.72,1740.5
99,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,48,2020,193.5,67.18,4512.5
100,DLN5,A00120110,10cc塑膠注射空針 無螺紋,212.0,49,2020,204.5,51.62,2664.5
101,DLN5,A00120110,10cc塑膠注射空針 無螺紋,113.0,50,2020,190.0,31.11,968.0
102,DLN5,A00120110,10cc塑膠注射空針 無螺紋,131.0,51,2020,162.5,70.0,4900.5
103,DLN5,A00120110,10cc塑膠注射空針 無螺紋,132.0,52,2020,122.0,12.73,162.0
104,DLN5,A00120110,10cc塑膠注射空針 無螺紋,185.0,1,2021,131.5,0.71,0.5
105,DLN5,A00120110,10cc塑膠注射空針 無螺紋,236.0,2,2021,158.5,37.48,1404.5
106,DLN5,A00120110,10cc塑膠注射空針 無螺紋,212.0,3,2021,210.5,36.06,1300.5
107,DLN5,A00120110,10cc塑膠注射空針 無螺紋,157.0,4,2021,224.0,16.97,288.0
108,DLN5,A00120110,10cc塑膠注射空針 無螺紋,167.0,5,2021,184.5,38.89,1512.5
109,DLN5,A00120110,10cc塑膠注射空針 無螺紋,27.0,6,2021,162.0,7.07,50.0
110,DLN5,A00120110,10cc塑膠注射空針 無螺紋,142.0,7,2021,97.0,98.99,9800.0
111,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,8,2021,84.5,81.32,6612.5
112,DLN5,A00120110,10cc塑膠注射空針 無螺紋,185.0,9,2021,155.0,18.38,338.0
113,DLN5,A00120110,10cc塑膠注射空針 無螺紋,166.0,10,2021,176.5,12.02,144.5
114,DLN5,A00120110,10cc塑膠注射空針 無螺紋,181.0,11,2021,175.5,13.44,180.5
115,DLN5,A00120110,10cc塑膠注射空針 無螺紋,153.0,12,2021,173.5,10.61,112.5
116,DLN5,A00120110,10cc塑膠注射空針 無螺紋,129.0,13,2021,167.0,19.8,392.0
117,DLN5,A00120110,10cc塑膠注射空針 無螺紋,113.0,14,2021,141.0,16.97,288.0
118,DLN5,A00120110,10cc塑膠注射空針 無螺紋,102.0,15,2021,121.0,11.31,128.0
119,DLN5,A00120110,10cc塑膠注射空針 無螺紋,83.0,16,2021,107.5,7.78,60.5
120,DLN5,A00120110,10cc塑膠注射空針 無螺紋,117.0,17,2021,92.5,13.44,180.5
121,DLN5,A00120110,10cc塑膠注射空針 無螺紋,106.0,18,2021,100.0,24.04,578.0
122,DLN5,A00120110,10cc塑膠注射空針 無螺紋,103.0,19,2021,111.5,7.78,60.5
123,DLN5,A00120110,10cc塑膠注射空針 無螺紋,117.0,20,2021,104.5,2.12,4.5
124,DLN5,A00120110,10cc塑膠注射空針 無螺紋,101.0,21,2021,110.0,9.9,98.0
125,DLN5,A00120110,10cc塑膠注射空針 無螺紋,161.0,22,2021,109.0,11.31,128.0
126,DLN5,A00120110,10cc塑膠注射空針 無螺紋,134.0,23,2021,131.0,42.43,1800.0
127,DLN5,A00120110,10cc塑膠注射空針 無螺紋,106.0,24,2021,147.5,19.09,364.5
128,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,25,2021,120.0,19.8,392.0
129,DLN5,A00120110,10cc塑膠注射空針 無螺紋,198.0,26,2021,137.0,43.84,1922.0
130,DLN5,A00120110,10cc塑膠注射空針 無螺紋,258.0,27,2021,183.0,21.21,450.0
131,DLN5,A00120110,10cc塑膠注射空針 無螺紋,261.0,28,2021,228.0,42.43,1800.0
132,DLN5,A00120110,10cc塑膠注射空針 無螺紋,176.0,29,2021,259.5,2.12,4.5
133,DLN5,A00120110,10cc塑膠注射空針 無螺紋,147.0,30,2021,218.5,60.1,3612.5
134,DLN5,A00120110,10cc塑膠注射空針 無螺紋,159.0,31,2021,161.5,20.51,420.5
135,DLN5,A00120110,10cc塑膠注射空針 無螺紋,87.0,32,2021,153.0,8.49,72.0
136,DLN5,A00120110,10cc塑膠注射空針 無螺紋,171.0,33,2021,123.0,50.91,2592.0
137,DLN5,A00120110,10cc塑膠注射空針 無螺紋,171.0,34,2021,129.0,59.4,3528.0
138,DLN5,A00120110,10cc塑膠注射空針 無螺紋,157.0,35,2021,171.0,0.0,0.0
139,DLN5,A00120110,10cc塑膠注射空針 無螺紋,202.0,36,2021,164.0,9.9,98.0
140,DLN5,A00120110,10cc塑膠注射空針 無螺紋,137.0,37,2021,179.5,31.82,1012.5
141,DLN5,A00120110,10cc塑膠注射空針 無螺紋,110.0,38,2021,169.5,45.96,2112.5
142,DLN5,A00120110,10cc塑膠注射空針 無螺紋,168.0,39,2021,123.5,19.09,364.5
143,DLN5,A00120110,10cc塑膠注射空針 無螺紋,127.0,40,2021,139.0,41.01,1682.0
144,DLN5,A00120110,10cc塑膠注射空針 無螺紋,97.0,41,2021,147.5,28.99,840.5
145,DLN5,A00120110,10cc塑膠注射空針 無螺紋,102.0,42,2021,112.0,21.21,450.0
146,DLN5,A00120110,10cc塑膠注射空針 無螺紋,148.0,43,2021,99.5,3.54,12.5
147,DLN5,A00120110,10cc塑膠注射空針 無螺紋,141.0,44,2021,125.0,32.53,1058.0
148,DLN5,A00120110,10cc塑膠注射空針 無螺紋,213.0,45,2021,144.5,4.95,24.5
149,DLN5,A00120110,10cc塑膠注射空針 無螺紋,167.0,46,2021,177.0,50.91,2592.0
150,DLN5,A00120110,10cc塑膠注射空針 無螺紋,190.0,47,2021,190.0,32.53,1058.0
151,DLN5,A00120110,10cc塑膠注射空針 無螺紋,158.0,48,2021,178.5,16.26,264.5
152,DLN5,A00120110,10cc塑膠注射空針 無螺紋,140.0,49,2021,174.0,22.63,512.0
153,DLN5,A00120110,10cc塑膠注射空針 無螺紋,186.0,50,2021,149.0,12.73,162.0
154,DLN5,A00120110,10cc塑膠注射空針 無螺紋,151.0,51,2021,163.0,32.53,1058.0
155,DLN5,A00120110,10cc塑膠注射空針 無螺紋,72.0,52,2021,168.5,24.75,612.5
